cdli_id,factgrid_qid,artifact_label,write_action,claims_written,claims_skipped,write_status,write_error,label_collision_qid
367172,Q2163551,"Cuneiform Tablet CT 56, 693 (+) CT 57, 031 (dupl.)",create,11,1,written,,
420692,Q2163552,Cuneiform Tablet SMUI 1913.14.0311,create,7,1,written,,
331712,Q1983351,"Cuneiform Tablet Nisaba 05/2, 047",update,5,7,written,,
110682,Q2066877,"Cuneiform Tablet ITT 2, 00812",update,4,8,written,,
594403,Q2163553,Cuneiform Tablet BM 078507,create,10,1,written,,
282246,Q1928719,Cuneiform Tablet KAJ 234,update,4,6,written,,
574657,Q2163554,Cuneiform Tablet BM 066576,create,7,1,written,,
249342,Q2163555,"Cuneiform Artifact AUCT 5, 231",create,9,1,written,,
387326,Q2163556,"Cuneiform Tablet TCL 17, 030",create,10,1,written,,
471737,Q2163557,"Cuneiform Tablet ARM 30, p. 238 M 06048",create,11,1,written,,
302971,Q2163558,Cuneiform Tablet NCBT 00918,create,11,1,written,,
112345,Q2163559,"Cuneiform Tablet JRAS 1937, 471 2",create,10,1,written,,
522037,Q2163560,Cuneiform Artifact CDLI Seals 015480 (physical),create,7,1,written,,
318185,Q2003521,Cuneiform Tablet BM 018592,update,4,8,written,,
144525,Q2033122,"Cuneiform Tablet SAT 3, 1325",update,4,8,written,,
207811,Q2163561,Cuneiform Tablet BM 024688,create,11,1,written,,
576390,Q2163562,Cuneiform Tablet BM 051310,create,11,1,written,,
547834,Q2163563,Cuneiform Artifact CDLI Seals 025255 (physical),create,6,1,written,,
489850,Q2163564,"Cuneiform Tablet BagM 18, 133-198 no. 16",create,11,1,written,,
139015,Q2057969,"Cuneiform Tablet UET 9, 0885",update,4,8,written,,
425490,Q2163565,Cuneiform Tablet Sm 0588,create,9,1,written,,
380119,Q2163566,Cuneiform Tablet BM 095789,create,10,1,written,,
573468,Q2163567,Cuneiform Artifact CDLI Seals 002120.1 (composite),create,7,0,written,,
442954,Q2163568,"Cuneiform Tablet KBo 53, 151",create,10,1,written,,
558738,Q2163569,Cuneiform Tablet BM 054736 + BM 054744,create,8,1,written,,
254989,Q2163570,"Cuneiform Tablet MCT 095, YBC 04673",create,9,1,written,,
476508,Q2163571,Cuneiform Artifact CDLI Seals 009767 (physical),create,8,1,written,,
420368,Q1985166,Cuneiform Tablet P420368,update,3,6,written,,
349020,Q2163572,"Cuneiform Tablet AUWE 23, 017",create,10,1,written,,
474535,Q2163573,Cuneiform Artifact CDLI Seals 007758 (physical),create,10,1,written,,
571455,Q2163574,Cuneiform Tablet BM 048348,create,7,1,written,,
516991,Q2163575,Cuneiform Artifact CDLI Seals 013943 (composite),create,10,0,written,,
115480,Q1953236,"Cuneiform Tablet MVN 08, 089",update,4,8,written,,
334510,Q1973724,Cuneiform Tablet ABL 0720,update,4,8,written,,
422355,Q2163576,Cuneiform Tablet BM 121093,create,7,1,written,,
362370,Q2163577,"Cuneiform Tablet Nisaba 33, 575",create,11,1,written,,
409005,Q2163578,"Cuneiform Tablet HSS 15, 205",create,10,1,written,,
267210,Q2163579,Cuneiform Tablet CBS 12572,create,9,1,written,,
231470,Q2031367,"Cuneiform Tablet CDLI Literary 000795, ex. 027",update,4,8,written,,
591601,Q2163580,Cuneiform Tablet BM 073024,create,9,1,written,,
494761,Q2163581,"Cuneiform Tablet CM 03, no. 341",create,8,1,written,,
110378,Q2064267,"Cuneiform Tablet HSS 04, 105",update,5,7,written,,
367488,Q2163582,"Cuneiform Tablet CT 57, 0346",create,11,1,written,,
234388,Q2163583,"Cuneiform Artifact RIME 3/1.01.07.049, ex. 06",create,10,1,written,,
125036,Q2000990,"Cuneiform Tablet OrSP 47-49, 147",update,4,8,written,,
440969,Q2163584,"Cuneiform Tablet KBo 44, 194",create,10,1,written,,
495873,Q2163585,Cuneiform Tablet Sb 12387,create,7,1,written,,
444183,Q2163586,"Cuneiform Tablet KUB 10, 060",create,10,1,written,,
590913,Q2163587,Cuneiform Tablet BM 072153,create,9,1,written,,
545809,Q2163588,Cuneiform Artifact CDLI Seals 023480 (physical),create,7,1,written,,
20156,Q2062954,"Cuneiform Tablet VS 14, 141",update,4,8,written,,
415026,Q2163589,"Cuneiform Tablet UET 5, 0130",create,10,1,written,,
379496,Q2006669,"Cuneiform Tablet PPAC 5, 1264",update,4,8,written,,
443646,Q2163590,"Cuneiform Tablet KBo 57, 241",create,10,1,written,,
281893,Q2063233,"Cuneiform Tablet VS 19, 01",update,6,6,written,,
510146,Q2163591,"Cuneiform Tablet MHET 2/5, 769",create,10,1,written,,
468516,Q2163592,Cuneiform Tablet U 30663,create,7,0,written,,
101093,Q1985749,"Cuneiform Tablet AnOr 01, 102",update,4,8,written,,
250163,Q2163593,Cuneiform Tablet AUAM 73.3004,create,7,1,written,,
355003,Q2163594,"Cuneiform Tablet ARM 26/2, 446",create,11,1,written,,
585212,Q2163595,Cuneiform Tablet BM 065563,create,10,1,written,,
320103,Q2163596,Cuneiform Tablet BM 022869,create,11,1,written,,
303663,Q2014831,"Cuneiform Tablet BPOA 07, 2871",update,4,8,written,,
546726,Q2163597,Cuneiform Artifact CDLI Seals 024203 (physical),create,8,1,written,,
225063,Q2045979,"Cuneiform Tablet TIM 10, 087",update,4,6,written,,
376763,Q2163598,Cuneiform Tablet BM 110870,create,10,1,written,,
273603,Q2039290,"Cuneiform Tablet CTMMA 1, 099",update,3,7,written,,
206703,Q2163599,Cuneiform Tablet BM 023742,create,11,1,written,,
565046,Q2163600,Cuneiform Tablet BM 048823,create,8,1,written,,
533626,Q2163601,Cuneiform Artifact CDLI Seals 003235.3 (composite),create,7,0,written,,
258553,Q2163602,"Cuneiform Tablet PBS 08/2, 226",create,11,1,written,,
480372,Q2163603,"Cuneiform Tablet BOC pl. 53-54 1881-03-24, 0028+",create,9,1,written,,
460126,Q2163604,Cuneiform Tablet FLP 1618,create,9,1,written,,
436746,Q2163605,"Cuneiform Tablet KBo 23, 020",create,10,1,written,,
293457,Q2018468,"Cuneiform Tablet RIME 4.02.14.02, ex. 06",update,4,8,written,,
3636,Q2163606,"Cuneiform Tablet ATU 7, pl. 054, W 20274,138",create,9,1,written,,
294392,Q2163607,"Cuneiform Tablet GCCI 1, 378",create,10,1,written,,
562783,Q2163608,Cuneiform Tablet BM 035588,create,10,1,written,,
244570,Q2163609,"Cuneiform Tablet ARET 12, 1271",create,10,1,written,,
106756,Q2001013,"Cuneiform Tablet BIN 05, 322",update,4,8,written,,
212310,Q2163610,"Cuneiform Artifact Hermitage 3, 522",create,11,1,written,,
107844,Q2034404,Cuneiform Tablet CST (JRL) 329,update,4,8,written,,
579065,Q2163611,Cuneiform Tablet BM 054881,create,9,1,written,,
2924,Q2163612,"Cuneiform Tablet ATU 7, pl. 002, W 19361,3",create,9,1,written,,
401435,Q2163613,Cuneiform Tablet K 15540,create,10,1,written,,
341410,Q2163614,"Cuneiform Tablet ARM 07, 211",create,11,1,written,,
563891,Q2163615,Cuneiform Tablet BM 038565,create,8,1,written,,
239040,Q2163616,"Cuneiform Tablet Babyloniaca 06, 260",create,11,1,written,,
504555,Q2163617,"Cuneiform Artifact RSO 82 Supp. 1, 114",create,10,1,written,,
599231,Q2163618,Cuneiform Artifact BM 094572,create,10,1,written,,
457255,Q2163619,Cuneiform Artifact CDLI Seals 004545 (composite),create,10,0,written,,
530909,Q2163620,Cuneiform Tablet Ibrahim diss. no. 03,create,11,1,written,,
552335,Q2163621,Cuneiform Tablet Nbn. 819,create,10,1,written,,
118748,Q2163622,"Cuneiform Tablet MVN 16, 0700",create,11,1,written,,
435869,Q2163623,"Cuneiform Tablet KBo 16, 051",create,10,1,written,,
133418,Q2163624,"Cuneiform Tablet TCTI 2, 04257",create,11,1,written,,
241288,Q2163625,Cuneiform Tablet P241288,create,10,1,written,,
450590,Q2020889,"Cuneiform Artifact RINAP 4 Esarhaddon x2004, ex. 001",update,4,8,written,,
437854,Q2163626,"Cuneiform Tablet KBo 30, 038",create,10,1,written,,
503290,Q2163627,Cuneiform Tablet RS 11.0853,create,9,0,written,,
428758,Q2163628,Cuneiform Artifact N 2025,create,8,1,written,,
312588,Q2163629,"Cuneiform Tablet BPOA 06, 0229",create,11,1,written,,
377871,Q2163630,Cuneiform Tablet BM 085987,create,10,1,written,,
131425,Q2030337,"Cuneiform Tablet SAT 1, 317",update,4,8,written,,
221889,Q1979946,"Cuneiform Tablet Nik 1, 120",update,4,8,written,,
919,Q2163631,"Cuneiform Tablet ATU 5, pl. 022, W 6884",create,10,1,written,,
388529,Q2163632,"Cuneiform Tablet CUSAS 09, 361",create,8,1,written,,
455268,Q2163633,Cuneiform Artifact CDLI Seals 002558 (composite),create,10,0,written,,
506568,Q2163634,"Cuneiform Tablet Nisaba 34, 0269",create,10,1,written,,
403408,Q2163635,Cuneiform Tablet K 18158,create,10,1,written,,
105879,Q1999288,"Cuneiform Tablet BIN 03, 073",update,4,8,written,,
532934,Q2163636,Cuneiform Tablet SPAB 476,create,11,1,written,,
325751,Q2163637,"Cuneiform Tablet CUSAS 01, 054",create,8,1,written,,
580440,Q2163638,Cuneiform Tablet BM 059420,create,11,1,written,,
296205,Q2163639,Cuneiform Tablet MLC 01511,create,7,1,written,,
536074,Q1363785,"Cuneiform Tablet AKT 7a, 251",update,6,5,written,,
358261,Q1360245,"Cuneiform Tablet VS 26, 122",update,5,6,written,,
373131,Q2163640,"Cuneiform Tablet VS 18, 068",create,9,1,written,,
276051,Q2163641,Cuneiform Tablet N 0890 + N 0891,create,11,1,written,,
393365,Q2163642,"Cuneiform Tablet HSS 09, 004",create,10,1,written,,
433114,Q2163643,Cuneiform Tablet X.3.140 unpublished assigned,create,9,1,written,,
101139,Q1985840,"Cuneiform Tablet AnOr 01, 148",update,4,8,written,,
4059,Q2163644,Cuneiform Tablet IM 134549,create,10,1,written,,
128254,Q2024296,Cuneiform Tablet Rochester 149,update,4,7,written,,
338860,Q2163645,"Cuneiform Tablet ARM 05, 010",create,11,1,written,,
294238,Q2163646,"Cuneiform Tablet GCCI 2, 165",create,10,1,written,,
271794,Q2163647,"Cuneiform Tablet Emar 6/2, p. 436, Msk 74172b",create,9,1,written,,
6064,Q2163648,Cuneiform Tablet MS 2497,create,8,1,written,,
549579,Q2163649,Cuneiform Artifact Ashm 1950-0242,create,8,1,written,,
103104,Q1991299,"Cuneiform Tablet AUCT 1, 259",update,4,7,written,,
587385,Q2163650,Cuneiform Tablet BM 068191,create,10,1,written,,
467749,Q2048754,"Cuneiform Tablet CUSAS 26, 231",update,4,8,written,,
391358,Q2163651,Cuneiform Tablet OIM A01601,create,8,1,written,,
270886,Q2163652,Cuneiform Tablet EA 118,create,9,1,written,,
344242,Q2163653,Cuneiform Tablet PRAK B 426,create,11,1,written,,
534049,Q2163654,Cuneiform Artifact CDLI Seals 005365.2 (composite),create,7,0,written,,
562629,Q2163655,Cuneiform Tablet BM 034474,create,9,1,written,,
241322,Q2163656,Cuneiform Tablet P241322,create,10,1,written,,
479757,Q2163657,"Cuneiform Tablet FM 06, 037",create,11,1,written,,
217542,Q1975743,Cuneiform Tablet Adab 0835 + 0840,update,4,7,written,,
312422,Q2163658,Cuneiform Tablet YBC 12481,create,11,1,written,,
501307,Q2163659,"Cuneiform Tablet TCTI 3, 05136",create,11,1,written,,
557567,Q2163660,Cuneiform Tablet BM 037470,create,8,1,written,,
499503,Q2163661,Cuneiform Tablet SM 2000.02.011 (cast),create,9,1,written,,
404267,Q2163662,Cuneiform Tablet K 19440,create,10,1,written,,
339772,Q2163663,"Cuneiform Tablet BPOA 01, 1117",create,11,1,written,,
561906,Q2163664,Cuneiform Tablet BM 032065,create,10,1,written,,
210287,Q2163665,Cuneiform Tablet YBC 14200,create,11,1,written,,
343587,Q2163666,"Cuneiform Tablet ISET 1, 226 (pl. 168), Ist L 01500",create,10,1,written,,
324843,Q2045204,"Cuneiform Tablet CUSAS 11, 200",update,4,7,written,,
452407,Q2163667,"Cuneiform Artifact RINAP 5/1 Ashurbanipal 011, ex. 117",create,11,1,written,,
254823,Q2163668,"Cuneiform Tablet MDP 34, 16",create,11,1,written,,
593796,Q2163669,Cuneiform Tablet BM 077050,create,11,1,written,,
134277,Q2046862,"Cuneiform Tablet TLB 03, 136",update,5,7,written,,
558692,Q2163670,Cuneiform Tablet BM 048745,create,8,1,written,,
336487,Q2022826,Cuneiform Tablet RMA 179,update,4,8,written,,
141377,Q2163671,"Cuneiform Tablet UTI 5, 3358",create,11,1,written,,
221923,Q1980008,"Cuneiform Tablet Nik 1, 154",update,4,8,written,,
117517,Q1960900,"Cuneiform Tablet MVN 13, 744",update,4,8,written,,
265387,Q2163672,Cuneiform Artifact CBS 10133,create,10,1,written,,
514806,Q2051042,"Cuneiform Tablet CUSAS 40, 0022",update,4,7,written,,
351943,Q2163673,"Cuneiform Tablet ARM 19, 404",create,11,1,written,,
411966,Q2163674,Cuneiform Tablet CUNES 55-01-043,create,6,1,written,,
471367,Q2163675,Cuneiform Tablet PTS 3275,create,9,1,written,,
282616,Q2163676,"Cuneiform Tablet KAL 12, 03",create,11,1,written,,
601352,Q2163677,Cuneiform Tablet BM 101438,create,10,1,written,,
249712,Q2163678,Cuneiform Tablet P249712,create,9,1,written,,
387776,Q2163679,Cuneiform Tablet RIAA 235,create,9,1,written,,
262442,Q2163680,Cuneiform Tablet CBS 07441,create,7,1,written,,
234222,Q2163681,"Cuneiform Artifact RIME 3/1.01.07.041, ex. 296",create,11,1,written,,
205986,Q2163682,Cuneiform Tablet BM 027639,create,11,1,written,,
331342,Q1982807,"Cuneiform Tablet Nisaba 05/1, 312",update,5,7,written,,
121976,Q2163683,"Cuneiform Tablet Nik 2, 293",create,11,1,written,,
367522,Q2163684,"Cuneiform Tablet CT 57, 0380",create,11,1,written,,
574207,Q2163685,"Cuneiform Tablet OBO 260, no. 157",create,10,1,written,,
357194,Q2027940,"Cuneiform Tablet CDLI Literary 000530, ex. 001",update,3,8,written,,
594053,Q2163686,Cuneiform Tablet BM 077730,create,12,1,written,,
204694,Q2005392,Cuneiform Tablet BM 025278,update,4,8,written,,
386864,Q2163687,"Cuneiform Tablet TCL 10, 047",create,10,1,written,,
539381,Q2163688,Cuneiform Artifact CDLI Seals 018826 (physical),create,7,1,written,,
509737,Q2163689,"Cuneiform Tablet FAOS 02, 195",create,10,1,written,,
508825,Q2163690,Cuneiform Artifact CDLI Seals 012676 (composite),create,10,0,written,,
248800,Q1970644,"Cuneiform Tablet AAICAB 1/2, pl. 127, 1971-285",update,4,8,written,,
120664,Q1971896,"Cuneiform Tablet NABU 1988/052, 2",update,4,7,written,,
412649,Q2163691,Cuneiform Tablet BM 111710,create,10,1,written,,
283904,Q1372698,Cuneiform Tablet KUG 47,update,7,4,written,,
541149,Q2163692,Cuneiform Artifact CDLI Seals 020552 (physical),create,9,1,written,,
399768,Q2163693,Cuneiform Tablet K 12330,create,10,1,written,,
439519,Q2163694,"Cuneiform Tablet KBo 38, 276",create,10,1,written,,
515714,Q2052941,"Cuneiform Tablet CUSAS 40, 0930",update,4,7,written,,
228201,Q1937616,"Cuneiform Tablet MSL 13, 040 G",update,4,8,written,,
588070,Q2163695,"Cuneiform Artifact JCS 31, 127-148 9",create,9,1,written,,
446014,Q2163696,"Cuneiform Tablet KUB 39, 047",create,10,1,written,,
444029,Q2163697,"Cuneiform Tablet KUB 07, 048",create,10,1,written,,
543174,Q2163698,Cuneiform Artifact TA 1930 T0669c,create,9,0,written,,
350651,Q2163699,"Cuneiform Tablet ARM 12, 208",create,11,1,written,,
255731,Q2163700,Cuneiform Tablet UM 29-13-855,create,11,1,written,,
203151,Q2005016,"Cuneiform Tablet PPAC 5, 0435",update,4,8,written,,
306031,Q2163701,"Cuneiform Tablet YOS 13, 433",create,11,2,written,,
602987,Q2163702,"Cuneiform Tablet Schaudig, Babil 5, no. 83 (N13: 235)",create,9,1,written,,
568224,Q2163703,Cuneiform Tablet BM 042538,create,9,1,written,,
384859,Q2163704,"Cuneiform Tablet OECT 03, 62",create,11,1,written,,
592884,Q2163705,Cuneiform Tablet BM 075246,create,11,1,written,,
281939,Q1933942,"Cuneiform Tablet MARV 3, 64",update,6,6,written,,
399292,Q2163706,Cuneiform Tablet K 11419,create,10,1,written,,
109509,Q2062111,Cuneiform Tablet Hirose 038,update,4,7,written,,
526977,Q2163707,"Cuneiform Tablet Schülertexte aus Susa, 231",create,9,1,written,,
423817,Q2163708,Cuneiform Tablet K 22282,create,10,1,written,,
122659,Q1993551,Cuneiform Tablet NYPL 123,update,4,8,written,,
352396,Q2163709,"Cuneiform Tablet ARM 21, 394",create,11,1,written,,
201496,Q2009924,"Cuneiform Tablet Princeton 2, 497",update,4,8,written,,
125466,Q2163710,"Cuneiform Tablet PDT 1, 0050",create,11,1,written,,
20506,Q894393,"Cuneiform Tablet TMH 05, 092",update,5,7,written,,
113807,Q1946338,"Cuneiform Tablet MVN 03, 247",update,4,8,written,,
250533,Q2050853,"Cuneiform Tablet CUSAS 39, 171",update,4,7,written,,
363832,Q2163711,Cuneiform Tablet LBAT 0079 + 0080 (+) 0081,create,10,1,written,,
468146,Q2163712,Cuneiform Tablet U 07769,create,7,0,written,,
332997,Q2163713,"Cuneiform Artifact RIME 4.04.01.03, ex. add151",create,10,1,written,,
266952,Q2163714,Cuneiform Tablet CBS 11815,create,11,1,written,,
206353,Q2004117,Cuneiform Tablet BM 021046,update,4,8,written,,
415476,Q2163715,"Cuneiform Tablet UET 5, 0602",create,10,1,written,,
303233,Q2163716,Cuneiform Tablet NCBT 01180,create,11,1,written,,
546376,Q2163717,Cuneiform Artifact CDLI Seals 024014 (physical),create,7,1,written,,
443216,Q2163718,"Cuneiform Tablet KUB 22, 029 + KBo 54, 106",create,10,1,written,,
510516,Q2163719,"Cuneiform Tablet RA 072, 126 13",create,11,1,written,,
260185,Q2163720,Cuneiform Tablet CBS 03815,create,10,1,written,,
355453,Q2163721,"Cuneiform Tablet ARM 31, 003",create,11,1,written,,
596594,Q2163722,Cuneiform Tablet BM 082898,create,8,1,written,,
144175,Q2032434,"Cuneiform Tablet SAT 2, 0975",update,4,8,written,,
380549,Q2163723,Cuneiform Tablet BM 096772,create,10,1,written,,
333685,Q1986234,"Cuneiform Tablet Nisaba 15, 0813",update,4,7,written,,
139445,Q2058822,"Cuneiform Tablet UET 9, 1315",update,4,8,written,,
573038,Q2163724,Cuneiform Tablet BM 050088,create,8,1,written,,
525658,Q2163725,"Cuneiform Tablet FM 16/2, 047",create,11,1,written,,
476158,Q2163726,Cuneiform Artifact CDLI Seals 009417 (physical),create,8,1,written,,
112715,Q2163727,"Cuneiform Tablet MCS 3, 89 BM 111797",create,11,1,written,,
334140,Q1972816,Cuneiform Tablet ABL 0195,update,4,8,written,,
362720,Q2163728,Cuneiform Tablet PUL Ex 1274,create,10,1,written,,
591251,Q2163729,Cuneiform Tablet BM 072593,create,9,1,written,,
285429,Q2163730,"Cuneiform Tablet BAM 4, 357",create,10,1,written,,
231020,Q1971744,Cuneiform Tablet N 6182,update,4,8,written,,
420738,Q2163731,Cuneiform Tablet SMUI 1913.14.0358,create,7,1,written,,
8979,Q2163732,"Cuneiform Tablet MDP 26, 291",create,10,1,written,,
409455,Q2163733,"Cuneiform Tablet AASOR 16, 092",create,10,1,written,,
349470,Q1987237,"Cuneiform Tablet AOAT 275, 292, BM 037522",update,4,7,written,,
267640,Q2163734,Cuneiform Artifact CBS 12037,create,8,1,written,,
494331,Q2163735,Cuneiform Tablet P494331,create,8,1,written,,
571005,Q2163736,Cuneiform Tablet BM 047439,create,7,1,written,,
527665,Q2163737,Cuneiform Tablet BM 097549,create,10,1,written,,
422705,Q2163738,Cuneiform Tablet BM 127930,create,7,1,written,,
538969,Q2163739,Cuneiform Artifact CDLI Seals 018147 (physical),create,8,1,written,,
382574,Q2163740,"Cuneiform Tablet CT 11, pl. 33, Rm 0910",create,10,1,written,,
457605,Q2163741,Cuneiform Artifact CDLI Seals 004895 (composite),create,10,0,written,,
239410,Q2163742,"Cuneiform Tablet MUL.APIN, text G",create,11,1,written,,
401065,Q2163743,Cuneiform Tablet K 14897,create,10,1,written,,
110728,Q2163744,"Cuneiform Tablet ITT 2, 00858",create,11,1,written,,
552765,Q2163745,"Cuneiform Tablet AOAT 291, pl. 10, BM 050288",create,10,1,written,,
244120,Q2163746,"Cuneiform Tablet ARET 12, 0854",create,10,1,written,,
212740,Q2163747,"Cuneiform Tablet BIN 08, 196",create,9,1,written,,
133048,Q2163748,"Cuneiform Tablet TCTI 2, 03852",create,11,1,written,,
504105,Q2163749,Cuneiform Tablet RS 94.2388,create,9,0,written,,
599661,Q2163750,Cuneiform Tablet BM 095437,create,10,1,written,,
341040,Q2163751,"Cuneiform Tablet BPOA 02, 2385",create,11,1,written,,
317620,Q2163752,Cuneiform Tablet BM 016350,create,11,1,written,,
579435,Q2163753,Cuneiform Tablet BM 055383,create,9,1,written,,
346785,Q2163754,"Cuneiform Tablet UET 6, 0748 + 0759",create,10,1,written,,
339288,Q2163755,"Cuneiform Tablet BPOA 01, 0632",create,11,1,written,,
215085,Q1933158,"Cuneiform Tablet MAD 1, 174",update,5,6,written,,
528590,Q2163756,Cuneiform Artifact CDLI Seals 016649 (physical),create,7,1,written,,
448909,Q2163757,"Cuneiform Tablet Nisaba 19, 219",create,11,1,written,,
118318,Q1965834,"Cuneiform Tablet MVN 15, 038",update,4,7,written,,
131075,Q1970993,"Cuneiform Tablet AAICAB 1/3, pl. 195, Bod A 62",update,4,8,written,,
584950,Q2163758,Cuneiform Tablet BM 065241,create,10,1,written,,
359889,Q1369691,"Cuneiform Tablet ICK 2, 304",update,5,6,written,,
403058,Q2163759,Cuneiform Tablet K 17757,create,10,1,written,,
396167,Q2163760,Cuneiform Tablet K 05789,create,10,1,written,,
455638,Q2163761,Cuneiform Artifact CDLI Seals 002928 (composite),create,9,0,written,,
506138,Q2163762,Cuneiform Tablet RBC 02761,create,6,1,written,,
550758,Q2163763,Cuneiform Tablet Nbk. 010,create,10,1,written,,
388179,Q896863,"Cuneiform Tablet TMH 08, 76",update,4,7,written,,
585642,Q2163764,Cuneiform Tablet BM 066065,create,8,1,written,,
258103,Q2163765,Cuneiform Tablet CBS 00649,create,9,1,written,,
565416,Q2163766,"Cuneiform Tablet SCIAMVS 16, 75-90",create,10,1,written,,
533276,Q2163767,Cuneiform Artifact CDLI Seals 001735.6 (composite),create,7,0,written,,
320553,Q2163768,"Cuneiform Tablet Nisaba 08, 134",create,11,1,written,,
376333,Q2163769,Cuneiform Tablet BM 110384,create,10,1,written,,
480722,Q1985392,Cuneiform Tablet P480722,update,4,7,written,,
347897,Q2013134,"Cuneiform Tablet Ras Shamra-Ougarit 07, 059",update,4,7,written,,
225433,Q2163770,"Cuneiform Artifact RIME 4.01.10.09, ex. 01",create,9,1,written,,
273253,Q2163771,Cuneiform Tablet VAT 02322,create,9,1,written,,
274596,Q2017779,"Cuneiform Tablet RIME 3/2.01.03.01, ex. 14 (inserted)",update,3,7,written,,
436316,Q2163772,"Cuneiform Tablet KBo 19, 158",create,10,1,written,,
316932,Q2163773,Cuneiform Tablet BM 015599,create,11,1,written,,
582187,Q2163774,"Cuneiform Tablet BabAr 4, no. 4",create,10,1,written,,
3266,Q2163775,"Cuneiform Tablet W 19592,d",create,10,1,written,,
460576,Q2163776,Cuneiform Tablet FLP 2184,create,8,1,written,,
213852,Q2163777,"Cuneiform Tablet ITT 1, 01445",create,10,1,written,,
454183,Q1986616,"Cuneiform Tablet Nisaba 15, 1030",update,4,7,written,,
456917,Q2163778,Cuneiform Artifact CDLI Seals 004207 (composite),create,10,0,written,,
553877,Q2163779,Cuneiform Tablet Nbn. 691,create,11,1,written,,
369496,Q2163780,Cuneiform Tablet OBTI 066,create,11,1,written,,
598973,Q2163781,Cuneiform Tablet BM 093426,create,9,1,written,,
106306,Q2000120,"Cuneiform Tablet BIN 03, 499",update,4,8,written,,
549083,Q2163782,Cuneiform Artifact CDLI Seals 026441 (physical),create,8,1,written,,
135036,Q2048866,Cuneiform Tablet TRU 272,update,4,7,written,,
478516,Q2163783,Cuneiform Artifact CDLI Seals 011722 (physical),create,9,1,written,,
580913,Q2163784,Cuneiform Tablet BM 059980,create,10,1,written,,
313663,Q2037207,"Cuneiform Tablet CT 53, 248",update,4,8,written,,
498742,Q1362292,"Cuneiform Tablet AKT 5, 14",update,4,8,written,,
240163,Q2163785,Cuneiform Tablet Rm 0420,create,10,1,written,,
345003,Q2007838,Cuneiform Tablet PRAK C 130,update,4,5,written,,
405026,Q2163786,Cuneiform Tablet BM 033057 + BM 035480 + BM 038112,create,10,1,written,,
556726,Q2163787,Cuneiform Artifact CDLI Seals 026908 (composite),create,7,0,written,,
291893,Q2009825,"Cuneiform Tablet BPOA 06, 1398",update,4,8,written,,
453646,Q1985056,"Cuneiform Tablet Nisaba 15, 0115",update,4,7,written,,
338533,Q2039179,"Cuneiform Tablet STT 2, 214 + 215 + 216 + 217",update,5,6,written,,
500146,Q2036053,"Cuneiform Tablet SMEA 53, 088, 24",update,3,7,written,,
557834,Q2163788,Cuneiform Tablet BM 041070,create,9,1,written,,
435490,Q2163789,"Cuneiform Tablet KBo 13, 088 832",create,10,1,written,,
308185,Q2163790,Cuneiform Tablet YBC 07213,create,10,1,written,,
290781,Q2163791,"Cuneiform Tablet MCT pl.22 , 42 , pl.46",create,9,2,written,,
566390,Q2163792,Cuneiform Tablet BM 046036,create,10,1,written,,
452954,Q2163793,Cuneiform Tablet P452954,create,10,1,written,,
217811,Q1924457,"Cuneiform Tablet ITT 4, 07542",update,4,7,written,,
499850,Q1927875,"Cuneiform Tablet JCSSS 5, 130",update,3,8,written,,
102345,Q1989653,"Cuneiform Tablet ASJ 09, 266 69",update,5,7,written,,
312971,Q2163794,"Cuneiform Tablet MARV 4, 020",create,9,1,written,,
548738,Q2163795,Cuneiform Artifact CDLI Seals 026123 (physical),create,8,1,written,,
129015,Q2027329,"Cuneiform Tablet SACT 2, 058",update,4,8,written,,
390119,Q1931705,Cuneiform Tablet LB 3052,update,5,7,written,,
244989,Q2163796,Cuneiform Tablet P244989,create,10,1,written,,
535208,Q1364128,Cuneiform Tablet P535208,update,6,5,written,,
430368,Q2163797,Cuneiform Artifact CDLI Seals 000270 (composite),create,10,0,written,,
295079,Q2163798,Cuneiform Tablet MLC 00271,create,9,1,written,,
563468,Q2163799,Cuneiform Tablet BM 037767,create,8,1,written,,
581601,Q2163800,Cuneiform Tablet BM 061255,create,9,1,written,,
466508,Q2163801,"Cuneiform Artifact RIMA 1.0.078.038, ex. 39",create,11,1,written,,
324510,Q2043249,"Cuneiform Tablet CUSAS 03, 0522",update,4,7,written,,
105480,Q1998119,"Cuneiform Tablet BCT 2, 240",update,4,7,written,,
277210,Q2163802,Cuneiform Artifact N 2101,create,8,1,written,,
372370,Q2163803,"Cuneiform Tablet VS 07, 150",create,10,1,written,,
561455,Q2163804,Cuneiform Tablet BM 030031,create,9,1,written,,
297044,Q2163805,"Cuneiform Artifact BRM 3, pl. VII 58",create,10,1,written,,
359020,Q1359638,"Cuneiform Tablet CCT 6, 44, BM 115304",update,5,6,written,,
221470,Q2024821,Cuneiform Tablet RTC 073,update,4,8,written,,
419005,Q2163806,Cuneiform Tablet K 20611,create,10,1,written,,
555809,Q2163807,"Cuneiform Tablet Tallies and trends, text 2",create,8,1,written,,
506991,Q2163808,"Cuneiform Tablet Nisaba 34, 0802",create,10,1,written,,
377488,Q2163809,Cuneiform Tablet BM 112522,create,10,1,written,,
450969,Q1988309,Cuneiform Artifact P450969,update,3,4,written,,
447255,Q2163810,"Cuneiform Tablet KUB 54, 091",create,10,1,written,,
573891,Q2163811,"Cuneiform Tablet OBO 260, no. 314",create,10,1,written,,
