cdli_id,factgrid_qid,artifact_label,write_action,claims_written,claims_skipped,write_status,write_error,label_collision_qid
333353,Q2168004,"Cuneiform Tablet AJSL 32, p. 273-4, 284, no. 8",create,11,1,written,,
365533,Q2168005,"Cuneiform Tablet CT 22, pl. 12, 056",create,11,1,written,,
458026,Q2168006,Cuneiform Artifact CDLI Seals 005316 (composite),create,10,0,written,,
260453,Q2168007,Cuneiform Tablet CBS 04138,create,8,1,written,,
596042,Q2168008,Cuneiform Tablet BM 081634,create,10,1,written,,
143366,Q2030852,"Cuneiform Tablet SAT 2, 0165",update,4,8,written,,
256832,Q2168009,Cuneiform Tablet UM 29-16-286,create,11,1,written,,
267396,Q2168010,"Cuneiform Tablet BE 08/1, 037",create,10,1,written,,
591787,Q2168011,Cuneiform Tablet BM 073260,create,10,1,written,,
123967,Q1997913,"Cuneiform Tablet OIP 121, 237",update,4,8,written,,
334496,Q1973690,Cuneiform Tablet ABL 0701,update,4,8,written,,
409183,Q2168012,"Cuneiform Tablet HSS 16, 138",create,10,1,written,,
508809,Q2168013,"Cuneiform Tablet Sumer 14, 003-078 no. 35",create,11,1,written,,
10466,Q2168014,"Cuneiform Tablet JAOS 052, 112",create,11,1,written,,
516817,Q2168015,"Cuneiform Tablet CUSAS 40, 2033",create,10,1,written,,
413977,Q2035854,Cuneiform Tablet Shurpu 3 q,update,4,8,written,,
115506,Q1953338,"Cuneiform Tablet MVN 08, 115",update,4,7,written,,
120648,Q1969353,"Cuneiform Tablet MVN 21, 411",update,4,8,written,,
541165,Q2168016,Cuneiform Artifact CDLI Seals 020300 (physical),create,8,1,written,,
444005,Q2168017,"Cuneiform Tablet KUB 07, 020",create,10,1,written,,
386848,Q2168018,"Cuneiform Tablet TCL 10, 031",create,10,1,written,,
412665,Q2168019,Cuneiform Tablet BM 112121,create,10,1,written,,
279388,Q2168020,Cuneiform Tablet N 4531,create,11,1,written,,
283928,Q2168021,Cuneiform Tablet Kress 030,create,8,1,written,,
304020,Q1989161,"Cuneiform Tablet Nisaba 27, 129",update,4,8,written,,
352640,Q2168022,"Cuneiform Tablet ARM 22, 194",create,11,1,written,,
201140,Q2009269,"Cuneiform Tablet Princeton 2, 142",update,4,8,written,,
399744,Q2168023,Cuneiform Tablet K 12296,create,10,1,written,,
379510,Q2168024,Cuneiform Tablet BM 088505,create,10,1,written,,
439535,Q2168025,"Cuneiform Tablet KBo 38, 294",create,10,1,written,,
590895,Q2168026,Cuneiform Tablet BM 072124,create,9,1,written,,
446038,Q2168027,"Cuneiform Tablet KUB 39, 073",create,10,1,written,,
568208,Q2168028,Cuneiform Tablet BM 042474,create,9,1,written,,
543158,Q2168029,Cuneiform Artifact TA 1930 T0633a,create,8,0,written,,
468490,Q2168030,"Cuneiform Tablet Gurney, MBLETU, no. 77",create,8,0,written,,
515738,Q2052991,"Cuneiform Tablet CUSAS 40, 0954",update,4,7,written,,
122675,Q1993583,Cuneiform Tablet NYPL 139,update,4,8,written,,
206685,Q2168031,Cuneiform Tablet BM 023704,create,11,1,written,,
281915,Q2063358,"Cuneiform Tablet VS 21, 23",update,4,6,written,,
355185,Q2168032,"Cuneiform Tablet ARM 27, 082",create,11,1,written,,
465758,Q2168033,"Cuneiform Artifact RIMA 1.0.034.004, ex. 01",create,11,1,written,,
109525,Q2062144,Cuneiform Tablet Hirose 054,update,4,7,written,,
384875,Q2168034,"Cuneiform Tablet OECT 03, 51",create,11,1,written,,
433138,Q2168035,"Cuneiform Artifact RINBE 1, Nebuchadnezzar II nn, ex. nn unpublished assigned",create,10,1,written,,
536058,Q1365085,"Cuneiform Tablet AKT 7a, 235",update,6,5,written,,
296229,Q2168036,Cuneiform Tablet MLC 01535,create,9,1,written,,
393349,Q2168037,"Cuneiform Tablet HSS 09, 118",create,10,1,written,,
320085,Q2168038,Cuneiform Tablet BM 022845,create,11,1,written,,
101115,Q1985792,"Cuneiform Tablet AnOr 01, 124",update,4,8,written,,
273785,Q2168039,"Cuneiform Tablet BiMes 03, 40",create,10,1,written,,
560638,Q2168040,Cuneiform Tablet BM 017414,create,9,1,written,,
4075,Q2168041,Cuneiform Tablet IM 134564,create,10,1,written,,
585394,Q2168042,Cuneiform Tablet BM 065797,create,9,1,written,,
103128,Q1991349,"Cuneiform Tablet AUCT 1, 283",update,4,7,written,,
128278,Q2168043,Cuneiform Tablet Rochester 173,create,10,1,written,,
582451,Q2168044,Cuneiform Tablet BM 062306,create,10,1,written,,
274040,Q2168045,Cuneiform Tablet ND DTR08,create,9,1,written,,
371120,Q2168046,"Cuneiform Tablet Umm el-Qaab 1, 124",create,9,1,written,,
222620,Q2168047,"Cuneiform Artifact RIME 1.09.09.add15, ex. a2",create,11,1,written,,
6048,Q2168048,Cuneiform Tablet MS 2431,create,9,1,written,,
549555,Q2168049,Cuneiform Artifact CDLI Seals 026797 (physical),create,7,1,written,,
294214,Q2168050,"Cuneiform Tablet GCCI 1, 046",create,10,1,written,,
209570,Q1999211,"Cuneiform Tablet Ontario 2, 052",update,4,8,written,,
391374,Q2168051,Cuneiform Tablet OIM A01617,create,9,1,written,,
534065,Q2168052,Cuneiform Artifact CDLI Seals 005453.1 (composite),create,7,0,written,,
563917,Q2168053,Cuneiform Tablet BM 038623,create,7,1,written,,
467765,Q2168054,"Cuneiform Tablet CUSAS 26, 257",create,11,1,written,,
326852,Q1990331,"Cuneiform Tablet Nisaba 32, 225",update,4,7,written,,
136266,Q2051554,Cuneiform Tablet UDT 132,update,4,8,written,,
341596,Q2168055,"Cuneiform Tablet ARM 09, 014",create,11,1,written,,
346253,Q2055535,"Cuneiform Tablet UET 6, 0168",update,4,8,written,,
562605,Q2168056,Cuneiform Tablet BM 034414,create,9,1,written,,
272897,Q2168057,"Cuneiform Artifact RIME 3/1.01.07.011, ex. add49",create,9,1,written,,
212296,Q2168058,"Cuneiform Artifact Hermitage 3, 549",create,11,1,written,,
555576,Q2168059,Cuneiform Tablet BM 084351,create,11,1,written,,
223932,Q2168060,Cuneiform Tablet OBTR 097,create,11,1,written,,
310433,Q2168061,"Cuneiform Tablet Proverbs 333, pl.132",create,10,1,written,,
528046,Q2168062,"Cuneiform Tablet Chagar Bazar 3, 037",create,11,1,written,,
503316,Q2168063,Cuneiform Tablet RS 15.0085,create,9,0,written,,
296383,Q2168064,Cuneiform Tablet MLC 01705,create,9,2,written,,
433092,Q2168065,Cuneiform Tablet DoCu 614,create,7,1,written,,
369843,Q1935305,"Cuneiform Tablet MDP 27, 095",update,5,5,written,,
429866,Q2168066,Cuneiform Tablet SE 138 (missing),create,6,1,written,,
1627,Q2168067,"Cuneiform Tablet ATU 5, pl. 112, W 9656,hf",create,10,1,written,,
587203,Q2168068,Cuneiform Tablet BM 067949,create,9,1,written,,
560792,Q2168069,Cuneiform Tablet BM 022082,create,8,1,written,,
104747,Q2016469,"Cuneiform Tablet BWAth 6, 48 13",update,4,8,written,,
271612,Q2168070,"Cuneiform Tablet Emar 6/1, p. 321, Msk 74127c",create,9,1,written,,
374772,Q2168071,Cuneiform Tablet BM 094098,create,11,1,written,,
449267,Q2168072,Cuneiform Tablet CUNES 55-09-002,create,7,1,written,,
394526,Q2168073,Cuneiform Tablet K 02580,create,10,1,written,,
309242,Q2168074,"Cuneiform Tablet YOS 12, 408",create,11,1,written,,
567057,Q2168075,Cuneiform Tablet BM 041214,create,9,1,written,,
103082,Q1991257,"Cuneiform Tablet AUCT 1, 237",update,4,7,written,,
531637,Q2168076,Cuneiform Tablet Elamica 11,create,10,1,written,,
462137,Q1926557,"Cuneiform Tablet JCS 24, 093, 17",update,4,8,written,,
579049,Q2168077,Cuneiform Tablet BM 054862,create,9,1,written,,
107868,Q2034448,Cuneiform Tablet CST (JRL) 353,update,4,8,written,,
223898,Q2168078,Cuneiform Tablet OBTR 062,create,11,1,written,,
2908,Q2168079,"Cuneiform Tablet ATU 7, pl. 001, W 18247,4a",create,9,1,written,,
457279,Q2168080,Cuneiform Artifact CDLI Seals 004569 (composite),create,10,0,written,,
291446,Q2168081,"Cuneiform Tablet BIN 01, 025",create,11,1,written,,
434757,Q2168082,"Cuneiform Tablet KBo 03, 10",create,10,1,written,,
504579,Q2168083,Cuneiform Artifact CDLI Seals 023449 (physical),create,8,1,written,,
501281,Q2168084,"Cuneiform Tablet TCTI 3, 05096",create,11,1,written,,
435845,Q2168085,"Cuneiform Tablet KBo 16, 022",create,10,1,written,,
119876,Q1967422,"Cuneiform Tablet MVN 18, 515",update,4,8,written,,
401419,Q2168086,Cuneiform Tablet K 15517,create,10,1,written,,
552319,Q2168087,Cuneiform Tablet Nbn. 238,create,10,1,written,,
375860,Q2168088,Cuneiform Tablet BM 114687,create,10,1,written,,
530925,Q2168089,Cuneiform Tablet Ibrahim diss. no. 19,create,11,1,written,,
499485,Q2168090,"Cuneiform Tablet HSS 15, 316r",create,10,1,written,,
270900,Q2168091,Cuneiform Tablet EA 083,create,9,1,written,,
118764,Q2168092,"Cuneiform Tablet MVN 16, 0716",create,11,1,written,,
452581,Q2168093,"Cuneiform Artifact RINAP 5/1 Ashurbanipal 011, ex. 121",create,11,1,written,,
532918,Q2168094,Cuneiform Tablet SPAB 460,create,11,1,written,,
243299,Q2168095,"Cuneiform Tablet ARET 12, 0123",create,10,1,written,,
310599,Q2065674,"Cuneiform Tablet YOS 14, 333",update,4,8,written,,
210301,Q2168096,"Cuneiform Tablet BPOA 06, 0516",create,11,1,written,,
131409,Q2030320,"Cuneiform Tablet SAT 1, 300",update,4,8,written,,
246561,Q2168097,Cuneiform Tablet P246561,create,10,1,written,,
428774,Q2168098,Cuneiform Artifact BM 090509,create,10,1,written,,
343401,Q2028198,"Cuneiform Tablet CDLI Literary 000564, ex. 001",update,4,8,written,,
437878,Q2168099,"Cuneiform Tablet KBo 30, 067",create,10,1,written,,
315261,Q2168100,"Cuneiform Tablet CT 55, 868",create,11,1,written,,
935,Q2168101,"Cuneiform Tablet ATU 5, pl. 024, W 7067,f",create,10,1,written,,
105855,Q1999240,"Cuneiform Tablet BIN 03, 049",update,4,8,written,,
388505,Q2168102,"Cuneiform Tablet AASOR 16, 026",create,10,1,written,,
455244,Q2168103,Cuneiform Artifact CDLI Seals 002534 (composite),create,10,0,written,,
403424,Q2168104,Cuneiform Tablet K 18178,create,10,1,written,,
506544,Q2168105,"Cuneiform Tablet Nisaba 34, 0228",create,10,1,written,,
561880,Q2168106,Cuneiform Tablet BM 032020,create,9,1,written,,
236399,Q2168107,"Cuneiform Tablet BIN 09, 389",create,10,1,written,,
368751,Q2168108,Cuneiform Tablet TMN Ist Ni 03470,create,10,1,written,,
493088,Q2168109,Cuneiform Tablet P493088,create,7,1,written,,
139039,Q2058019,"Cuneiform Tablet UET 9, 0909",update,4,8,written,,
380135,Q2007174,"Cuneiform Tablet PPAC 5, 1531",update,4,8,written,,
144509,Q2033091,"Cuneiform Tablet SAT 3, 1309",update,4,8,written,,
547818,Q2168110,Cuneiform Artifact CDLI Seals 025243 (physical),create,8,1,written,,
442978,Q2168111,"Cuneiform Tablet KBo 53, 175",create,10,1,written,,
525224,Q2168112,Cuneiform Tablet Al-Mayali diss. no. 14,create,10,1,written,,
365499,Q2168113,"Cuneiform Tablet CT 22, pl. 06, 022",create,11,1,written,,
558714,Q2168114,Cuneiform Tablet BM 048970,create,8,1,written,,
573444,Q2168115,Cuneiform Tablet NBDSPC no. 94,create,11,1,written,,
360361,Q1360496,"Cuneiform Tablet TPAK 1, 149",update,5,6,written,,
476524,Q2168116,Cuneiform Artifact CDLI Seals 009783 (physical),create,8,1,written,,
420344,Q2168117,Cuneiform Tablet K 22205,create,10,1,written,,
496770,Q2168118,"Cuneiform Tablet FM 11, 005",create,11,1,written,,
336501,Q2022939,Cuneiform Tablet RMA 198,update,4,8,written,,
117491,Q1960824,"Cuneiform Tablet MVN 13, 718",update,4,8,written,,
233461,Q2168119,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0710",create,11,1,written,,
527219,Q1996766,"Cuneiform Tablet BATSH 6, 094",update,5,7,written,,
593610,Q2168120,Cuneiform Tablet BM 076779,create,9,1,written,,
409029,Q2168121,"Cuneiform Tablet HSS 15, 249",create,10,1,written,,
571479,Q2168122,Cuneiform Tablet BM 048378,create,7,1,written,,
422379,Q2168123,Cuneiform Tablet BM 121128,create,7,1,written,,
300960,Q2168124,Cuneiform Artifact NBC 09854,create,10,1,written,,
282790,Q2065704,"Cuneiform Tablet Iraq 30, pl. 47 TR 2031",update,6,5,written,,
474519,Q2168125,Cuneiform Artifact CDLI Seals 007742 (physical),create,10,1,written,,
545825,Q2168127,Cuneiform Artifact CDLI Seals 023496 (physical),create,7,1,written,,
110354,Q2064221,"Cuneiform Tablet HSS 04, 081",update,5,7,written,,
249694,Q2168128,Cuneiform Tablet P249694,create,9,1,written,,
205800,Q2005069,"Cuneiform Tablet PPAC 5, 0463",update,4,8,written,,
440945,Q2168129,"Cuneiform Tablet KBo 44, 170",create,10,1,written,,
441657,Q2168130,"Cuneiform Tablet KBo 47, 023",create,10,1,written,,
512157,Q2168131,Cuneiform Artifact CDLI Seals 013651 (physical),create,9,1,written,,
283882,Q2168132,Cuneiform Tablet KUG 25,create,11,1,written,,
544737,Q2168133,Cuneiform Artifact CDLI Seals 022388 (physical),create,10,1,written,,
574381,Q2168134,Cuneiform Tablet BM 053801,create,7,1,written,,
279222,Q2168135,Cuneiform Tablet N 4363,create,11,1,written,,
204712,Q2168136,Cuneiform Tablet BM 028401,create,11,1,written,,
252172,Q2168137,Cuneiform Tablet MS 3161,create,8,1,written,,
417037,Q2168138,Cuneiform Tablet ROM 910x209.185,create,9,1,written,,
539207,Q2168139,Cuneiform Artifact CDLI Seals 018385 (physical),create,7,1,written,,
301672,Q2168140,Cuneiform Tablet NBC 10777,create,11,1,written,,
357012,Q2168141,Cuneiform Tablet Ist Ni 02455,create,10,1,written,,
497862,Q2168142,"Cuneiform Tablet RA 103, 55 no. 1 Deare tablet",create,9,1,written,,
592902,Q2168143,Cuneiform Tablet BM 075377,create,9,1,written,,
559806,Q2168144,Cuneiform Tablet BM 026699,create,11,1,written,,
127027,Q2008531,"Cuneiform Tablet Princeton 1, 338",update,4,8,written,,
446192,Q2168145,"Cuneiform Tablet KUB 42, 016",create,10,1,written,,
515692,Q2052901,"Cuneiform Tablet CUSAS 40, 0908",update,4,7,written,,
9217,Q2168146,"Cuneiform Tablet MDP 26S, 4780",create,10,1,written,,
228387,Q1937026,"Cuneiform Tablet MSL 09, 051 S14",update,4,8,written,,
252488,Q2168147,"Cuneiform Tablet CUSAS 43, 02m",create,8,1,written,,
301388,Q2168148,Cuneiform Tablet NBC 10454,create,10,1,written,,
575969,Q2168149,Cuneiform Tablet BM 050823,create,9,1,written,,
470809,Q2168150,Cuneiform Tablet PTS 2717,create,9,1,written,,
399314,Q2168151,Cuneiform Tablet K 11545,create,10,1,written,,
304470,Q2168152,Cuneiform Tablet YBC 01899,create,10,2,written,,
201510,Q2010280,Cuneiform Tablet PTS 1073bis,update,4,8,written,,
20480,Q894203,"Cuneiform Tablet TMH 05, 066",update,5,7,written,,
517355,Q1990651,"Cuneiform Tablet Nisaba 33, 175",update,4,7,written,,
142824,Q1970117,"Cuneiform Tablet AAICAB 1/1, pl. 062, 1924-0660",update,4,8,written,,
352210,Q2168153,"Cuneiform Tablet ARM 21, 208",create,11,1,written,,
423991,Q2168154,Cuneiform Tablet TEBA 60,create,10,1,written,,
439165,Q2168155,"Cuneiform Tablet KUB 28, 027 +? KUB 28, 029 + KBo 37, 035 +? KBo 37, 034",create,10,1,written,,
257370,Q2168156,Cuneiform Tablet UM 55-21-251,create,11,1,written,,
412235,Q2168157,"Cuneiform Tablet CTMMA 2, 062",create,9,1,written,,
541535,Q2168158,Cuneiform Artifact CDLI Seals 020697 (physical),create,8,1,written,,
379140,Q2168159,Cuneiform Tablet BM 087987,create,10,1,written,,
568658,Q2168160,Cuneiform Tablet BM 043184,create,9,1,written,,
444455,Q2168161,"Cuneiform Tablet KUB 18, 004",create,10,1,written,,
602801,Q2168162,Cuneiform Tablet BM 051245,create,8,1,written,,
140819,Q2168163,"Cuneiform Tablet UTI 4, 2800",create,11,1,written,,
515368,Q2052286,"Cuneiform Tablet CUSAS 40, 0584",update,4,7,written,,
361989,Q2168164,"Cuneiform Tablet Nisaba 33, 955",create,11,1,written,,
446468,Q2168165,"Cuneiform Tablet KUB 45, 077",create,10,1,written,,
543508,Q2168166,Cuneiform Tablet LB 1608 (unpublished),create,10,1,written,,
577954,Q2168167,Cuneiform Tablet BM 053006,create,9,1,written,,
410208,Q2168168,Cuneiform Tablet CUNES 49-02-183,create,9,1,written,,
443390,Q2168169,"Cuneiform Tablet KBo 54, 282",create,10,1,written,,
109175,Q2055736,"Cuneiform Tablet DecChaldée pl. 41, no. 4",update,4,7,written,,
113981,Q1947114,"Cuneiform Tablet MVN 04, 029",update,4,8,written,,
510490,Q2168170,Cuneiform Tablet CHJ pl. 18 HE 193,create,10,1,written,,
472834,Q2168171,Cuneiform Artifact CDLI Seals 006579 (physical),create,10,1,written,,
237971,Q2168172,Cuneiform Tablet ABL 0277,create,11,1,written,,
332811,Q2168173,Cuneiform Tablet CUNES 55-01-005,create,10,1,written,,
122225,Q1993047,"Cuneiform Tablet NRVN 1, 012",update,4,8,written,,
236663,Q2002686,"Cuneiform Tablet BIN 10, 119",update,4,7,written,,
493572,Q2168174,Cuneiform Tablet P493572,create,7,1,written,,
458476,Q2168175,Cuneiform Artifact CDLI Seals 005766 (composite),create,9,0,written,,
333703,Q1985048,"Cuneiform Tablet Nisaba 15, 0107",update,4,7,written,,
260003,Q2168176,"Cuneiform Tablet BE 08/1, 076",create,10,1,written,,
425146,Q2168177,"Cuneiform Tablet Rm 2, 510",create,9,1,written,,
112693,Q2168178,"Cuneiform Tablet MCS 3, 86 BM 105486",create,11,1,written,,
576646,Q2168179,Cuneiform Tablet BM 051589,create,9,1,written,,
318453,Q2168180,Cuneiform Tablet BM 018917,create,11,1,written,,
571183,Q2168181,Cuneiform Tablet BM 047823,create,7,1,written,,
385337,Q2168182,"Cuneiform Tablet OECT 10, 324",create,8,1,written,,
280257,Q2025860,"Cuneiform Tablet CDLI Literary 000370, ex. 036",update,4,8,written,,
143736,Q2031574,"Cuneiform Tablet SAT 2, 0536",update,4,8,written,,
115156,Q1951825,"Cuneiform Tablet MVN 07, 277",update,4,8,written,,
457783,Q2168183,Cuneiform Artifact CDLI Seals 005073 (composite),create,10,0,written,,
10036,Q2036401,"Cuneiform Tablet CT 50, 022",update,4,8,written,,
422683,Q2168184,"Cuneiform Artifact RINAP 5/1 Ashurbanipal 009, ex. 090",create,10,1,written,,
239596,Q2168185,Cuneiform Tablet K 18682,create,10,1,written,,
295956,Q2168186,"Cuneiform Tablet YOS 13, 158",create,9,2,written,,
136636,Q2052425,"Cuneiform Tablet UET 3, 0315",update,4,8,written,,
406626,Q2168187,Cuneiform Tablet SM 1909.05.532,create,11,1,written,,
268433,Q2168188,Cuneiform Tablet CBS 13354,create,11,1,written,,
390836,Q2168189,"Cuneiform Tablet BPOA 06, 0260",create,11,1,written,,
504083,Q2168190,Cuneiform Tablet RS 94.2296,create,9,0,written,,
450046,Q2168191,Cuneiform Tablet CUNES 49-15-724,create,9,1,written,,
503746,Q2168192,Cuneiform Tablet RS 19.0008,create,9,0,written,,
310063,Q2168193,Cuneiform Tablet YBC 09341,create,11,1,written,,
555126,Q2168194,Cuneiform Artifact BM 089946,create,10,1,written,,
296679,Q2015452,"Cuneiform Tablet BRM 2, 03",update,4,7,written,,
346603,Q2028498,"Cuneiform Tablet CDLI Literary 000619, ex. 049",update,4,8,written,,
243763,Q2168195,"Cuneiform Tablet ARET 12, 0519",create,10,1,written,,
465308,Q2168196,"Cuneiform Artifact RIMA 3.0.102.108, ex. 02",create,11,1,written,,
560268,Q2168198,Cuneiform Tablet BM 016597,create,10,1,written,,
528416,Q2168199,Cuneiform Tablet Hamid diss. no. 26,create,9,1,written,,
215103,Q1933168,"Cuneiform Tablet MAD 1, 273",update,4,7,written,,
393719,Q2168200,"Cuneiform Tablet Babyloniaca 01, 191, 1882-05-22, 0520",create,10,1,written,,
433568,Q1933020,Cuneiform Tablet MAA 1931.271,update,4,7,written,,
536408,Q1362967,"Cuneiform Tablet AKT 8, 276",update,6,6,written,,
135919,Q2050590,"Cuneiform Tablet UCP 09-02-1, 015",update,4,8,written,,
289975,Q2168201,Cuneiform Tablet RBC 02615,create,8,1,written,,
101545,Q1986631,"Cuneiform Tablet AnOr 07, 250",update,4,8,written,,
242871,Q2168202,"Cuneiform Tablet ARET 03, 676",create,10,1,written,,
418638,Q2168203,Cuneiform Tablet K 20165,create,10,1,written,,
407934,Q2065127,"Cuneiform Tablet HSS 68, 651",update,5,7,written,,
293181,Q2168204,"Cuneiform Tablet YNER 04, 107",create,11,1,written,,
565590,Q2168205,Cuneiform Tablet Ismail diss. no. 110,create,11,0,written,,
347911,Q2013176,"Cuneiform Tablet Ras Shamra-Ougarit 07, 073",update,4,7,written,,
4425,Q2168206,"Cuneiform Tablet ATU 7, pl. 077, W 21654,3",create,9,1,written,,
258085,Q2168207,Cuneiform Tablet CBS 00631,create,9,1,written,,
374288,Q2168208,Cuneiform Tablet BM 093272,create,11,1,written,,
314889,Q2168209,"Cuneiform Tablet CT 55, 496",create,10,1,written,,
103578,Q1992249,"Cuneiform Tablet AUCT 1, 733",update,4,7,written,,
502854,Q2168210,Cuneiform Artifact CDLI Seals 012481 (physical),create,7,1,written,,
500869,Q2168211,"Cuneiform Tablet CTMMA 4, 139",create,10,1,written,,
227588,Q1925253,"Cuneiform Tablet ITT 5, 09226",update,3,8,written,,
436290,Q2168212,"Cuneiform Tablet KBo 19, 131",create,10,1,written,,
405909,Q2168213,Cuneiform Tablet SM 1899.02.132,create,9,1,written,,
6418,Q2168214,"Cuneiform Tablet CUSAS 31, 121",create,9,1,written,,
467335,Q2168215,"Cuneiform Artifact RIMA 2.0.087.001, ex. 30",create,11,1,written,,
209120,Q1984374,"Cuneiform Tablet Nisaba 09, 253",update,4,8,written,,
128628,Q2025491,Cuneiform Tablet SA 021,update,4,7,written,,
431555,Q2168216,"Cuneiform Artifact RIME 4.02.09.02, ex. 01",create,10,1,written,,
562255,Q2168217,Cuneiform Tablet BM 033364,create,8,1,written,,
456891,Q2168218,Cuneiform Artifact CDLI Seals 004181 (composite),create,10,0,written,,
137924,Q2054970,"Cuneiform Tablet UET 3, 1598",update,4,8,written,,
274410,Q1925569,"Cuneiform Tablet ITT 5, 10058",update,4,8,written,,
294644,Q2168219,"Cuneiform Tablet GCCI 1, 412",create,10,1,written,,
371570,Q2168220,"Cuneiform Tablet VS 04, 046",create,8,1,written,,
222270,Q2168221,"Cuneiform Artifact RIME 3/2.01.06.1043, ex. 01",create,11,1,written,,
549105,Q2168222,Cuneiform Artifact CDLI Seals 026463 (physical),create,8,1,written,,
391724,Q2168223,Cuneiform Tablet OIM A04898,create,10,1,written,,
571496,Q2168224,Cuneiform Tablet BM 048399,create,8,1,written,,
106280,Q2000069,"Cuneiform Tablet BIN 03, 473",update,4,8,written,,
582001,Q2168225,Cuneiform Tablet BM 061790,create,9,1,written,,
422396,Q2168226,"Cuneiform Artifact RIMA 2.0.101.113, ex. 05",create,11,1,written,,
516952,Q2168227,Cuneiform Artifact CDLI Seals 013938 (composite),create,10,0,written,,
413832,Q2168228,Cuneiform Tablet BM 087910,create,10,1,written,,
143223,Q2030580,"Cuneiform Tablet SAT 2, 0024",update,4,8,written,,
115443,Q1953106,"Cuneiform Tablet MVN 08, 052",update,4,7,written,,
353817,Q2168229,"Cuneiform Tablet ARM 25, 078",create,11,1,written,,
236376,Q2168230,"Cuneiform Tablet BIN 09, 366",create,10,1,written,,
256977,Q2168231,Cuneiform Tablet UM 29-16-487,create,11,1,written,,
398913,Q2168232,Cuneiform Tablet K 10826,create,10,1,written,,
458163,Q2168233,Cuneiform Artifact CDLI Seals 005453 (composite),create,10,0,written,,
260516,Q2168234,Cuneiform Tablet CBS 04199,create,8,1,written,,
493067,Q2168235,Cuneiform Tablet P493067,create,7,1,written,,
365476,Q2018586,"Cuneiform Tablet RIME 4.03.06.14Sumerian, ex. 01",update,4,7,written,,
596107,Q2168236,Cuneiform Tablet BM 081719,create,10,1,written,,
280742,Q2168237,Cuneiform Tablet N 6996,create,8,1,written,,
473233,Q2168238,Cuneiform Artifact CDLI Seals 006978 (physical),create,9,1,written,,
123822,Q1997639,"Cuneiform Tablet OIP 121, 092",update,4,8,written,,
425453,Q2168239,Cuneiform Tablet BMS 54,create,11,1,written,,
112386,Q2168240,"Cuneiform Tablet JSOR 13, 179 49",create,10,1,written,,
10523,Q1993301,Cuneiform Tablet NTSŠ 0296,update,4,8,written,,
442997,Q2168241,"Cuneiform Tablet KBo 53, 194",create,10,1,written,,
576353,Q2168242,Cuneiform Tablet BM 051266,create,9,1,written,,
489893,Q2168243,"Cuneiform Tablet BagM 18, 133-198 no. 59",create,11,1,written,,
588119,Q2168244,Cuneiform Tablet BM 029086,create,9,1,written,,
306158,Q2168245,Cuneiform Tablet YBC 05025,create,10,1,written,,
350738,Q2168246,"Cuneiform Tablet ARM 12, 295",create,11,1,written,,
520533,Q2168247,Cuneiform Tablet KTU3 4.322,create,10,1,written,,
203038,Q2033501,"Cuneiform Tablet CM 26, 070",update,4,8,written,,
318146,Q2168248,Cuneiform Tablet BM 018546,create,11,1,written,,
255658,Q2168249,Cuneiform Tablet UM 29-13-743,create,11,1,written,,
443685,Q2168250,"Cuneiform Tablet KBo 57, 280",create,10,1,written,,
281850,Q2168251,"Cuneiform Tablet VS 19, 54",create,9,1,written,,
228368,Q1970953,Cuneiform Tablet N 5107,update,4,8,written,,
384930,Q2168252,"Cuneiform Tablet OECT 03, 07",create,11,1,written,,
352705,Q2168253,"Cuneiform Tablet ARM 22, 259",create,11,1,written,,
109460,Q2060395,Cuneiform Tablet Georgica 8.2.3,update,4,8,written,,
399601,Q2168254,Cuneiform Tablet K 12052 + K 12053,create,10,1,written,,
257665,Q2168255,Cuneiform Tablet CBS 00100,create,10,1,written,,
304165,Q2168256,Cuneiform Tablet NCBT 02128,create,11,1,written,,
201005,Q2009009,"Cuneiform Tablet Princeton 2, 007",update,4,8,written,,
439470,Q2168257,"Cuneiform Tablet KBo 38, 223",create,10,1,written,,
412720,Q2168258,Cuneiform Tablet BM 100082,create,10,1,written,,
20195,Q2063039,"Cuneiform Tablet VS 14, 184",update,4,8,written,,
385622,Q2168259,"Cuneiform Tablet OECT 13, 093",create,9,1,written,,
379455,Q2168260,Cuneiform Tablet BM 088408,create,10,1,written,,
444140,Q2168261,"Cuneiform Tablet KUB 10, 014",create,10,1,written,,
338909,Q2168262,"Cuneiform Tablet ARM 05, 059",create,11,1,written,,
449288,Q2168263,Cuneiform Tablet CUNES 49-00-027,create,8,1,written,,
294351,Q2168264,"Cuneiform Tablet GCCI 1, 261",create,10,1,written,,
119899,Q1967468,"Cuneiform Tablet MVN 18, 538",update,3,8,written,,
467620,Q2000625,"Cuneiform Tablet OrNS 81, 293 18",update,4,7,written,,
209435,Q1999337,"Cuneiform Tablet Ontario 2, 116",update,4,8,written,,
391231,Q2168265,"Cuneiform Artifact RIME 3/1.01.07.041, ex. add380",create,9,1,written,,
562740,Q2168266,Cuneiform Tablet BM 035409,create,8,1,written,,
274105,Q2168267,"Cuneiform Artifact RIME 4.04.01.03, ex. add359",create,9,1,written,,
222765,Q2168268,"Cuneiform Artifact RIME 1.11.add13.01, ex. 01",create,10,1,written,,
371065,Q2168269,"Cuneiform Tablet Umm el-Qaab 1, 069",create,9,1,written,,
534120,Q2168270,Cuneiform Artifact CDLI Seals 005673.3 (composite),create,7,0,written,,
