review_decision,review_notes,old_cdli_id,canonical_factgrid_qid,canonical_factgrid_url,duplicate_factgrid_qid,duplicate_factgrid_url,canonical_label,duplicate_label_to_preserve,all_labels_seen,duplicate_group_qids,duplicate_count_for_cdli_id,reuse_pool_status,future_reuse_status,source_duplicate_audit,reuse_precondition_1,reuse_precondition_2,reuse_precondition_3
,,P000061,Q2020272,https://database.factgrid.de/wiki/Item:Q2020272,Q2020273,https://database.factgrid.de/wiki/Item:Q2020273,"Cuneiform Tablet CDLI Lexical 000002, ex. 092","Cuneiform Tablet CDLI Lexical 000002, ex. 092","Cuneiform Tablet CDLI Lexical 000002, ex. 092",Q2020273,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000140,Q2020552,https://database.factgrid.de/wiki/Item:Q2020552,Q2020553,https://database.factgrid.de/wiki/Item:Q2020553,"Cuneiform Tablet CDLI Lexical 000002, ex. 161","Cuneiform Tablet CDLI Lexical 000002, ex. 161","Cuneiform Tablet CDLI Lexical 000002, ex. 161",Q2020553,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000180,Q2020950,https://database.factgrid.de/wiki/Item:Q2020950,Q2020951,https://database.factgrid.de/wiki/Item:Q2020951,"Cuneiform Tablet CDLI Lexical 000007, ex. 009","Cuneiform Tablet CDLI Lexical 000007, ex. 009","Cuneiform Tablet CDLI Lexical 000007, ex. 009",Q2020951,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000206,Q2022446,https://database.factgrid.de/wiki/Item:Q2022446,Q2022447,https://database.factgrid.de/wiki/Item:Q2022447,"Cuneiform Tablet CDLI Lexical 000030, ex. 034","Cuneiform Tablet CDLI Lexical 000030, ex. 034","Cuneiform Tablet CDLI Lexical 000030, ex. 034",Q2022447,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000211,Q2019923,https://database.factgrid.de/wiki/Item:Q2019923,Q2019924,https://database.factgrid.de/wiki/Item:Q2019924,"Cuneiform Tablet CDLI Lexical 000002, ex. 006","Cuneiform Tablet CDLI Lexical 000002, ex. 006","Cuneiform Tablet CDLI Lexical 000002, ex. 006",Q2019924,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000213,Q2021718,https://database.factgrid.de/wiki/Item:Q2021718,Q2021719,https://database.factgrid.de/wiki/Item:Q2021719,"Cuneiform Tablet CDLI Lexical 000023, ex. 047","Cuneiform Tablet CDLI Lexical 000023, ex. 047","Cuneiform Tablet CDLI Lexical 000023, ex. 047",Q2021719,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000326,Q2022811,https://database.factgrid.de/wiki/Item:Q2022811,Q2022812,https://database.factgrid.de/wiki/Item:Q2022812,"Cuneiform Tablet CDLI Lexical 000265, ex. 008","Cuneiform Tablet CDLI Lexical 000265, ex. 008","Cuneiform Tablet CDLI Lexical 000265, ex. 008",Q2022812,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000357,Q2020352,https://database.factgrid.de/wiki/Item:Q2020352,Q2020353,https://database.factgrid.de/wiki/Item:Q2020353,"Cuneiform Tablet CDLI Lexical 000002, ex. 111","Cuneiform Tablet CDLI Lexical 000002, ex. 111","Cuneiform Tablet CDLI Lexical 000002, ex. 111",Q2020353,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000406,Q2021153,https://database.factgrid.de/wiki/Item:Q2021153,Q2021154,https://database.factgrid.de/wiki/Item:Q2021154,"Cuneiform Tablet CDLI Lexical 000011, ex. 021","Cuneiform Tablet CDLI Lexical 000011, ex. 021","Cuneiform Tablet CDLI Lexical 000011, ex. 021",Q2021154,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000417,Q2023172,https://database.factgrid.de/wiki/Item:Q2023172,Q2023173,https://database.factgrid.de/wiki/Item:Q2023173,"Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 063","Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 063","Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 063",Q2023173,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000633,Q2021446,https://database.factgrid.de/wiki/Item:Q2021446,Q2021447,https://database.factgrid.de/wiki/Item:Q2021447,"Cuneiform Tablet CDLI Lexical 000022, ex. 014","Cuneiform Tablet CDLI Lexical 000022, ex. 014","Cuneiform Tablet CDLI Lexical 000022, ex. 014",Q2021447,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P000650,Q2023359,https://database.factgrid.de/wiki/Item:Q2023359,Q2023360,https://database.factgrid.de/wiki/Item:Q2023360,"Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 113","Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 113","Cuneiform Tablet CDLI Lexical Archaic Unidentified, ex. 113",Q2023360,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P010079,Q2021950,https://database.factgrid.de/wiki/Item:Q2021950,Q2021951,https://database.factgrid.de/wiki/Item:Q2021951,"Cuneiform Tablet CDLI Lexical 000024, ex. 003","Cuneiform Tablet CDLI Lexical 000024, ex. 003","Cuneiform Tablet CDLI Lexical 000024, ex. 003",Q2021951,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P010080,Q2022291,https://database.factgrid.de/wiki/Item:Q2022291,Q2022292,https://database.factgrid.de/wiki/Item:Q2022292,"Cuneiform Tablet CDLI Lexical 000029, ex. 008","Cuneiform Tablet CDLI Lexical 000029, ex. 008","Cuneiform Tablet CDLI Lexical 000029, ex. 008",Q2022292,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P010087,Q2021182,https://database.factgrid.de/wiki/Item:Q2021182,Q2021183,https://database.factgrid.de/wiki/Item:Q2021183,"Cuneiform Tablet CDLI Lexical 000012, ex. 002","Cuneiform Tablet CDLI Lexical 000012, ex. 002","Cuneiform Tablet CDLI Lexical 000012, ex. 002",Q2021183,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P010600,Q2022694,https://database.factgrid.de/wiki/Item:Q2022694,Q2022695,https://database.factgrid.de/wiki/Item:Q2022695,"Cuneiform Tablet CDLI Lexical 000035, ex. 001","Cuneiform Tablet CDLI Lexical 000035, ex. 001","Cuneiform Tablet CDLI Lexical 000035, ex. 001",Q2022695,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020415,Q894483,https://database.factgrid.de/wiki/Item:Q894483,Q2046977,https://database.factgrid.de/wiki/Item:Q2046977,Cuneiform Tablet HS 751,Cuneiform Tablet HS 751,"Cuneiform Tablet HS 751 | Cuneiform Tablet TMH 05, 001",Q2046977,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020416,Q894522,https://database.factgrid.de/wiki/Item:Q894522,Q2046979,https://database.factgrid.de/wiki/Item:Q2046979,Cuneiform Tablet HS 752,Cuneiform Tablet HS 752,"Cuneiform Tablet HS 752 | Cuneiform Tablet TMH 05, 002",Q2046979,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020422,Q894745,https://database.factgrid.de/wiki/Item:Q894745,Q2046991,https://database.factgrid.de/wiki/Item:Q2046991,Cuneiform Tablet HS 758,Cuneiform Tablet HS 758,"Cuneiform Tablet HS 758 | Cuneiform Tablet TMH 05, 008",Q2046991,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020424,Q894090,https://database.factgrid.de/wiki/Item:Q894090,Q2046998,https://database.factgrid.de/wiki/Item:Q2046998,Cuneiform Tablet HS 760,Cuneiform Tablet HS 760,"Cuneiform Tablet HS 760 | Cuneiform Tablet TMH 05, 010",Q2046998,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020425,Q894712,https://database.factgrid.de/wiki/Item:Q894712,Q2047000,https://database.factgrid.de/wiki/Item:Q2047000,Cuneiform Tablet HS 761,Cuneiform Tablet HS 761,"Cuneiform Tablet HS 761 | Cuneiform Tablet TMH 05, 011",Q2047000,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020426,Q894741,https://database.factgrid.de/wiki/Item:Q894741,Q2047002,https://database.factgrid.de/wiki/Item:Q2047002,Cuneiform Tablet HS 762,Cuneiform Tablet HS 762,"Cuneiform Tablet HS 762 | Cuneiform Tablet TMH 05, 012",Q2047002,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020427,Q894316,https://database.factgrid.de/wiki/Item:Q894316,Q2047004,https://database.factgrid.de/wiki/Item:Q2047004,Cuneiform Tablet HS 763,Cuneiform Tablet HS 763,"Cuneiform Tablet HS 763 | Cuneiform Tablet TMH 05, 013",Q2047004,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020429,Q894320,https://database.factgrid.de/wiki/Item:Q894320,Q2047008,https://database.factgrid.de/wiki/Item:Q2047008,Cuneiform Tablet HS 765,Cuneiform Tablet HS 765,"Cuneiform Tablet HS 765 | Cuneiform Tablet TMH 05, 015",Q2047008,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020431,Q894655,https://database.factgrid.de/wiki/Item:Q894655,Q2047012,https://database.factgrid.de/wiki/Item:Q2047012,Cuneiform Tablet HS 767,Cuneiform Tablet HS 767,"Cuneiform Tablet HS 767 | Cuneiform Tablet TMH 05, 017",Q2047012,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020432,Q894628,https://database.factgrid.de/wiki/Item:Q894628,Q2047014,https://database.factgrid.de/wiki/Item:Q2047014,Cuneiform Tablet HS 768,Cuneiform Tablet HS 768,"Cuneiform Tablet HS 768 | Cuneiform Tablet TMH 05, 018",Q2047014,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020433,Q894210,https://database.factgrid.de/wiki/Item:Q894210,Q2047016,https://database.factgrid.de/wiki/Item:Q2047016,Cuneiform Tablet HS 769,Cuneiform Tablet HS 769,"Cuneiform Tablet HS 769 | Cuneiform Tablet TMH 05, 019",Q2047016,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020434,Q894145,https://database.factgrid.de/wiki/Item:Q894145,Q2047018,https://database.factgrid.de/wiki/Item:Q2047018,Cuneiform Tablet HS 770,Cuneiform Tablet HS 770,"Cuneiform Tablet HS 770 | Cuneiform Tablet TMH 05, 020",Q2047018,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020439,Q893864,https://database.factgrid.de/wiki/Item:Q893864,Q2047028,https://database.factgrid.de/wiki/Item:Q2047028,Cuneiform Tablet HS 775,Cuneiform Tablet HS 775,"Cuneiform Tablet HS 775 | Cuneiform Tablet TMH 05, 025",Q2047028,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020440,Q894423,https://database.factgrid.de/wiki/Item:Q894423,Q2047030,https://database.factgrid.de/wiki/Item:Q2047030,Cuneiform Tablet HS 776,Cuneiform Tablet HS 776,"Cuneiform Tablet HS 776 | Cuneiform Tablet TMH 05, 026",Q2047030,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020441,Q894342,https://database.factgrid.de/wiki/Item:Q894342,Q2047032,https://database.factgrid.de/wiki/Item:Q2047032,Cuneiform Tablet HS 777,Cuneiform Tablet HS 777,"Cuneiform Tablet HS 777 | Cuneiform Tablet TMH 05, 027",Q2047032,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020445,Q894199,https://database.factgrid.de/wiki/Item:Q894199,Q2047038,https://database.factgrid.de/wiki/Item:Q2047038,Cuneiform Tablet HS 781,Cuneiform Tablet HS 781,"Cuneiform Tablet HS 781 | Cuneiform Tablet TMH 05, 031",Q2047038,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020446,Q893885,https://database.factgrid.de/wiki/Item:Q893885,Q2047040,https://database.factgrid.de/wiki/Item:Q2047040,Cuneiform Tablet HS 782,Cuneiform Tablet HS 782,"Cuneiform Tablet HS 782 | Cuneiform Tablet TMH 05, 032",Q2047040,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020447,Q894321,https://database.factgrid.de/wiki/Item:Q894321,Q2047042,https://database.factgrid.de/wiki/Item:Q2047042,Cuneiform Tablet HS 783,Cuneiform Tablet HS 783,"Cuneiform Tablet HS 783 | Cuneiform Tablet TMH 05, 033",Q2047042,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020448,Q896991,https://database.factgrid.de/wiki/Item:Q896991,Q2047044,https://database.factgrid.de/wiki/Item:Q2047044,Cuneiform Tablet HS 784,Cuneiform Tablet HS 784,"Cuneiform Tablet HS 784 | Cuneiform Tablet TMH 05, 034",Q2047044,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020449,Q894358,https://database.factgrid.de/wiki/Item:Q894358,Q2047046,https://database.factgrid.de/wiki/Item:Q2047046,Cuneiform Tablet HS 785,Cuneiform Tablet HS 785,"Cuneiform Tablet HS 785 | Cuneiform Tablet TMH 05, 035",Q2047046,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020450,Q894401,https://database.factgrid.de/wiki/Item:Q894401,Q2047047,https://database.factgrid.de/wiki/Item:Q2047047,Cuneiform Tablet HS 786,Cuneiform Tablet HS 786,"Cuneiform Tablet HS 786 | Cuneiform Tablet TMH 05, 036",Q2047047,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020451,Q896992,https://database.factgrid.de/wiki/Item:Q896992,Q2047048,https://database.factgrid.de/wiki/Item:Q2047048,Cuneiform Tablet HS 787,Cuneiform Tablet HS 787,"Cuneiform Tablet HS 787 | Cuneiform Tablet TMH 05, 037",Q2047048,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020452,Q894058,https://database.factgrid.de/wiki/Item:Q894058,Q2047050,https://database.factgrid.de/wiki/Item:Q2047050,Cuneiform Tablet HS 788,Cuneiform Tablet HS 788,"Cuneiform Tablet HS 788 | Cuneiform Tablet TMH 05, 038",Q2047050,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020453,Q893887,https://database.factgrid.de/wiki/Item:Q893887,Q896993,https://database.factgrid.de/wiki/Item:Q896993,Cuneiform Tablet HS 789,Cuneiform Tablet HS 789,"Cuneiform Tablet HS 789 | Cuneiform Tablet HS 0789 | Cuneiform Tablet TMH 05, 039",Q896993|Q2047052,2,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020453,Q893887,https://database.factgrid.de/wiki/Item:Q893887,Q2047052,https://database.factgrid.de/wiki/Item:Q2047052,Cuneiform Tablet HS 789,Cuneiform Tablet HS 789,"Cuneiform Tablet HS 789 | Cuneiform Tablet HS 0789 | Cuneiform Tablet TMH 05, 039",Q896993|Q2047052,2,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020455,Q896995,https://database.factgrid.de/wiki/Item:Q896995,Q2047056,https://database.factgrid.de/wiki/Item:Q2047056,Cuneiform Tablet HS 0791,Cuneiform Tablet HS 0791,"Cuneiform Tablet HS 0791 | Cuneiform Tablet TMH 05, 041 + 212",Q2047056,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020456,Q894062,https://database.factgrid.de/wiki/Item:Q894062,Q2047058,https://database.factgrid.de/wiki/Item:Q2047058,Cuneiform Tablet HS 792,Cuneiform Tablet HS 792,"Cuneiform Tablet HS 792 | Cuneiform Tablet TMH 05, 042",Q2047058,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020457,Q894609,https://database.factgrid.de/wiki/Item:Q894609,Q2047060,https://database.factgrid.de/wiki/Item:Q2047060,Cuneiform Tablet HS 793,Cuneiform Tablet HS 793,"Cuneiform Tablet HS 793 | Cuneiform Tablet TMH 05, 043",Q2047060,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020458,Q896996,https://database.factgrid.de/wiki/Item:Q896996,Q2047062,https://database.factgrid.de/wiki/Item:Q2047062,Cuneiform Tablet HS 794,Cuneiform Tablet HS 794,"Cuneiform Tablet HS 794 | Cuneiform Tablet TMH 05, 044",Q2047062,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020459,Q894026,https://database.factgrid.de/wiki/Item:Q894026,Q2047064,https://database.factgrid.de/wiki/Item:Q2047064,Cuneiform Tablet HS 795,Cuneiform Tablet HS 795,"Cuneiform Tablet HS 795 | Cuneiform Tablet TMH 05, 045",Q2047064,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020460,Q894355,https://database.factgrid.de/wiki/Item:Q894355,Q2047066,https://database.factgrid.de/wiki/Item:Q2047066,Cuneiform Tablet HS 796,Cuneiform Tablet HS 796,"Cuneiform Tablet HS 796 | Cuneiform Tablet TMH 05, 046",Q2047066,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020461,Q894161,https://database.factgrid.de/wiki/Item:Q894161,Q896997,https://database.factgrid.de/wiki/Item:Q896997,Cuneiform Tablet HS 797,Cuneiform Tablet HS 797,"Cuneiform Tablet HS 797 | Cuneiform Tablet HS 0797 | Cuneiform Tablet TMH 05, 047",Q896997|Q2047068,2,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020461,Q894161,https://database.factgrid.de/wiki/Item:Q894161,Q2047068,https://database.factgrid.de/wiki/Item:Q2047068,Cuneiform Tablet HS 797,Cuneiform Tablet HS 797,"Cuneiform Tablet HS 797 | Cuneiform Tablet HS 0797 | Cuneiform Tablet TMH 05, 047",Q896997|Q2047068,2,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020462,Q894552,https://database.factgrid.de/wiki/Item:Q894552,Q2047070,https://database.factgrid.de/wiki/Item:Q2047070,Cuneiform Tablet HS 798,Cuneiform Tablet HS 798,"Cuneiform Tablet HS 798 | Cuneiform Tablet TMH 05, 048",Q2047070,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020463,Q894668,https://database.factgrid.de/wiki/Item:Q894668,Q2047072,https://database.factgrid.de/wiki/Item:Q2047072,Cuneiform Tablet HS 799,Cuneiform Tablet HS 799,"Cuneiform Tablet HS 799 | Cuneiform Tablet TMH 05, 049",Q2047072,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020466,Q896998,https://database.factgrid.de/wiki/Item:Q896998,Q2047075,https://database.factgrid.de/wiki/Item:Q2047075,Cuneiform Tablet HS 802,Cuneiform Tablet HS 802,"Cuneiform Tablet HS 802 | Cuneiform Tablet TMH 05, 052",Q2047075,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020467,Q894041,https://database.factgrid.de/wiki/Item:Q894041,Q2047077,https://database.factgrid.de/wiki/Item:Q2047077,Cuneiform Tablet HS 803,Cuneiform Tablet HS 803,"Cuneiform Tablet HS 803 | Cuneiform Tablet TMH 05, 053",Q2047077,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020468,Q894042,https://database.factgrid.de/wiki/Item:Q894042,Q2047079,https://database.factgrid.de/wiki/Item:Q2047079,Cuneiform Tablet HS 804,Cuneiform Tablet HS 804,"Cuneiform Tablet HS 804 | Cuneiform Tablet TMH 05, 054",Q2047079,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020469,Q894719,https://database.factgrid.de/wiki/Item:Q894719,Q2047081,https://database.factgrid.de/wiki/Item:Q2047081,Cuneiform Tablet HS 805,Cuneiform Tablet HS 805,"Cuneiform Tablet HS 805 | Cuneiform Tablet TMH 05, 055",Q2047081,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P020470,Q894420,https://database.factgrid.de/wiki/Item:Q894420,Q2047083,https://database.factgrid.de/wiki/Item:Q2047083,Cuneiform Tablet HS 806,Cuneiform Tablet HS 806,"Cuneiform Tablet HS 806 | Cuneiform Tablet TMH 05, 056",Q2047083,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
