review_decision,review_notes,old_cdli_id,canonical_factgrid_qid,canonical_factgrid_url,duplicate_factgrid_qid,duplicate_factgrid_url,canonical_label,duplicate_label_to_preserve,all_labels_seen,duplicate_group_qids,duplicate_count_for_cdli_id,reuse_pool_status,future_reuse_status,source_duplicate_audit,reuse_precondition_1,reuse_precondition_2,reuse_precondition_3
,,P250616,Q1957390,https://database.factgrid.de/wiki/Item:Q1957390,Q2142660,https://database.factgrid.de/wiki/Item:Q2142660,"Cuneiform Bulla CUSAS 39, 168","Cuneiform Bulla CUSAS 39, 168","Cuneiform Bulla CUSAS 39, 168 | Cuneiform Artifact CUSAS 39, 168",Q2142660,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P253779,Q1968443,https://database.factgrid.de/wiki/Item:Q1968443,Q2151770,https://database.factgrid.de/wiki/Item:Q2151770,"Cuneiform Brick RIME 4.03.06.15, ex. add12","Cuneiform Brick RIME 4.03.06.15, ex. add12","Cuneiform Brick RIME 4.03.06.15, ex. add12 | Cuneiform Artifact RIME 4.03.06.15, ex. add12",Q2151770,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P254049,Q1908767,https://database.factgrid.de/wiki/Item:Q1908767,Q2168541,https://database.factgrid.de/wiki/Item:Q2168541,"Cuneiform Tag CUSAS 35, 234","Cuneiform Tag CUSAS 35, 234","Cuneiform Tag CUSAS 35, 234 | Cuneiform Artifact CUSAS 35, 234",Q2168541,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P257413,Q1968255,https://database.factgrid.de/wiki/Item:Q1968255,Q2151548,https://database.factgrid.de/wiki/Item:Q2151548,"Cuneiform Brick RIME 4.02.09.13, ex. 04","Cuneiform Brick RIME 4.02.09.13, ex. 04","Cuneiform Brick RIME 4.02.09.13, ex. 04 | Cuneiform Artifact RIME 4.02.09.13, ex. 04",Q2151548,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P257429,Q1965032,https://database.factgrid.de/wiki/Item:Q1965032,Q2142791,https://database.factgrid.de/wiki/Item:Q2142791,"Cuneiform Brick RIMB 2.06.32.16, ex. 011","Cuneiform Brick RIMB 2.06.32.16, ex. 011","Cuneiform Brick RIMB 2.06.32.16, ex. 011 | Cuneiform Artifact RINAP 5/3, Ashurbanipal 259, ex. 011",Q2142791,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P257576,Q1953767,https://database.factgrid.de/wiki/Item:Q1953767,Q2157797,https://database.factgrid.de/wiki/Item:Q2157797,"Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02","Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02","Cuneiform Cone RIME 4.03.06.02Akkadian, ex. 01-02 | Cuneiform Artifact RIME 4.03.06.02Akkadian, ex. 01-02",Q2157797,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P258965,Q1965005,https://database.factgrid.de/wiki/Item:Q1965005,Q2150005,https://database.factgrid.de/wiki/Item:Q2150005,"Cuneiform Brick RIMB 2.06.32.16, ex. 006","Cuneiform Brick RIMB 2.06.32.16, ex. 006","Cuneiform Brick RIMB 2.06.32.16, ex. 006 | Cuneiform Artifact RINAP 5/3, Ashurbanipal 259, ex. 006",Q2150005,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P260876,Q2023535,https://database.factgrid.de/wiki/Item:Q2023535,Q2023536,https://database.factgrid.de/wiki/Item:Q2023536,"Cuneiform Tablet CDLI Literary 000334, ex. 019","Cuneiform Tablet CDLI Literary 000334, ex. 019","Cuneiform Tablet CDLI Literary 000334, ex. 019",Q2023536,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P262011,Q2017073,https://database.factgrid.de/wiki/Item:Q2017073,Q2017074,https://database.factgrid.de/wiki/Item:Q2017074,Cuneiform Tablet CBS 05911,Cuneiform Tablet CBS 05911,Cuneiform Tablet CBS 05911,Q2017074,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P262616,Q2018108,https://database.factgrid.de/wiki/Item:Q2018108,Q2018109,https://database.factgrid.de/wiki/Item:Q2018109,Cuneiform Tablet CBS 07615,Cuneiform Tablet CBS 07615,Cuneiform Tablet CBS 07615,Q2018109,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P262692,Q2018242,https://database.factgrid.de/wiki/Item:Q2018242,Q2018243,https://database.factgrid.de/wiki/Item:Q2018243,Cuneiform Tablet CBS 07690,Cuneiform Tablet CBS 07690,Cuneiform Tablet CBS 07690,Q2018243,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P262868,Q2018290,https://database.factgrid.de/wiki/Item:Q2018290,Q2018291,https://database.factgrid.de/wiki/Item:Q2018291,Cuneiform Tablet CBS 07902,Cuneiform Tablet CBS 07902,Cuneiform Tablet CBS 07902,Q2018291,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P263414,Q1920808,https://database.factgrid.de/wiki/Item:Q1920808,Q2166737,https://database.factgrid.de/wiki/Item:Q2166737,"Cuneiform Vase RIME 1.14.20.01, ex. 03","Cuneiform Vase RIME 1.14.20.01, ex. 03","Cuneiform Vase RIME 1.14.20.01, ex. 03 | Cuneiform Artifact RIME 1.14.20.01, ex. 03",Q2166737,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P263662,Q1920928,https://database.factgrid.de/wiki/Item:Q1920928,Q2154250,https://database.factgrid.de/wiki/Item:Q2154250,"Cuneiform Vase RIME 2.01.02.20, ex. add55","Cuneiform Vase RIME 2.01.02.20, ex. add55","Cuneiform Vase RIME 2.01.02.20, ex. add55 | Cuneiform Artifact RIME 2.01.02.20, ex. add55",Q2154250,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P263674,Q1920896,https://database.factgrid.de/wiki/Item:Q1920896,Q2147108,https://database.factgrid.de/wiki/Item:Q2147108,"Cuneiform Vase RIME 2.01.02.11, ex. 16","Cuneiform Vase RIME 2.01.02.11, ex. 16","Cuneiform Vase RIME 2.01.02.11, ex. 16 | Cuneiform Artifact RIME 2.01.02.11, ex. 16",Q2147108,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P263678,Q1920900,https://database.factgrid.de/wiki/Item:Q1920900,Q2165627,https://database.factgrid.de/wiki/Item:Q2165627,"Cuneiform Vase RIME 2.01.02.11, ex. 20","Cuneiform Vase RIME 2.01.02.11, ex. 20","Cuneiform Vase RIME 2.01.02.11, ex. 20 | Cuneiform Artifact RIME 2.01.02.11, ex. 20",Q2165627,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P263711,Q1908378,https://database.factgrid.de/wiki/Item:Q1908378,Q2160946,https://database.factgrid.de/wiki/Item:Q2160946,"Cuneiform Vase RIME 2.01.02.11, ex. 30","Cuneiform Vase RIME 2.01.02.11, ex. 30","Cuneiform Vase RIME 2.01.02.11, ex. 30 | Cuneiform Artifact RIME 2.01.02.11, ex. 30",Q2160946,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264172,Q2017353,https://database.factgrid.de/wiki/Item:Q2017353,Q2017354,https://database.factgrid.de/wiki/Item:Q2017354,Cuneiform Tablet CBS 06677,Cuneiform Tablet CBS 06677,Cuneiform Tablet CBS 06677,Q2017354,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264340,Q2017640,https://database.factgrid.de/wiki/Item:Q2017640,Q2017641,https://database.factgrid.de/wiki/Item:Q2017641,Cuneiform Tablet CBS 06911,Cuneiform Tablet CBS 06911,Cuneiform Tablet CBS 06911,Q2017641,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264359,Q2017699,https://database.factgrid.de/wiki/Item:Q2017699,Q2017700,https://database.factgrid.de/wiki/Item:Q2017700,Cuneiform Tablet CBS 06932,Cuneiform Tablet CBS 06932,Cuneiform Tablet CBS 06932,Q2017700,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264431,Q2017197,https://database.factgrid.de/wiki/Item:Q2017197,Q2017198,https://database.factgrid.de/wiki/Item:Q2017198,Cuneiform Tablet CBS 06070,Cuneiform Tablet CBS 06070,Cuneiform Tablet CBS 06070,Q2017198,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264670,Q1920809,https://database.factgrid.de/wiki/Item:Q1920809,Q2148227,https://database.factgrid.de/wiki/Item:Q2148227,"Cuneiform Vase RIME 1.14.20.01, ex. 04","Cuneiform Vase RIME 1.14.20.01, ex. 04","Cuneiform Vase RIME 1.14.20.01, ex. 04 | Cuneiform Artifact RIME 1.14.20.01, ex. 04",Q2148227,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264689,Q1920823,https://database.factgrid.de/wiki/Item:Q1920823,Q2151260,https://database.factgrid.de/wiki/Item:Q2151260,"Cuneiform Vase RIME 1.14.20.01, ex. 18","Cuneiform Vase RIME 1.14.20.01, ex. 18","Cuneiform Vase RIME 1.14.20.01, ex. 18 | Cuneiform Artifact RIME 1.14.20.01, ex. 18",Q2151260,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264774,Q1921083,https://database.factgrid.de/wiki/Item:Q1921083,Q2153887,https://database.factgrid.de/wiki/Item:Q2153887,Cuneiform Seal (not impression) CDLI Seals 000931 (physical),Cuneiform Seal (not impression) CDLI Seals 000931 (physical),Cuneiform Seal (not impression) CDLI Seals 000931 (physical) | Cuneiform Artifact CDLI Seals 000931 (physical),Q2153887,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264938,Q1920831,https://database.factgrid.de/wiki/Item:Q1920831,Q2161333,https://database.factgrid.de/wiki/Item:Q2161333,"Cuneiform Vase RIME 1.14.20.01, ex. 27","Cuneiform Vase RIME 1.14.20.01, ex. 27","Cuneiform Vase RIME 1.14.20.01, ex. 27 | Cuneiform Artifact RIME 1.14.20.01, ex. 27",Q2161333,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264963,Q1920844,https://database.factgrid.de/wiki/Item:Q1920844,Q2144329,https://database.factgrid.de/wiki/Item:Q2144329,"Cuneiform Vase RIME 1.14.20.01, ex. 40","Cuneiform Vase RIME 1.14.20.01, ex. 40","Cuneiform Vase RIME 1.14.20.01, ex. 40 | Cuneiform Artifact RIME 1.14.20.01, ex. 40",Q2144329,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P264980,Q1920850,https://database.factgrid.de/wiki/Item:Q1920850,Q2163311,https://database.factgrid.de/wiki/Item:Q2163311,"Cuneiform Vase RIME 1.14.20.01, ex. 46","Cuneiform Vase RIME 1.14.20.01, ex. 46","Cuneiform Vase RIME 1.14.20.01, ex. 46 | Cuneiform Artifact RIME 1.14.20.01, ex. 46",Q2163311,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P265016,Q1920868,https://database.factgrid.de/wiki/Item:Q1920868,Q2162445,https://database.factgrid.de/wiki/Item:Q2162445,"Cuneiform Vase RIME 1.14.20.01, ex. 65","Cuneiform Vase RIME 1.14.20.01, ex. 65","Cuneiform Vase RIME 1.14.20.01, ex. 65 | Cuneiform Artifact RIME 1.14.20.01, ex. 65",Q2162445,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P265153,Q1957218,https://database.factgrid.de/wiki/Item:Q1957218,Q2162084,https://database.factgrid.de/wiki/Item:Q2162084,Cuneiform Bulla CBS 09840,Cuneiform Bulla CBS 09840,Cuneiform Bulla CBS 09840 | Cuneiform Artifact CBS 09840,Q2162084,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P266060,Q2018660,https://database.factgrid.de/wiki/Item:Q2018660,Q2018661,https://database.factgrid.de/wiki/Item:Q2018661,Cuneiform Tablet CBS 10867a,Cuneiform Tablet CBS 10867a,Cuneiform Tablet CBS 10867a,Q2018661,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P266230,Q2018685,https://database.factgrid.de/wiki/Item:Q2018685,Q2018686,https://database.factgrid.de/wiki/Item:Q2018686,Cuneiform Tablet CBS 11057 + N 4644,Cuneiform Tablet CBS 11057 + N 4644,Cuneiform Tablet CBS 11057 + N 4644,Q2018686,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P268311,Q1920888,https://database.factgrid.de/wiki/Item:Q1920888,Q2146845,https://database.factgrid.de/wiki/Item:Q2146845,"Cuneiform Vase RIME 1.14.20.01, ex. 97","Cuneiform Vase RIME 1.14.20.01, ex. 97","Cuneiform Vase RIME 1.14.20.01, ex. 97 | Cuneiform Artifact RIME 1.14.20.01, ex. 97",Q2146845,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P268392,Q2018869,https://database.factgrid.de/wiki/Item:Q2018869,Q2018870,https://database.factgrid.de/wiki/Item:Q2018870,Cuneiform Tablet CBS 13312,Cuneiform Tablet CBS 13312,Cuneiform Tablet CBS 13312,Q2018870,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P268949,Q2023672,https://database.factgrid.de/wiki/Item:Q2023672,Q2023673,https://database.factgrid.de/wiki/Item:Q2023673,"Cuneiform Tablet CDLI Literary 000335, ex. 026","Cuneiform Tablet CDLI Literary 000335, ex. 026","Cuneiform Tablet CDLI Literary 000335, ex. 026",Q2023673,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269865,Q1967875,https://database.factgrid.de/wiki/Item:Q1967875,Q2159471,https://database.factgrid.de/wiki/Item:Q2159471,"Cuneiform Brick RIME 4.01.04.03, ex. 01","Cuneiform Brick RIME 4.01.04.03, ex. 01","Cuneiform Brick RIME 4.01.04.03, ex. 01 | Cuneiform Artifact RIME 4.01.04.03, ex. 01",Q2159471,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269873,Q1968335,https://database.factgrid.de/wiki/Item:Q1968335,Q2162180,https://database.factgrid.de/wiki/Item:Q2162180,"Cuneiform Brick RIME 4.02.13.09, ex. 24","Cuneiform Brick RIME 4.02.13.09, ex. 24","Cuneiform Brick RIME 4.02.13.09, ex. 24 | Cuneiform Artifact RIME 4.02.13.09, ex. 24",Q2162180,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269936,Q1952753,https://database.factgrid.de/wiki/Item:Q1952753,Q2162393,https://database.factgrid.de/wiki/Item:Q2162393,"Cuneiform Cone RIME 4.02.12.01, ex. 12","Cuneiform Cone RIME 4.02.12.01, ex. 12","Cuneiform Cone RIME 4.02.12.01, ex. 12 | Cuneiform Artifact RIME 4.02.12.01, ex. 12",Q2162393,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269941,Q1953623,https://database.factgrid.de/wiki/Item:Q1953623,Q2148609,https://database.factgrid.de/wiki/Item:Q2148609,"Cuneiform Cone RIME 4.02.14.10, ex. 01","Cuneiform Cone RIME 4.02.14.10, ex. 01","Cuneiform Cone RIME 4.02.14.10, ex. 01 | Cuneiform Artifact RIME 4.02.14.10, ex. 01",Q2148609,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269961,Q1920925,https://database.factgrid.de/wiki/Item:Q1920925,Q2165275,https://database.factgrid.de/wiki/Item:Q2165275,"Cuneiform Vase RIME 2.01.02.20, ex. 30","Cuneiform Vase RIME 2.01.02.20, ex. 30","Cuneiform Vase RIME 2.01.02.20, ex. 30 | Cuneiform Artifact RIME 2.01.02.20, ex. 30",Q2165275,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P269982,Q1969634,https://database.factgrid.de/wiki/Item:Q1969634,Q2142717,https://database.factgrid.de/wiki/Item:Q2142717,"Cuneiform Brick RINBE 2, Nabonidus 39, ex. 09","Cuneiform Brick RINBE 2, Nabonidus 39, ex. 09","Cuneiform Brick RINBE 2, Nabonidus 39, ex. 09 | Cuneiform Artifact RINBE 2, Nabonidus 39, ex. 09",Q2142717,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P270019,Q1967822,https://database.factgrid.de/wiki/Item:Q1967822,Q2151763,https://database.factgrid.de/wiki/Item:Q2151763,"Cuneiform Brick RIME 4.01.04.01, ex. 18","Cuneiform Brick RIME 4.01.04.01, ex. 18","Cuneiform Brick RIME 4.01.04.01, ex. 18 | Cuneiform Artifact RIME 4.01.04.01, ex. 18",Q2151763,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P270023,Q1968235,https://database.factgrid.de/wiki/Item:Q1968235,Q2144147,https://database.factgrid.de/wiki/Item:Q2144147,"Cuneiform Brick RIME 4.02.09.11, ex. 14","Cuneiform Brick RIME 4.02.09.11, ex. 14","Cuneiform Brick RIME 4.02.09.11, ex. 14 | Cuneiform Artifact RIME 4.02.09.11, ex. 14",Q2144147,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P270039,Q1968239,https://database.factgrid.de/wiki/Item:Q1968239,Q2156606,https://database.factgrid.de/wiki/Item:Q2156606,"Cuneiform Brick RIME 4.02.09.12, ex. 02","Cuneiform Brick RIME 4.02.09.12, ex. 02","Cuneiform Brick RIME 4.02.09.12, ex. 02 | Cuneiform Artifact RIME 4.02.09.12, ex. 02",Q2156606,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P270111,Q1965296,https://database.factgrid.de/wiki/Item:Q1965296,Q2165893,https://database.factgrid.de/wiki/Item:Q2165893,"Cuneiform Brick RIMB 2.06.32.x2013, ex. 003-004","Cuneiform Brick RIMB 2.06.32.x2013, ex. 003-004","Cuneiform Brick RIMB 2.06.32.x2013, ex. 003-004 | Cuneiform Artifact RINAP 5/3, Ashurbanipal x2018, ex. 003-004",Q2165893,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272784,Q1939075,https://database.factgrid.de/wiki/Item:Q1939075,Q2164963,https://database.factgrid.de/wiki/Item:Q2164963,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1183","Cuneiform Cone RIME 3/1.01.07.037, ex. add1183","Cuneiform Cone RIME 3/1.01.07.037, ex. add1183 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1183",Q2164963,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272788,Q1950201,https://database.factgrid.de/wiki/Item:Q1950201,Q2143128,https://database.factgrid.de/wiki/Item:Q2143128,"Cuneiform Cone RIME 4.01.04.05, ex. add18","Cuneiform Cone RIME 4.01.04.05, ex. add18","Cuneiform Cone RIME 4.01.04.05, ex. add18 | Cuneiform Artifact RIME 4.01.04.05, ex. add18",Q2143128,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272854,Q1909534,https://database.factgrid.de/wiki/Item:Q1909534,Q2163247,https://database.factgrid.de/wiki/Item:Q2163247,Cuneiform Seal (not impression) CDLI Seals 001344 (physical),Cuneiform Seal (not impression) CDLI Seals 001344 (physical),Cuneiform Seal (not impression) CDLI Seals 001344 (physical) | Cuneiform Artifact CDLI Seals 001344 (physical),Q2163247,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272858,Q1909538,https://database.factgrid.de/wiki/Item:Q1909538,Q2143643,https://database.factgrid.de/wiki/Item:Q2143643,Cuneiform Seal (not impression) CDLI Seals 001348 (physical),Cuneiform Seal (not impression) CDLI Seals 001348 (physical),Cuneiform Seal (not impression) CDLI Seals 001348 (physical) | Cuneiform Artifact CDLI Seals 001348 (physical),Q2143643,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272862,Q1909539,https://database.factgrid.de/wiki/Item:Q1909539,Q2152391,https://database.factgrid.de/wiki/Item:Q2152391,Cuneiform Seal (not impression) CDLI Seals 001352 (physical),Cuneiform Seal (not impression) CDLI Seals 001352 (physical),Cuneiform Seal (not impression) CDLI Seals 001352 (physical) | Cuneiform Artifact CDLI Seals 001352 (physical),Q2152391,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
,,P272878,Q1909547,https://database.factgrid.de/wiki/Item:Q1909547,Q2168450,https://database.factgrid.de/wiki/Item:Q2168450,Cuneiform Seal (not impression) CDLI Seals 001368 (physical),Cuneiform Seal (not impression) CDLI Seals 001368 (physical),Cuneiform Seal (not impression) CDLI Seals 001368 (physical) | Cuneiform Artifact CDLI Seals 001368 (physical),Q2168450,1,hold_until_canonical_repair,,live_factgrid_register_p692,canonical_factgrid_qid has been checked for complete CDLI claims,old duplicate identity is preserved in this CSV before the item is repurposed,manual approval or future_reuse_status=approved before clear=True rewrite
