reuse_pool_status,reuse_candidate_class,qid_available_for_future_entity,canonical_factgrid_qid,old_cdli_id,old_duplicate_label_to_preserve,canonical_label,old_aliases_to_preserve,reuse_precondition_1,reuse_precondition_2,reuse_precondition_3,future_entity_type,future_entity_label,future_reuse_status,source_duplicate_audit,human_review_decision,human_review_notes
candidate,duplicate_p692_cdli_artifact,Q892134,Q740110,P531876,Cuneiform Tablet KHT 463,Cuneiform Tablet KHT 463,Cuneiform Tablet KHT 463 | Cuneiform Tablet KHT 403,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q892391,Q892386,P532090,Cuneiform Tablet KHT 32,Cuneiform Tablet KHT 32,Cuneiform Tablet KHT 32 | Cuneiform Tablet KHT 84,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q892473,Q892470,P531634,Cuneiform Tablet KHT 160,Cuneiform Tablet KHT 160,Cuneiform Tablet KHT 160 | Cuneiform Tablet KHT 163,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q894528,Q894306,P134631,Cuneiform Tablet HS 1321,Cuneiform Tablet HS 1321,"Cuneiform Tablet HS 1321 | Cuneiform Tablet HS 1320 | Cuneiform Tablet TMH NF 1-2, 321",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q894733,Q894659,P134501,Cuneiform Tablet HS 1190,Cuneiform Tablet HS 1190,"Cuneiform Tablet HS 1190 | Cuneiform Tablet HS 1189 | Cuneiform Tablet TMH NF 1-2, 190",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q894869,Q894392,P134458,Cuneiform Tablet HS 1147,Cuneiform Tablet HS 1147,"Cuneiform Tablet HS 1147 | Cuneiform Tablet HS 1146 | Cuneiform Tablet TMH NF 1-2, 147",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q896993,Q893887,P020453,Cuneiform Tablet HS 789,Cuneiform Tablet HS 789,"Cuneiform Tablet HS 789 | Cuneiform Tablet HS 0789 | Cuneiform Tablet TMH 05, 039",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q896997,Q894161,P020461,Cuneiform Tablet HS 797,Cuneiform Tablet HS 797,"Cuneiform Tablet HS 797 | Cuneiform Tablet HS 0797 | Cuneiform Tablet TMH 05, 047",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897001,Q894140,P020487,Cuneiform Tablet HS 823,Cuneiform Tablet HS 823,"Cuneiform Tablet HS 823 | Cuneiform Tablet HS 0823 | Cuneiform Tablet TMH 05, 073",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897004,Q893827,P020515,Cuneiform Tablet HS 851,Cuneiform Tablet HS 851,"Cuneiform Tablet HS 851 | Cuneiform Tablet HS 0851 | Cuneiform Tablet TMH 05, 101",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897010,Q894685,P020581,Cuneiform Tablet HS 917,Cuneiform Tablet HS 917,"Cuneiform Tablet HS 917 | Cuneiform Tablet HS 0917 | Cuneiform Tablet TMH 05, 167",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897011,Q894605,P020584,Cuneiform Tablet HS 920,Cuneiform Tablet HS 920,"Cuneiform Tablet HS 920 | Cuneiform Tablet HS 0920 | Cuneiform Tablet TMH 05, 170",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897012,Q894740,P020588,Cuneiform Tablet HS 924,Cuneiform Tablet HS 924,"Cuneiform Tablet HS 924 | Cuneiform Tablet HS 0924 | Cuneiform Tablet TMH 05, 174",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897016,Q894654,P020612,Cuneiform Tablet HS 948,Cuneiform Tablet HS 948,"Cuneiform Tablet HS 948 | Cuneiform Tablet HS 0948 | Cuneiform Tablet TMH 05, 198",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897017,Q894209,P020613,Cuneiform Tablet HS 949,Cuneiform Tablet HS 949,"Cuneiform Tablet HS 949 | Cuneiform Tablet HS 0949 | Cuneiform Tablet TMH 05, 199",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897018,Q894222,P020614,Cuneiform Tablet HS 950,Cuneiform Tablet HS 950,"Cuneiform Tablet HS 950 | Cuneiform Tablet HS 0950 | Cuneiform Tablet TMH 05, 200",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897019,Q894932,P020619,Cuneiform Tablet HS 955,Cuneiform Tablet HS 955,"Cuneiform Tablet HS 955 | Cuneiform Tablet HS 0955 | Cuneiform Tablet TMH 05, 205",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897022,Q894732,P020627,Cuneiform Tablet HS 963,Cuneiform Tablet HS 963,Cuneiform Tablet HS 963 | Cuneiform Tablet HS 0963,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897023,Q894650,P235842,Cuneiform Tablet HS 981,Cuneiform Tablet HS 981,Cuneiform Tablet HS 981 | Cuneiform Tablet HS 0981,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897025,Q894134,P235844,Cuneiform Tablet HS 986,Cuneiform Tablet HS 986,Cuneiform Tablet HS 986 | Cuneiform Tablet HS 0986,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897026,Q894230,P235845,Cuneiform Tablet HS 991,Cuneiform Tablet HS 991,Cuneiform Tablet HS 991 | Cuneiform Tablet HS 0991,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897028,Q897027,P134320,Cuneiform Tablet HS 1008a,Cuneiform Tablet HS 1008a,Cuneiform Tablet HS 1008a | Cuneiform Tablet HS 1008b,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897030,Q897029,P134323,Cuneiform Tablet HS 1011a,Cuneiform Tablet HS 1011a,"Cuneiform Tablet HS 1011a | Cuneiform Tablet HS 1011b | Cuneiform Tablet TMH NF 1-2, 011",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897046,Q897045,P134436,Cuneiform Tablet HS 1124a,Cuneiform Tablet HS 1124a,Cuneiform Tablet HS 1124a | Cuneiform Tablet HS 1124b,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897048,Q897047,P134509,Cuneiform Tablet HS 1198a,Cuneiform Tablet HS 1198a,Cuneiform Tablet HS 1198a | Cuneiform Tablet HS 1198b,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q897059,Q897058,P134577,Cuneiform Tablet HS 1266a,Cuneiform Tablet HS 1266a,Cuneiform Tablet HS 1266a | Cuneiform Tablet HS 1266b,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1090978,Q740113,P532118,Cuneiform Tablet KHT 394,Cuneiform Tablet KHT 394,Cuneiform Tablet KHT 394 | Cuneiform Tablet KHT 395,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362309,Q1362308,P498758,Cuneiform Tablet Kt 92/k 191b (AKT 5 30b),Cuneiform Tablet Kt 92/k 191b (AKT 5 30b),Cuneiform Tablet Kt 92/k 191b (AKT 5 30b) | Cuneiform Tablet Kt 92/k 191a (AKT 5 30a),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362365,Q1362364,P498813,Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b),Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b),Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b) | Cuneiform Tablet Kt 94/k 581A (AKT 6a 9a) | Cuneiform Tablet Kt 94/k 961 (AKT 6a 9),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362366,Q1362364,P498813,Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b),Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b),Cuneiform Tablet Kt 94/k 581B (AKT 6a 9b) | Cuneiform Tablet Kt 94/k 581A (AKT 6a 9a) | Cuneiform Tablet Kt 94/k 961 (AKT 6a 9),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362368,Q1362367,P498814,Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a),Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a),Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a) | Cuneiform Tablet Kt 94/k 1030B (AKT 6a 10b) | Cuneiform Tablet Kt 94/k 998 (AKT 6a 10),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362369,Q1362367,P498814,Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a),Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a),Cuneiform Tablet Kt 94/k 1030A (AKT 6a 10a) | Cuneiform Tablet Kt 94/k 1030B (AKT 6a 10b) | Cuneiform Tablet Kt 94/k 998 (AKT 6a 10),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362483,Q1362482,P498930,Cuneiform Tablet Kt 94/k 939 (AKT 6a 127a),Cuneiform Tablet Kt 94/k 939 (AKT 6a 127a),Cuneiform Tablet Kt 94/k 939 (AKT 6a 127a) | Cuneiform Tablet Kt 94/k 1322 (AKT 6a 127),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362549,Q1362548,P498996,Cuneiform Tablet Kt 94/k 582B (AKT 6a 191b),Cuneiform Tablet Kt 94/k 582B (AKT 6a 191b),Cuneiform Tablet Kt 94/k 582B (AKT 6a 191b) | Cuneiform Tablet Kt 94/k 964 (AKT 6a 191),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362555,Q1362554,P499001,Cuneiform Tablet Kt 94/k 881B (AKT 6a 195b),Cuneiform Tablet Kt 94/k 881B (AKT 6a 195b),Cuneiform Tablet Kt 94/k 881B (AKT 6a 195b) | Cuneiform Tablet Kt 94/k 881A (AKT 6a 195a),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362558,Q1362557,P499003,Cuneiform Tablet Kt 94/k 882 (AKT 6a 196a),Cuneiform Tablet Kt 94/k 882 (AKT 6a 196a),Cuneiform Tablet Kt 94/k 882 (AKT 6a 196a) | Cuneiform Tablet Kt 94/k 791 (AKT 6a 196),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362571,Q1362570,P499015,Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a),Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a),Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a) | Cuneiform Tablet Kt 94/k 916 (AKT 6a 208) | Cuneiform Tablet Kt 94/k 1400 (AKT 6a 208b),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362572,Q1362570,P499015,Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a),Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a),Cuneiform Tablet Kt 94/k 728 (AKT 6a 208a) | Cuneiform Tablet Kt 94/k 916 (AKT 6a 208) | Cuneiform Tablet Kt 94/k 1400 (AKT 6a 208b),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362574,Q1362573,P499016,Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror),Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror),Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror) | Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a) | Cuneiform Tablet Kt 94/k 747 (AKT 6a 209),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362575,Q1362573,P499016,Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror),Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror),Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a mirror) | Cuneiform Tablet Kt 94/k 902 (AKT 6a 209a) | Cuneiform Tablet Kt 94/k 747 (AKT 6a 209),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362577,Q1362576,P499017,Cuneiform Tablet Kt 94/k 896 (AKT 6a 210 mirror),Cuneiform Tablet Kt 94/k 896 (AKT 6a 210 mirror),Cuneiform Tablet Kt 94/k 896 (AKT 6a 210 mirror) | Cuneiform Tablet Kt 94/k 896 (AKT 6a 210),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362604,Q1362603,P499043,Cuneiform Tablet Kt 94/k 1141 (AKT 6a 236a),Cuneiform Tablet Kt 94/k 1141 (AKT 6a 236a),Cuneiform Tablet Kt 94/k 1141 (AKT 6a 236a) | Cuneiform Tablet Kt 94/k 772 (AKT 6a 236),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362607,Q1362606,P499044,Cuneiform Tablet Kt 94/k 1626+1627 (AKT 6a 237),Cuneiform Tablet Kt 94/k 1626+1627 (AKT 6a 237),Cuneiform Tablet Kt 94/k 1626+1627 (AKT 6a 237) | Cuneiform Tablet Kt 94/k 1626+1627 quarantined (AKT 6a 237),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362648,Q1362647,P499129,Cuneiform Tablet Kt 94/k 744 (AKT 6a 278a),Cuneiform Tablet Kt 94/k 744 (AKT 6a 278a),Cuneiform Tablet Kt 94/k 744 (AKT 6a 278a) | Cuneiform Tablet Kt 94/k 1324 (AKT 6a 278),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1362983,Q1362881,P535376,Cuneiform Tablet Kt 94/k 597b (AKT 6d 752),Cuneiform Tablet Kt 94/k 597b (AKT 6d 752),Cuneiform Tablet Kt 94/k 597b (AKT 6d 752) | Cuneiform Tablet Kt 94/k 597a (AKT 6d 751),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1363186,Q1362304,P498754,Cuneiform Tablet Kt 92/k 190b (AKT 5 26b),Cuneiform Tablet Kt 92/k 190b (AKT 5 26b),Cuneiform Tablet Kt 92/k 190b (AKT 5 26b) | Cuneiform Tablet Kt 92/k 188 (AKT 5 26a),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1363569,Q1363324,P535417,Cuneiform Tablet Kt 94/k 1031b (AKT 6d 828),Cuneiform Tablet Kt 94/k 1031b (AKT 6d 828),Cuneiform Tablet Kt 94/k 1031b (AKT 6d 828) | Cuneiform Tablet Kt 94/k 1031a (AKT 6d 827),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1363878,Q1363595,P535082,Cuneiform Tablet Kt 94/k 1151a (AKT 6c 624),Cuneiform Tablet Kt 94/k 1151a (AKT 6c 624),Cuneiform Tablet Kt 94/k 1151a (AKT 6c 624) | Cuneiform Tablet Kt 94/k 1151b (AKT 6c 625),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364190,Q1363109,P536360,Cuneiform Tablet Kt 92/k 173A (AKT 8 227a),Cuneiform Tablet Kt 92/k 173A (AKT 8 227a),Cuneiform Tablet Kt 92/k 173A (AKT 8 227a) | Cuneiform Tablet Kt 92/k 173B (AKT 8 227b),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364211,Q1363376,P534844,Cuneiform Tablet Kt 94/k 856b (AKT 6b 364),Cuneiform Tablet Kt 94/k 856b (AKT 6b 364),Cuneiform Tablet Kt 94/k 856b (AKT 6b 364) | Cuneiform Tablet Kt 94/k 856A (AKT 6b 363),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364407,Q1364259,P535397,Cuneiform Tablet Kt 94/k 867b (AKT 6d 814),Cuneiform Tablet Kt 94/k 867b (AKT 6d 814),Cuneiform Tablet Kt 94/k 867b (AKT 6d 814) | Cuneiform Tablet Kt 94/k 867a (AKT 6d 813),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364558,Q1364188,P536415,Cuneiform Tablet Kt 92/k 184A (AKT 8 283a),Cuneiform Tablet Kt 92/k 184A (AKT 8 283a),Cuneiform Tablet Kt 92/k 184A (AKT 8 283a) | Cuneiform Tablet Kt 92/k 184B (AKT 8 283b),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364913,Q1362513,P498959,Cuneiform Tablet Kt 94/k 1608 (AKT 6a 156),Cuneiform Tablet Kt 94/k 1608 (AKT 6a 156),Cuneiform Tablet Kt 94/k 1608 (AKT 6a 156) | Cuneiform Tablet Kt 94/k 907 (AKT 6e 1152),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1364959,Q1363610,P536294,Cuneiform Tablet Kt 91/k 515b (AKT 8 161b),Cuneiform Tablet Kt 91/k 515b (AKT 8 161b),Cuneiform Tablet Kt 91/k 515b (AKT 8 161b) | Cuneiform Tablet Kt 91/k 515a (AKT 8 161a),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1365070,Q1364760,P536425,Cuneiform Tablet Kt 92/k 185A (AKT 8 293a),Cuneiform Tablet Kt 92/k 185A (AKT 8 293a),Cuneiform Tablet Kt 92/k 185A (AKT 8 293a) | Cuneiform Tablet Kt 92/k 185B (AKT 8 293b),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1365635,Q1364286,P534806,Cuneiform Tablet Kt 95/k 397 (AKT 6b 321),Cuneiform Tablet Kt 95/k 397 (AKT 6b 321),Cuneiform Tablet Kt 95/k 397 (AKT 6b 321) | Cuneiform Tablet Kt 94/k 1640 (AKT 6b 320 mirror) | Cuneiform Tablet Kt 94/k 1640 (AKT 6b 320),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1365671,Q1365634,P535131,Cuneiform Tablet Kt 94/k 975 (AKT 6c 679),Cuneiform Tablet Kt 94/k 975 (AKT 6c 679),Cuneiform Tablet Kt 94/k 975 (AKT 6c 679) | Cuneiform Tablet Kt 94/k 1435 (AKT 6c 678),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1365821,Q1365097,P534786,Cuneiform Tablet Kt 94/k 1150 (AKT 6b 298),Cuneiform Tablet Kt 94/k 1150 (AKT 6b 298),Cuneiform Tablet Kt 94/k 1150 (AKT 6b 298) | Cuneiform Tablet Kt 94/k 1017 (AKT 6b 299),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q1365893,Q1364947,P535420,Cuneiform Tablet Kt 94/k 1055a (AKT 6d 846),Cuneiform Tablet Kt 94/k 1055a (AKT 6d 846),Cuneiform Tablet Kt 94/k 1055a (AKT 6d 846) | Cuneiform Tablet Kt 94/k 1055b (AKT 6d 847),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
