reuse_pool_status,reuse_candidate_class,qid_available_for_future_entity,canonical_factgrid_qid,old_cdli_id,old_duplicate_label_to_preserve,canonical_label,old_aliases_to_preserve,reuse_precondition_1,reuse_precondition_2,reuse_precondition_3,future_entity_type,future_entity_label,future_reuse_status,source_duplicate_audit,human_review_decision,human_review_notes
candidate,duplicate_p692_cdli_artifact,Q2152173,Q1938169,P233494,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0743","Cuneiform Cone RIME 3/1.01.07.037, ex. 0743","Cuneiform Cone RIME 3/1.01.07.037, ex. 0743 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0743",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152179,Q1928126,P458179,Cuneiform Seal (not impression) CDLI Seals 005469 (composite),Cuneiform Seal (not impression) CDLI Seals 005469 (composite),Cuneiform Seal (not impression) CDLI Seals 005469 (composite) | Cuneiform Artifact CDLI Seals 005469 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152181,Q1929917,P474466,Cuneiform Seal (not impression) CDLI Seals 007689 (physical),Cuneiform Seal (not impression) CDLI Seals 007689 (physical),Cuneiform Seal (not impression) CDLI Seals 007689 (physical) | Cuneiform Artifact CDLI Seals 007689 (physical),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152190,Q1947298,P234351,"Cuneiform Cone RIME 3/1.01.07.048, ex. 036","Cuneiform Cone RIME 3/1.01.07.048, ex. 036","Cuneiform Cone RIME 3/1.01.07.048, ex. 036 | Cuneiform Artifact RIME 3/1.01.07.048, ex. 036",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152193,Q1932796,P387605,Cuneiform Prism YRL SC 1826-Bx4-2,Cuneiform Prism YRL SC 1826-Bx4-2,Cuneiform Prism YRL SC 1826-Bx4-2 | Cuneiform Artifact YRL SC 1826-Bx4-2,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152214,Q1951553,P464915,"Cuneiform Cone RIME 4.01.05.04, ex. add127","Cuneiform Cone RIME 4.01.05.04, ex. add127","Cuneiform Cone RIME 4.01.05.04, ex. add127 | Cuneiform Artifact RIME 4.01.05.04, ex. add127",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152215,Q1969258,P428781,"Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 001","Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 001","Cuneiform Brick RINAP 3/2 Sennacherib 219, ex. 001 | Cuneiform Artifact RINAP 3/2 Sennacherib 219, ex. 001",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152231,Q1967031,P227087,"Cuneiform Brick RIME 3/2.01.01.04, ex. 22","Cuneiform Brick RIME 3/2.01.01.04, ex. 22","Cuneiform Brick RIME 3/2.01.01.04, ex. 22 | Cuneiform Artifact RIME 3/2.01.01.04, ex. 22",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152237,Q1954131,P225540,"Cuneiform Cone RIME 4.04.01.03, ex. 054","Cuneiform Cone RIME 4.04.01.03, ex. 054","Cuneiform Cone RIME 4.04.01.03, ex. 054 | Cuneiform Artifact RIME 4.04.01.03, ex. 054",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152249,Q1922199,P454859,Cuneiform Seal (not impression) CDLI Seals 002149 (composite),Cuneiform Seal (not impression) CDLI Seals 002149 (composite),Cuneiform Seal (not impression) CDLI Seals 002149 (composite) | Cuneiform Artifact CDLI Seals 002149 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152252,Q1925536,P456864,Cuneiform Seal (not impression) CDLI Seals 004154 (composite),Cuneiform Seal (not impression) CDLI Seals 004154 (composite),Cuneiform Seal (not impression) CDLI Seals 004154 (composite) | Cuneiform Artifact CDLI Seals 004154 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152275,Q1927322,P457776,Cuneiform Seal (not impression) CDLI Seals 005066 (composite),Cuneiform Seal (not impression) CDLI Seals 005066 (composite),Cuneiform Seal (not impression) CDLI Seals 005066 (composite) | Cuneiform Artifact CDLI Seals 005066 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152276,Q1952193,P481943,"Cuneiform Cone RIME 4.02.05.add06, ex. 01-02","Cuneiform Cone RIME 4.02.05.add06, ex. 01-02","Cuneiform Cone RIME 4.02.05.add06, ex. 01-02 | Cuneiform Artifact RIME 4.02.05.add06, ex. 01-02",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152277,Q1928720,P458483,Cuneiform Seal (not impression) CDLI Seals 005773 (composite),Cuneiform Seal (not impression) CDLI Seals 005773 (composite),Cuneiform Seal (not impression) CDLI Seals 005773 (composite) | Cuneiform Artifact CDLI Seals 005773 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152316,Q1928813,P458529,Cuneiform Seal (not impression) CDLI Seals 005819 (composite),Cuneiform Seal (not impression) CDLI Seals 005819 (composite),Cuneiform Seal (not impression) CDLI Seals 005819 (composite) | Cuneiform Artifact CDLI Seals 005819 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152355,Q1963567,P465257,"Cuneiform Brick RIMA 3.0.102.102, ex. 06","Cuneiform Brick RIMA 3.0.102.102, ex. 06","Cuneiform Brick RIMA 3.0.102.102, ex. 06 | Cuneiform Artifact RIMA 3.0.102.102, ex. 06",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152384,Q1926454,P457326,Cuneiform Seal (not impression) CDLI Seals 004616 (composite),Cuneiform Seal (not impression) CDLI Seals 004616 (composite),Cuneiform Seal (not impression) CDLI Seals 004616 (composite) | Cuneiform Artifact CDLI Seals 004616 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152391,Q1909539,P272862,Cuneiform Seal (not impression) CDLI Seals 001352 (physical),Cuneiform Seal (not impression) CDLI Seals 001352 (physical),Cuneiform Seal (not impression) CDLI Seals 001352 (physical) | Cuneiform Artifact CDLI Seals 001352 (physical),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152412,Q1958001,P429939,"Cuneiform Bulla Iraq 74, 133, 2010-06-22, 16","Cuneiform Bulla Iraq 74, 133, 2010-06-22, 16","Cuneiform Bulla Iraq 74, 133, 2010-06-22, 16 | Cuneiform Artifact Iraq 74, 133, 2010-06-22, 16",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152521,Q1967110,P226696,"Cuneiform Brick RIME 3/2.01.01.24, ex. 06","Cuneiform Brick RIME 3/2.01.01.24, ex. 06","Cuneiform Brick RIME 3/2.01.01.24, ex. 06 | Cuneiform Artifact RIME 3/2.01.01.24, ex. 06",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152524,Q1929521,P464016,Cuneiform Seal (not impression) CDLI Seals 006389 (composite),Cuneiform Seal (not impression) CDLI Seals 006389 (composite),Cuneiform Seal (not impression) CDLI Seals 006389 (composite) | Cuneiform Artifact CDLI Seals 006389 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152545,Q1931484,P519644,Cuneiform Seal (not impression) CDLI Seals 014263 (composite),Cuneiform Seal (not impression) CDLI Seals 014263 (composite),Cuneiform Seal (not impression) CDLI Seals 014263 (composite) | Cuneiform Artifact CDLI Seals 014263 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152553,Q1969516,P518956,"Cuneiform Brick RINBE 2, Nabonidus 18, ex. 11","Cuneiform Brick RINBE 2, Nabonidus 18, ex. 11","Cuneiform Brick RINBE 2, Nabonidus 18, ex. 11 | Cuneiform Artifact RINBE 2, Nabonidus 18, ex. 11",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152555,Q1924124,P456167,Cuneiform Seal (not impression) CDLI Seals 003457 (composite),Cuneiform Seal (not impression) CDLI Seals 003457 (composite),Cuneiform Seal (not impression) CDLI Seals 003457 (composite) | Cuneiform Artifact CDLI Seals 003457 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152583,Q1964898,P468936,"Cuneiform Brick RIMB 2.06.32.09, ex. 003","Cuneiform Brick RIMB 2.06.32.09, ex. 003","Cuneiform Brick RIMB 2.06.32.09, ex. 003 | Cuneiform Artifact RINAP 5/3, Ashurbanipal 251, ex. 003",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152596,Q1934456,P231850,"Cuneiform Cone RIME 3/1.01.06.04, ex. 033","Cuneiform Cone RIME 3/1.01.06.04, ex. 033","Cuneiform Cone RIME 3/1.01.06.04, ex. 033 | Cuneiform Artifact RIME 3/1.01.06.04, ex. 033",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152670,Q1957626,P216670,"Cuneiform Bulla Fs Moorgat 053-054, AOTb 390","Cuneiform Bulla Fs Moorgat 053-054, AOTb 390","Cuneiform Bulla Fs Moorgat 053-054, AOTb 390 | Cuneiform Artifact Fs Moorgat 053-054, AOTb 390",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152676,Q1945062,P460956,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1407","Cuneiform Cone RIME 3/1.01.07.037, ex. add1407","Cuneiform Cone RIME 3/1.01.07.037, ex. add1407 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1407",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152681,Q1924890,P456537,Cuneiform Seal (not impression) CDLI Seals 003827 (composite),Cuneiform Seal (not impression) CDLI Seals 003827 (composite),Cuneiform Seal (not impression) CDLI Seals 003827 (composite) | Cuneiform Artifact CDLI Seals 003827 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152691,Q1961071,P466181,"Cuneiform Brick RIMA 1.0.076.046, ex. 04","Cuneiform Brick RIMA 1.0.076.046, ex. 04","Cuneiform Brick RIMA 1.0.076.046, ex. 04 | Cuneiform Artifact RIMA 1.0.076.046, ex. 04",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152753,Q1935483,P232401,"Cuneiform Cone RIME 3/1.01.07.011, ex. 28","Cuneiform Cone RIME 3/1.01.07.011, ex. 28","Cuneiform Cone RIME 3/1.01.07.011, ex. 28 | Cuneiform Artifact RIME 3/1.01.07.011, ex. 28",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152795,Q1933571,P464692,"Cuneiform Cone RIMA 2.0.101.113, ex. 66","Cuneiform Cone RIMA 2.0.101.113, ex. 66","Cuneiform Cone RIMA 2.0.101.113, ex. 66 | Cuneiform Artifact RIMA 2.0.101.113, ex. 66",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152797,Q1932691,P392283,"Cuneiform Prism RINAP 5/1 Ashurbanipal 009, ex. 249 ?","Cuneiform Prism RINAP 5/1 Ashurbanipal 009, ex. 249 ?","Cuneiform Prism RINAP 5/1 Ashurbanipal 009, ex. 249 ? | Cuneiform Artifact RINAP 5/1 Ashurbanipal 009, ex. 249 ?",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152801,Q1968652,P448207,"Cuneiform Brick RIME 4.05.20.01, ex. 03","Cuneiform Brick RIME 4.05.20.01, ex. 03","Cuneiform Brick RIME 4.05.20.01, ex. 03 | Cuneiform Artifact RIME 4.05.20.01, ex. 03",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152803,Q1933982,P463157,"Cuneiform Cone RIMA 3.0.xx0.x1040, ex. 01","Cuneiform Cone RIMA 3.0.xx0.x1040, ex. 01","Cuneiform Cone RIMA 3.0.xx0.x1040, ex. 01 | Cuneiform Artifact RIMA 3.0.xx0.x1040, ex. 01",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152812,Q1924224,P456219,Cuneiform Seal (not impression) CDLI Seals 003509 (composite),Cuneiform Seal (not impression) CDLI Seals 003509 (composite),Cuneiform Seal (not impression) CDLI Seals 003509 (composite) | Cuneiform Artifact CDLI Seals 003509 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152870,Q1909326,P430535,Cuneiform Seal (not impression) CDLI Seals 000439 (composite),Cuneiform Seal (not impression) CDLI Seals 000439 (composite),Cuneiform Seal (not impression) CDLI Seals 000439 (composite) | Cuneiform Artifact CDLI Seals 000439 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152871,Q1961374,P466355,"Cuneiform Brick RIMA 1.0.077.034, ex. 05","Cuneiform Brick RIMA 1.0.077.034, ex. 05","Cuneiform Brick RIMA 1.0.077.034, ex. 05 | Cuneiform Artifact RIMA 1.0.077.034, ex. 05",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152915,Q1958284,P114136,"Cuneiform Bulla MVN 04, 184","Cuneiform Bulla MVN 04, 184","Cuneiform Bulla MVN 04, 184 | Cuneiform Artifact MVN 04, 184",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152920,Q1958120,P110876,"Cuneiform Bulla ITT 2, 01006","Cuneiform Bulla ITT 2, 01006","Cuneiform Bulla ITT 2, 01006 | Cuneiform Tablet ITT 2, 01006",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152941,Q1934859,P232051,"Cuneiform Cone RIME 3/1.01.06.04, ex. 234","Cuneiform Cone RIME 3/1.01.06.04, ex. 234","Cuneiform Cone RIME 3/1.01.06.04, ex. 234 | Cuneiform Artifact RIME 3/1.01.06.04, ex. 234",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152962,Q1925114,P456649,Cuneiform Seal (not impression) CDLI Seals 003939 (composite),Cuneiform Seal (not impression) CDLI Seals 003939 (composite),Cuneiform Seal (not impression) CDLI Seals 003939 (composite) | Cuneiform Artifact CDLI Seals 003939 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152971,Q1922016,P454674,Cuneiform Seal (not impression) CDLI Seals 001964 (composite),Cuneiform Seal (not impression) CDLI Seals 001964 (composite),Cuneiform Seal (not impression) CDLI Seals 001964 (composite) | Cuneiform Artifact CDLI Seals 001964 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152980,Q1923478,P455966,Cuneiform Seal (not impression) CDLI Seals 003256 (composite),Cuneiform Seal (not impression) CDLI Seals 003256 (composite),Cuneiform Seal (not impression) CDLI Seals 003256 (composite) | Cuneiform Artifact CDLI Seals 003256 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2152992,Q1932739,P392329,"Cuneiform Prism RINAP 5/1 Ashurbanipal 011, ex. 168","Cuneiform Prism RINAP 5/1 Ashurbanipal 011, ex. 168","Cuneiform Prism RINAP 5/1 Ashurbanipal 011, ex. 168 | Cuneiform Artifact RINAP 5/1 Ashurbanipal 011, ex. 168",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153000,Q1931255,P519490,Cuneiform Seal (not impression) CDLI Seals 014123 (composite),Cuneiform Seal (not impression) CDLI Seals 014123 (composite),Cuneiform Seal (not impression) CDLI Seals 014123 (composite) | Cuneiform Artifact CDLI Seals 014123 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153012,Q1908958,P430165,Cuneiform Seal (not impression) CDLI Seals 000064 (composite),Cuneiform Seal (not impression) CDLI Seals 000064 (composite),Cuneiform Seal (not impression) CDLI Seals 000064 (composite) | Cuneiform Artifact CDLI Seals 000064 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153013,Q1939051,P222952,"Cuneiform Cone RIME 3/1.01.07.037, ex. 1170","Cuneiform Cone RIME 3/1.01.07.037, ex. 1170","Cuneiform Cone RIME 3/1.01.07.037, ex. 1170 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 1170",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153080,Q1937601,P233210,"Cuneiform Cone RIME 3/1.01.07.037, ex. 0459","Cuneiform Cone RIME 3/1.01.07.037, ex. 0459","Cuneiform Cone RIME 3/1.01.07.037, ex. 0459 | Cuneiform Artifact RIME 3/1.01.07.037, ex. 0459",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153090,Q1966980,P218140,"Cuneiform Brick RIME 3/2.01.01.02, ex. add64","Cuneiform Brick RIME 3/2.01.01.02, ex. add64","Cuneiform Brick RIME 3/2.01.01.02, ex. add64 | Cuneiform Artifact RIME 3/2.01.01.02, ex. add64",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153113,Q1933692,P465083,"Cuneiform Cone RIMA 3.0.102.043, ex. 08","Cuneiform Cone RIMA 3.0.102.043, ex. 08","Cuneiform Cone RIMA 3.0.102.043, ex. 08 | Cuneiform Artifact RIMA 3.0.102.043, ex. 08",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153121,Q1922817,P455435,Cuneiform Seal (not impression) CDLI Seals 002725 (composite),Cuneiform Seal (not impression) CDLI Seals 002725 (composite),Cuneiform Seal (not impression) CDLI Seals 002725 (composite) | Cuneiform Artifact CDLI Seals 002725 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153127,Q1956655,P315410,Cuneiform Bulla Anonymous 315410,Cuneiform Bulla Anonymous 315410,Cuneiform Bulla Anonymous 315410 | Cuneiform Artifact Anonymous 315410 unpublished unassigned ?,canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153130,Q1926610,P457408,Cuneiform Seal (not impression) CDLI Seals 004698 (composite),Cuneiform Seal (not impression) CDLI Seals 004698 (composite),Cuneiform Seal (not impression) CDLI Seals 004698 (composite) | Cuneiform Artifact CDLI Seals 004698 (composite),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153160,Q1962294,P467544,"Cuneiform Brick RIMA 2.0.098.005, ex. 03","Cuneiform Brick RIMA 2.0.098.005, ex. 03","Cuneiform Brick RIMA 2.0.098.005, ex. 03 | Cuneiform Artifact RIMA 2.0.098.005, ex. 03",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153161,Q1944767,P391155,"Cuneiform Cone RIME 3/1.01.07.037, ex. add1341","Cuneiform Cone RIME 3/1.01.07.037, ex. add1341","Cuneiform Cone RIME 3/1.01.07.037, ex. add1341 | Cuneiform Artifact RIME 3/1.01.07.037, ex. add1341",canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
candidate,duplicate_p692_cdli_artifact,Q2153200,Q1930247,P474692,Cuneiform Seal (not impression) CDLI Seals 007915 (physical),Cuneiform Seal (not impression) CDLI Seals 007915 (physical),Cuneiform Seal (not impression) CDLI Seals 007915 (physical) | Cuneiform Artifact CDLI Seals 007915 (physical),canonical_factgrid_qid reviewed as duplicate canonical to retain,old duplicate identity is preserved in this CSV before the item is repurposed,approved for clear=True rewrite after human duplicate review,,,approved,live_factgrid_register_p692,,
