Clay_tablet,Clay_tabletLabel,CDLI_ID
https://database.factgrid.de/entity/Q499889,Cuneiform Tablet CCT 6 44f,P359024
https://database.factgrid.de/entity/Q499890,Cuneiform Tablet CTMMA 1 71,P273576
https://database.factgrid.de/entity/Q499891,Cuneiform Tablet KTH 7,P360997
https://database.factgrid.de/entity/Q499892,Cuneiform Tablet Sadberg - ARK 166-9474,P361583
https://database.factgrid.de/entity/Q499893,Cuneiform Tablet TC 1 21,P357356
https://database.factgrid.de/entity/Q499894,"Cuneiform Tablet TC 2, 46",P357536
https://database.factgrid.de/entity/Q499895,"Cuneiform Tablet TC 3, 35",P357601
https://database.factgrid.de/entity/Q499896,"Cuneiform Tablet VS 26, 42",P358207
https://database.factgrid.de/entity/Q499897,Cuneiform Tablet BIN 6 178,P297359
https://database.factgrid.de/entity/Q499898,Cuneiform Tablet CCT 4 31b,P358688
https://database.factgrid.de/entity/Q499899,Cuneiform Tablet Prag I 437,P359065
https://database.factgrid.de/entity/Q499900,Cuneiform Tablet Prag I 680,P359276
https://database.factgrid.de/entity/Q539126,Cuneiform Tablet RMAH O.218,P387803
https://database.factgrid.de/entity/Q539127,Cuneiform Tablet RMAH O.219,P387804
https://database.factgrid.de/entity/Q539128,Cuneiform Tablet RMAH O.220,P387805
https://database.factgrid.de/entity/Q539129,Cuneiform Tablet MAOG 4 MD 5,P504438
https://database.factgrid.de/entity/Q740110,Cuneiform Tablet KHT 463,P531876
https://database.factgrid.de/entity/Q740113,Cuneiform Tablet KHT 394,P532118
https://database.factgrid.de/entity/Q740115,Cuneiform Tablet KHT 54,
https://database.factgrid.de/entity/Q740116,Cuneiform Tablet KHT 116,P531601
https://database.factgrid.de/entity/Q740119,Cuneiform Tablet KHT 75,P531562
https://database.factgrid.de/entity/Q740121,Cuneiform Tablet KHT 484,P531906
https://database.factgrid.de/entity/Q740123,Cuneiform Tablet KHT 62,P532114
https://database.factgrid.de/entity/Q740126,Cuneiform Tablet KHT 453,P532029
https://database.factgrid.de/entity/Q740129,Cuneiform Tablet KHT 79,P531566
https://database.factgrid.de/entity/Q740132,Cuneiform Tablet KHT 76,P531563
https://database.factgrid.de/entity/Q740134,Cuneiform Tablet KHT 77,P531564
https://database.factgrid.de/entity/Q740136,Cuneiform Tablet KHT 73,P531560
https://database.factgrid.de/entity/Q740138,Cuneiform Tablet KHT 462,P531892
https://database.factgrid.de/entity/Q740141,Cuneiform Tablet KHT 494,P531915
https://database.factgrid.de/entity/Q740143,Cuneiform Tablet KHT 510,P531930
https://database.factgrid.de/entity/Q740145,Cuneiform Tablet KHT 92,P531580
https://database.factgrid.de/entity/Q740147,Cuneiform Tablet KHT 435,P531868
https://database.factgrid.de/entity/Q740150,Cuneiform Tablet KHT 64,P531661
https://database.factgrid.de/entity/Q743303,Cuneiform Tablet KHT 93,P531582
https://database.factgrid.de/entity/Q743305,Cuneiform Tablet KHT 259,P531829
https://database.factgrid.de/entity/Q743312,Cuneiform Tablet KHT 284,P531673
https://database.factgrid.de/entity/Q743314,Cuneiform Tablet KHT 74,P531561
https://database.factgrid.de/entity/Q743317,Cuneiform Tablet KHT 105,P531589
https://database.factgrid.de/entity/Q743319,Cuneiform Tablet KHT 421,P531855
https://database.factgrid.de/entity/Q743321,Cuneiform Tablet KHT 400,P531873
https://database.factgrid.de/entity/Q743493,Cuneiform Tablet KHT 445,P531880
https://database.factgrid.de/entity/Q743495,Cuneiform Tablet KHT 288,P531677
https://database.factgrid.de/entity/Q743498,Cuneiform Tablet KHT 261,P531831
https://database.factgrid.de/entity/Q743500,Cuneiform Tablet KHT 89,P532091
https://database.factgrid.de/entity/Q743502,Cuneiform Tablet KHT 82,P531570
