match_key_type,match_key,factgrid_qid,factgrid_label,source
cdli_id,263875,Q2142786,"Cuneiform Tablet BE 08/1, 045",factgrid_live_existing_artifact_register
cdli_id,P120541,Q1969139,"Cuneiform Tablet MVN 21, 304",factgrid_live_existing_artifact_register
cdli_id,120541,Q1969139,"Cuneiform Tablet MVN 21, 304",factgrid_live_existing_artifact_register
cdli_id,366915,Q2142787,"Cuneiform Tablet CT 56, 600",factgrid_live_existing_artifact_register
cdli_id,P366915,Q2142787,"Cuneiform Tablet CT 56, 600",factgrid_live_existing_artifact_register
cdli_id,523850,Q2142788,Cuneiform Tablet Peek 14,factgrid_live_existing_artifact_register
cdli_id,P523850,Q2142788,Cuneiform Tablet Peek 14,factgrid_live_existing_artifact_register
cdli_id,P417294,Q2142789,Cuneiform Tablet ROM 910x209.551,factgrid_live_existing_artifact_register
cdli_id,417294,Q2142789,Cuneiform Tablet ROM 910x209.551,factgrid_live_existing_artifact_register
cdli_id,P379619,Q2006739,"Cuneiform Tablet PPAC 5, 1299",factgrid_live_existing_artifact_register
cdli_id,379619,Q2006739,"Cuneiform Tablet PPAC 5, 1299",factgrid_live_existing_artifact_register
cdli_id,P201249,Q2009463,"Cuneiform Tablet Princeton 2, 251",factgrid_live_existing_artifact_register
cdli_id,201249,Q2009463,"Cuneiform Tablet Princeton 2, 251",factgrid_live_existing_artifact_register
cdli_id,241512,Q2142792,Cuneiform Tablet NMSI —,factgrid_live_existing_artifact_register
cdli_id,P241512,Q2142792,Cuneiform Tablet NMSI —,factgrid_live_existing_artifact_register
cdli_id,102826,Q1990682,"Cuneiform Tablet Atiqot 4, pl. 26 63",factgrid_live_existing_artifact_register
