factgrid_qid,tokenworks_qid,label,review_status,notes
Q389896,Q132022,Mari (mod. Tell Hariri),approved,"Q132022 was initially created from an erroneous lookup row as Gherla/Q389650; repurpose it as Mari and keep future finding-spot writes aligned."
