Unnamed: 0,P771,Len,Aen,FG_qid,P694,P48,FG_qid_url,P2,description_en
,,Pir Huseyin,,Q390067,246,Point(40.3875 38.1113),https://database.factgrid.de/entity/Q390067,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kermanshah,mod. Kermanshah,Q389732,247,Point(47.0649 34.314),https://database.factgrid.de/entity/Q389732,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Hadidi,,Q389855,248,Point(38.1507 36.2645),https://database.factgrid.de/entity/Q389855,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Sippar-Yahrurum (mod. Tell Abu Habbah),Sippar,Q389840,25,Point(44.2552 33.0605),https://database.factgrid.de/entity/Q389840,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Terqa (mod. Ashara),Terqa,Q389853,250,Point(40.5677 34.9229),https://database.factgrid.de/entity/Q389853,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Isqalluna (mod. Ashkelon),Ashkelon | Isqalluna,Q82414,251,Point(34.5471 31.6629),https://database.factgrid.de/entity/Q82414,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Adab (mod. Bismaya),Adab (city) | Adab,Q389603,252,Point(45.6233 31.9509),https://database.factgrid.de/entity/Q389603,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Dilbat (mod. Deilam),Dilbat,Q389857,253,Point(44.4668 32.2961),https://database.factgrid.de/entity/Q389857,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Geomapping Landscapes of Writing (GLoW),GLoW,Q898201,253,,https://database.factgrid.de/entity/Q898201,Q417872,Research project for building repositories curated datasets
,,Urkesh (mod. Tell Mozan),Urkesh | Urkiš,Q389942,254,Point(40.9975 37.0572),https://database.factgrid.de/entity/Q389942,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Sagub,,Q2099987,255,,https://database.factgrid.de/entity/Q2099987,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Tell Abta,,Q389918,257,Point(42.5619 35.9432),https://database.factgrid.de/entity/Q389918,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Elammu,,Q2099935,258,,https://database.factgrid.de/entity/Q2099935,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Tas-Silg,Ta' Berikka | Tas-Silġ,Q389649,259,Point(14.5519 35.8459),https://database.factgrid.de/entity/Q389649,Q8 | Q389596,"is a rounded hilltop on the south-east coast of the island of Malta, overlooking Marsaxlokk Bay, and close to the town of Żejtun"
,,Tuttul (mod. Tell Bi'a),Tuttul,Q389854,26,Point(39.0471 35.958),https://database.factgrid.de/entity/Q389854,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Nabada,Tell Beydar | Tall Baiydar,Q389891,260,Point(40.5872 36.7381),https://database.factgrid.de/entity/Q389891,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Mazyad,,Q389799,262,Point(44.5561 32.5932),https://database.factgrid.de/entity/Q389799,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Huzirina (mod. Sultantepe),Sultantepe | Huzirina,Q390056,263,Point(38.9062 37.0501),https://database.factgrid.de/entity/Q390056,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Old Makhmur,,Q389849,264,Point(43.5551 35.7742),https://database.factgrid.de/entity/Q389849,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Akhetaten (mod. el-Amarna),Amarna | Akhetaten,Q389610,266,Point(30.8959 27.64),https://database.factgrid.de/entity/Q389610,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Alu-binatu,,Q2099901,267,,https://database.factgrid.de/entity/Q2099901,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Umm el-Hafriyat,,Q389792,268,Point(45.4813 32.1323),https://database.factgrid.de/entity/Q389792,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Pāra,Para | Barah,Q389821,27,Point(41.4851 36.3757),https://database.factgrid.de/entity/Q389821,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Karkemish (mod. Djerabis),Karkemish,Q389957,270,Point(38.0156 36.8294),https://database.factgrid.de/entity/Q389957,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Zawiyya,,Q389980,271,Point(42.1725 34.2925),https://database.factgrid.de/entity/Q389980,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Megiddo,Tel Megiddo,Q389635,272,Point(35.1828 32.5822),https://database.factgrid.de/entity/Q389635,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Negub tunnel,,Q390019,273,Point(43.4762 36.0446),https://database.factgrid.de/entity/Q390019,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Ḫadiranu-ša-Nabu,,Q2099944,274,,https://database.factgrid.de/entity/Q2099944,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Imgur-Enlil (mod. Balawat),Balawat | Imgur-Enlil,Q389827,275,Point(43.4033 36.2294),https://database.factgrid.de/entity/Q389827,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Haradum (mod. Khirbet ed-Diniye),Haradum,Q389967,276,Point(41.5866 34.4611),https://database.factgrid.de/entity/Q389967,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Dawali,,Q389810,277,Point(41.9912 34.4535),https://database.factgrid.de/entity/Q389810,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Umm Chatil,,Q389815,278,Point(46.5784 31.3901),https://database.factgrid.de/entity/Q389815,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Nihavand,,Q390022,28,Point(48.3769 34.1889),https://database.factgrid.de/entity/Q390022,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Shadad,,Q389721,280,Point(57.7405 30.4279),https://database.factgrid.de/entity/Q389721,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Samarra,Sāmmarā | Samarra,Q91165,282,Point(43.8667 34.2) | Point(43.8795 34.2291),https://database.factgrid.de/entity/Q91165,Q8 | Q389596,"city, ancient location and modern archaeological excavation site"
,,Ortaköy,Sapinuwa | mod. Ortaköy,Q390033,283,Point(35.2375 40.2541),https://database.factgrid.de/entity/Q390033,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Ghazir,,Q389700,284,Point(49.4149 31.3597),https://database.factgrid.de/entity/Q389700,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tepe Gawra,Tapah Gawra,Q389836,285,Point(43.2604 36.4958),https://database.factgrid.de/entity/Q389836,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Anšan (mod. Tell Malyan),"Malyan, Fars | Anšan",Q389701,286,Point(52.4123 30.0119),https://database.factgrid.de/entity/Q389701,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Alu-eššu,,Q2099902,287,,https://database.factgrid.de/entity/Q2099902,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Šubat-Enlil (mod. Leilan),Tell Leilan | Šubat-Enlil,Q389934,289,Point(41.5069 36.9579),https://database.factgrid.de/entity/Q389934,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Surru,,Q2099995,29,,https://database.factgrid.de/entity/Q2099995,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Dur-Šarrukin (mod. Khorsabad),Dur-Sharrukin | Dur-Šarrukin,Q389969,290,Point(43.2347 36.5035),https://database.factgrid.de/entity/Q389969,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kanesh (mod. Kültepe),Kültepe | Kanesh | Anisa | Kaneš | Aniša | Kaniš | Nēša | Nesha | Nessa | Nesa | Anisha,Q390036,291,Point(35.6365 38.8517) | Point(35.633333333333 38.85),https://database.factgrid.de/entity/Q390036,Q8 | Q389596 | Q1785688,ancient location and modern archaeological excavation site
,,Nahr el-Kelb,Nahr el-Kalb,Q390023,292,Point(35.5966 33.9554),https://database.factgrid.de/entity/Q390023,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell al-Hawa,,Q389881,293,Point(42.3012 36.7482),https://database.factgrid.de/entity/Q389881,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Ghdairife,,Q389926,295,Point(44.2649 34.1818),https://database.factgrid.de/entity/Q389926,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Nereb (mod. Neirab),Nereb,Q390024,296,Point(37.2265 36.1777),https://database.factgrid.de/entity/Q390024,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Rabat Tepe,,Q389977,297,Point(45.5397 36.201),https://database.factgrid.de/entity/Q389977,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tall Abū ‘Antīk,Pi-Kasî,Q389844,298,Point(44.6393 32.1311),https://database.factgrid.de/entity/Q389844,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Babylon,Bābīl | Amran,Q389820,200 | 299,Point(44.4258 32.535),https://database.factgrid.de/entity/Q389820,Q8 | Q389596 | Q997797,ancient location and modern archaeological excavation site
,,Mugdan,Mukdan | Umm al-Jir,Q389791,3,Point(44.8501 32.6497),https://database.factgrid.de/entity/Q389791,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kahat (mod. Tell Barri),Tell Barri | Kahat,Q389889,300,Point(41.127 36.7386),https://database.factgrid.de/entity/Q389889,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Ishan Hafudh,Išān Hāfudh,Q389797,301,Point(45.4207 31.9569),https://database.factgrid.de/entity/Q389797,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kilizu (mod. Qasr Shamamuk),Kilizu,Q390003,302,Point(43.7514 36.1039),https://database.factgrid.de/entity/Q390003,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Isin (mod. Bahriyat),Isin,Q389800,303,Point(45.2688 31.8852),https://database.factgrid.de/entity/Q389800,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Til Barsip (mod. Tell Ahmar),Til Barsip,Q389846,304,Point(38.1209 36.6743),https://database.factgrid.de/entity/Q389846,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Zippori,Sepphoris,Q389673,307,Point(35.279 32.7529),https://database.factgrid.de/entity/Q389673,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Saba'a,,Q389984,308,Point(41.081 34.7579),https://database.factgrid.de/entity/Q389984,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Shahr-i Sokhta,Shahr-e Sukhteh | Shahr-i Sūkhta,Q389722,309,Point(61.328 30.5961),https://database.factgrid.de/entity/Q389722,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Bit-zerija,,Q2099927,31,,https://database.factgrid.de/entity/Q2099927,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Aşağı Yarımca,,Q390057,310,Point(38.969 36.8949),https://database.factgrid.de/entity/Q390057,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell en-Nasbeh,Tel en-Nasbeh,Q389676,312,Point(35.2166 31.8851),https://database.factgrid.de/entity/Q389676,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Nar-Madanu,mod. Nar-Madanu,Q2099977,313,,https://database.factgrid.de/entity/Q2099977,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Kisurra (mod. Abu Hatab),Kisurra,Q389796,314,Point(45.481 31.8383),https://database.factgrid.de/entity/Q389796,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Baḫe,,Q2099913,316,,https://database.factgrid.de/entity/Q2099913,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Tell Jidr,,Q389892,318,Point(45.7032 31.8254),https://database.factgrid.de/entity/Q389892,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Fakhariyah,Tell Fekheriye | mod. Tell Fakhariyah,Q389870,32,Point(40.0707 36.8424),https://database.factgrid.de/entity/Q389870,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kuara,Kuara (Sumer) | Tall al-Laḥam | Tel Laham,Q389873,33 | 191,Point(45.4062 32.0509),https://database.factgrid.de/entity/Q389873,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Taban,,Q389915,34,Point(40.7878 36.3362),https://database.factgrid.de/entity/Q389915,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Ḫadatu (mod. Arslan Tash),Ḫadatu,Q389789,35,Point(38.4078 36.8484),https://database.factgrid.de/entity/Q389789,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Hammam et-Turkman,Tel Hammam et-Turkman,Q389899,36,Point(39.0569 36.4825),https://database.factgrid.de/entity/Q389899,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kian (Tell Shmid),,Q389988,360,Point(45.8326 31.7477),https://database.factgrid.de/entity/Q389988,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kish (mod. Tell Barguthiat),Girumu,Q389777,361,Point(44.7947 32.7029),https://database.factgrid.de/entity/Q389777,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Adabilu,,Q2099893,362,,https://database.factgrid.de/entity/Q2099893,Q389596 | Q8,
,,Asdūdu (mod. Ashdod),Asdûdu,Q389630,364,Point(34.6593 31.756),https://database.factgrid.de/entity/Q389630,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Burmarina (mod. Tell Shiukh Fawqani),Burmarina,Q389864,365,Point(38.0359 36.7875),https://database.factgrid.de/entity/Q389864,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Bāb-ṣubbāti,,Q2099912,366,,https://database.factgrid.de/entity/Q2099912,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Abī-rām,,Q2099914,367,,https://database.factgrid.de/entity/Q2099914,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Bāba-ēriš,,Q2099915,368,,https://database.factgrid.de/entity/Q2099915,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Dibušiti,,Q2099917,369,,https://database.factgrid.de/entity/Q2099917,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Kapru,,Q2099960,37,,https://database.factgrid.de/entity/Q2099960,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Našar,,Q2099922,370,,https://database.factgrid.de/entity/Q2099922,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Naʾinnašu,,Q2099923,371,,https://database.factgrid.de/entity/Q2099923,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-ham...,,Q2099919,372,,https://database.factgrid.de/entity/Q2099919,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Bīt-Šinqā,,Q2099925,373,,https://database.factgrid.de/entity/Q2099925,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Kourion (mod. Cyprus),Kourion,Q389604,375,Point(32.8844 34.6666),https://database.factgrid.de/entity/Q389604,Q8 | Q389596,ancient location and modern archaeological excavation site
,,"Dilmun (mod. A'ali, Bahrain)",Dilmun,Q389998,376,Point(50.5256 26.1517),https://database.factgrid.de/entity/Q389998,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Dilmun (mod. Qal'at al-Bahrain),Qal'at al-Bahrain | Dilmun,Q390005,377,Point(50.5209 26.2328),https://database.factgrid.de/entity/Q390005,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Du-Enlila,,Q2099931,378,,https://database.factgrid.de/entity/Q2099931,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Ešura,,Q2099938,379,,https://database.factgrid.de/entity/Q2099938,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Garšana (mod. uncertain),Garšana,Q389888,38,Point(46.1189 31.4433),https://database.factgrid.de/entity/Q389888,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Gišša (mod. Umm al-Aqarib),,Q389882,101 | 381,Point(45.9339 31.6207),https://database.factgrid.de/entity/Q389882,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Halicarnassus,Mausoleum at Halicarnassus | Halikarnassos | Halicarnassus,Q389653,382,Point(27.4241 37.0379),https://database.factgrid.de/entity/Q389653,Q8 | Q389596 | Q1342043,ancient location and modern archaeological excavation site
,,Hamat,,Q2099946,383,,https://database.factgrid.de/entity/Q2099946,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Hamath (mod. Hama),Hama | Hamath,Q85914,384,Point(36.75 35.133333333) | Point(36.7479 35.131),https://database.factgrid.de/entity/Q85914,Q8 | Q389596,"town in Syria, ancient location and modern archaeological excavation site"
,,Hazatu,,Q2099948,385,,https://database.factgrid.de/entity/Q2099948,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Himuru,,Q2099950,386,,https://database.factgrid.de/entity/Q2099950,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Idu (mod. Hīt),Idu (city) | Idu,Q389981,387,Point(44.6965 35.8739),https://database.factgrid.de/entity/Q389981,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kašši...,,Q2099963,388,,https://database.factgrid.de/entity/Q2099963,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Lagash (mod. El-Hiba),Lagash | Lagaš,Q389880,39,Point(46.4108 31.4182),https://database.factgrid.de/entity/Q389880,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kišesim (mod. Najafabad),,Q389744,392,Point(47.9761 34.6527),https://database.factgrid.de/entity/Q389744,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Ma'allanate,,Q2099972,393,,https://database.factgrid.de/entity/Q2099972,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Marqasu (mod. Kahramanmaraş),Marash | Marqasi | Kahramanmaraş,Q390045,394,Point(36.9253 37.587),https://database.factgrid.de/entity/Q390045,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Melidu (mod. Arslantepe),Melid | Arslantepe Höyüğü,Q390052,395,Point(38.3612 38.382),https://database.factgrid.de/entity/Q390052,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Pašime (mod. Tell Abu Sheeja),Pashime | Pašime,Q389842,396,Point(47.1479 32.3944),https://database.factgrid.de/entity/Q389842,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Qāṭīnu,,Q2099983,397,,https://database.factgrid.de/entity/Q2099983,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Samerina (mod. Samaria),Samaria (ancient city),Q389651,398,Point(35.1897 32.2763),https://database.factgrid.de/entity/Q389651,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Hissar,Tepe Hissar,Q389689,4,Point(54.3851 36.1544),https://database.factgrid.de/entity/Q389689,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Sirara (mod. Tell Zurghul),Nigin,Q389819,40 | 399,Point(46.4948 31.3777),https://database.factgrid.de/entity/Q389819,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Surkh Dum (mod. Luristan),,Q389717,400,Point(47.7079 33.5064),https://database.factgrid.de/entity/Q389717,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Susarra (mod. Tell Shemshara),Tell Shemshara | Šušarra,Q389912,401,Point(44.9384 36.2016),https://database.factgrid.de/entity/Q389912,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tema (mod. Tayma),Tayma,Q389952,402,Point(38.5499 27.6219),https://database.factgrid.de/entity/Q389952,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Thêbai (mod. Thebes Beoticia Greece),"Thebes, Greece",Q92481,403,Point(23.3177 38.3207),https://database.factgrid.de/entity/Q92481,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Timnah (mod. Khirbet Tibneh),Timnah,Q389640,404,Point(34.911 31.7847),https://database.factgrid.de/entity/Q389640,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tunip (mod. Acharneh),Tunip,Q389867,405,Point(36.3959 35.2877),https://database.factgrid.de/entity/Q389867,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Yāhūdu,,Q2100037,406,,https://database.factgrid.de/entity/Q2100037,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Aqabi,mod. Aqabi,Q2099909,407,,https://database.factgrid.de/entity/Q2099909,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Brissa,,Q389826,408,Point(36.3117 34.4309),https://database.factgrid.de/entity/Q389826,Q8 | Q389596,ancient location and modern archaeological excavation site
,,El-Khargeh,Temple of Hibis | Al-Kharjah,Q389609,409,Point(30.5552 25.4764),https://database.factgrid.de/entity/Q389609,Q8 | Q389596,ancient location and modern archaeological excavation site
,,GARIN-naḫallum,,Q2099940,41,,https://database.factgrid.de/entity/Q2099940,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Failaka,,Q389985,410,Point(48.2779 29.4303),https://database.factgrid.de/entity/Q389985,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Gherla,,Q389650,412,Point(23.8915 47.0195),https://database.factgrid.de/entity/Q389650,Q8 | Q389596,"locality in Cluj County, Romania"
,,Kabret,,Q389620,413,Point(32.4914 30.2285),https://database.factgrid.de/entity/Q389620,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Kam-Firouz,Kamfiruz,Q389731,414,Point(52.1962 30.3241),https://database.factgrid.de/entity/Q389731,Q8 | Q389596,ancient location and modern archaeological excavation site
,,"Kastri, Cythera","Kastri, Cythera",Q389626,415,Point(22.9979 36.2584),https://database.factgrid.de/entity/Q389626,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Konar Sandal,,Q389734,416,Point(57.7787 28.4494),https://database.factgrid.de/entity/Q389734,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Lacarna,Kition,Q389605,417,Point(33.6329 34.9201),https://database.factgrid.de/entity/Q389605,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Mahmudiyah,mod. Mahmudiyah,Q2099974,418,,https://database.factgrid.de/entity/Q2099974,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Merj Khamis,mod. Merj Khamis,Q2099975,419,,https://database.factgrid.de/entity/Q2099975,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Jebel Aruda,,Q389953,42,Point(38.0984 36.2349),https://database.factgrid.de/entity/Q389953,Q8 | Q389596,ancient location and modern archaeological excavation site
,,mod. Mount Elvend,Ganjnameh | mod. Mount Elvend,Q389737,420,Point(48.4373 34.7622),https://database.factgrid.de/entity/Q389737,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Naqish-e Rostam,"Kastri, Cythera | Naqsh Rustam | Naqš-i-Rustam",Q389745,422,Point(52.8745 29.9885),https://database.factgrid.de/entity/Q389745,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Sela,,Q389812,424,Point(35.5779 30.7823),https://database.factgrid.de/entity/Q389812,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Shir as-Sanam,,Q389989,425,Point(36.2443 34.498),https://database.factgrid.de/entity/Q389989,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Suez,Kubri,Q389621,427,Point(32.5527 30.113),https://database.factgrid.de/entity/Q389621,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tall al-Farḥa,Ḫabuba,Q389773,428,Point(43.4612 35.2652),https://database.factgrid.de/entity/Q389773,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tangivar,Tang-i Var | Tankīwar,Q389703,429,Point(46.6182 34.9961),https://database.factgrid.de/entity/Q389703,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Baradan,,Q389887,431,Point(45.0512 34.191),https://database.factgrid.de/entity/Q389887,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Subeidi,,Q389904,433,Point(45.0312 34.1982),https://database.factgrid.de/entity/Q389904,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tall Soukās,,Q389907,434,Point(35.9229 35.306),https://database.factgrid.de/entity/Q389907,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Taanach,Ti'inik,Q389678,435,Point(35.2195 32.5216),https://database.factgrid.de/entity/Q389678,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell Yelkhi,,Q389946,436,Point(45.0013 34.2856),https://database.factgrid.de/entity/Q389946,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell el-Hesi,Tel el-Hesi,Q389645,437,Point(34.7307 31.5474),https://database.factgrid.de/entity/Q389645,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tell el-Maskuta,,Q389613,438,Point(32.1002 30.5539),https://database.factgrid.de/entity/Q389613,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Habuba Kabira,Ḥabūbah,Q389670,44,Point(38.0609 36.1501),https://database.factgrid.de/entity/Q389670,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tilmen Höyük,,Q390041,440,Point(36.7037 37.0302),https://database.factgrid.de/entity/Q390041,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Turlu Höyük,Şehzade Höyük,Q390048,441,Point(37.7581 37.0676),https://database.factgrid.de/entity/Q390048,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Uluburun,mod. Uluburun,Q2100035,442,Point(30.42547561111111 36.25024769444445),https://database.factgrid.de/entity/Q2100035,Q389596 | Q8,ancient location and modern archaeological excavation site
,,al Ḥā'iṭ,Padakku,Q389806,112 | 443,Point(40.4668 25.9786),https://database.factgrid.de/entity/Q389806,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Shishin,Šišin,Q389990,444,Point(42.574 33.9716),https://database.factgrid.de/entity/Q389990,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Āl-šarri,,Q2099899,445,,https://database.factgrid.de/entity/Q2099899,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Āl-šarri-ša-qašti-eššeti,,Q2099900,446,,https://database.factgrid.de/entity/Q2099900,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Ālu-ša-Našar,,Q2099903,447,,https://database.factgrid.de/entity/Q2099903,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Ālu-ša-Ṭūb-Yāma,,Q2099905,448,,https://database.factgrid.de/entity/Q2099905,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Dusabar,,Q2099932,45,,https://database.factgrid.de/entity/Q2099932,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Hazor,Tel Hazor,Q389677,46,Point(35.5654 33.0209),https://database.factgrid.de/entity/Q389677,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Gubla (mod. Byblos),Byblos | Gubla,Q389955,47,Point(35.646 34.1191),https://database.factgrid.de/entity/Q389955,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Irisagrig,Iri-sagrig,Q390161,48,Point(45.3689 32.1529),https://database.factgrid.de/entity/Q390161,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tappika,Maşat Höyük | Tapigga | Masat Höyük,Q390037,5,Point(35.7624 40.1481),https://database.factgrid.de/entity/Q390037,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Tigunānum,,Q2100023,51,,https://database.factgrid.de/entity/Q2100023,Q389596 | Q8,ancient location and modern archaeological excavation site
,,Šibaniba (mod. Tell Billa),Shibaniba | Šibaniba,Q389804,176 | 526,Point(43.3481 36.4335),https://database.factgrid.de/entity/Q389804,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Hillah,Al-Ḥilah | Hillah,Q86331,53,Point(44.4333 32.4833) | Point(44.4361 32.4844),https://database.factgrid.de/entity/Q86331,Q8 | Q389596,city in Iraq and ancient location and modern archaeological excavation site
,,Šuruppak (mod. Fara),Shuruppak | Šuruppak,Q389927,54,Point(45.5113 31.7772),https://database.factgrid.de/entity/Q389927,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Upi (mod. Opis),Opis | Upi,Q389795,55,Point(44.7014 33.1844),https://database.factgrid.de/entity/Q389795,Q8 | Q389596,ancient location and modern archaeological excavation site
,,Agamatanu,,Q2099895,56,,https://database.factgrid.de/entity/Q2099895,Q389596 | Q8,
,,Aqa,,Q2099908,57,,https://database.factgrid.de/entity/Q2099908,Q389596 | Q8,ancient location and modern archaeological excavation site
