FactGrid_ID,Label,Alias,Description,Category,Part_of1,Volumes,Part_of2,Part_of3,Volume_nr,Oracc_website,Corpus,License,License_date,License_date_begin,Online_data,Research_Contribution,Archaeological_Project
FG_Qid,Len,Aen,Den,P2,P8,P613,P8,P8,qal105,P156,P146,P180,qal106,P49,P887,P131,P1074
https://database.factgrid.de/wiki/Item:Q780621,Astronomical Diaries and Related Texts 1,adart1,Research project within the ORACC database,Q417872,Q425152,,,Q800728,1,http://oracc.museum.upenn.edu/adsd/adart1,https://oracc.museum.upenn.edu/adsd/adart1/corpus,Q780614,2007,2018,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780622,Astronomical Diaries and Related Texts 2,adart2,Research project within the ORACC database,Q417872,Q425152,,,Q800728,2,http://oracc.museum.upenn.edu/adsd/adart2,https://oracc.museum.upenn.edu/adsd/adart2/corpus,Q780614,2007,2018,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780623,Astronomical Diaries and Related Texts 3,adart3,Research project within the ORACC database,Q417872,Q425152,,,Q800728,3,http://oracc.museum.upenn.edu/adsd/adart3,https://oracc.museum.upenn.edu/adsd/adart3/corpus,Q780614,2007,2018,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780624,Astronomical Diaries and Related Texts 5,adart5,Research project within the ORACC database,Q417872,Q425152,,,Q800728,5,http://oracc.museum.upenn.edu/adsd/adart5,https://oracc.museum.upenn.edu/adsd/adart5/corpus,Q780614,2007,2019,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780625,Astronomical Diaries and Related Texts 6,adart6,Research project within the ORACC database,Q417872,Q425152,,,Q800728,6,http://oracc.museum.upenn.edu/adsd/adart6,https://oracc.museum.upenn.edu/adsd/adart6/corpus,Q780614,2007,2019,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q800728,Astronomical Diaries Digital,adsd,Research project within the ORACC database,Q417872,Q425152,6 Volume,,,,https://oracc.museum.upenn.edu/adsd/,https://oracc.museum.upenn.edu/adsd/,Q780614,2007,2018,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780613,Assyrian Empire Builders,aebp,Research project within the ORACC database,Q417872,Q425152,,,Q800726,,http://oracc.museum.upenn.edu/saao/aebp,http://oracc.museum.upenn.edu/saao/aebp,Q780614,2007,2009,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780627,Statue of Idrimi,aemw alalakh idrimi,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/aemw/alalakh/idrimi,https://oracc.museum.upenn.edu/aemw/alalakh/idrimi/corpus/,Q780614,2007,2015,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780626,The Amarna Letters,aemw amarna,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/aemw/amarna,https://oracc.museum.upenn.edu/aemw/amarna/pager,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780628,Achaemenid Royal Inscriptions online,ario,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/ario,https://oracc.museum.upenn.edu/ario/corpus/,Q780614,2007,2016,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780629,Ancient Records of Middle Eastern Polities,armep,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/armep,https://oracc.museum.upenn.edu/armep/pager,Q780614,2007,2016,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780630,The Nineveh Medical Project,asbp ninmed,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/asbp/rlasb,https://oracc.museum.upenn.edu/asbp/rlasb/pager,Q780614,2007,2022,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780631,Reading the Library of Ashurbanipal project,asbp rlasb,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/asbp/ninmed,https://oracc.museum.upenn.edu/asbp/ninmed/pager,Q780614,2007,2013,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780632,Neo-Assyrian Archival Texts from Assur,assur,Research project within the ORACC database,Q417872,Q425152,,Q780641,Q800732,,http://oracc.museum.upenn.edu/atae/assur,https://oracc.museum.upenn.edu/atae/assur/corpus,Q780614,2007,2021,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q800732,Archival Texts of the Assyrian Empire (ATAE),atae,Research project within the ORACC database,Q417872,Q425152,16 Volume,Q780641,,,https://oracc.museum.upenn.edu/atae/,https://oracc.museum.upenn.edu/atae/corpus,Q780614,2007,2017,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780649,Corpus of Babylonian Texts Concerning the Urban Landscape,babcity,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/babcity,https://oracc.museum.upenn.edu/babcity/pager,Q780614,2007,2021,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780650,Bilinguals in Late Mesopotamian Scholarship,blms,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/blms,https://oracc.museum.upenn.edu/blms/corpus,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780652,Babylonian Topographical Texts Online,btto,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/btto,https://oracc.museum.upenn.edu/btto/corpus,Q780614,2007,2019,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780633,Neo-Assyrian Archival Texts from Burmarina,burmarina,Research project within the ORACC database,Q417872,Q425152,,Q780641,Q800732,,http://oracc.museum.upenn.edu/atae/burmarina,https://oracc.museum.upenn.edu/atae/burmarina/corpus,Q780614,2007,2020,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780653,Ancient Knowledge Networks online,cams akno,Research project within the ORACC database,Q417872,Q425152,,,,,https://oracc.museum.upenn.edu/cams/akno/,https://oracc.museum.upenn.edu/cams/akno/,Q780616,2018,2018,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780654,Geography of Knowledge Corpus,cams gkab,Research project within the ORACC database,Q417872,Q425152,,,,,https://oracc.museum.upenn.edu/cams/gkab/,https://oracc.museum.upenn.edu/cams/gkab/corpus/,Q780614,2007,2007,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780655,Corpus of Kassite Sumerian Texts,ckst,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/ckst,https://oracc.museum.upenn.edu/ckst/pager,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780656,Corpus of Mesopotamian Anti-witchcraft Rituals online,cmawro,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/cmawro/,https://oracc.museum.upenn.edu/cmawro/corpus,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780656,"Corpus of Mesopotamian Anti-witchcraft Rituals, vol. 1",cmawro cmawr1,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/cmawro/,https://oracc.museum.upenn.edu/cmawro/corpus,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780656,"Corpus of Mesopotamian Anti-witchcraft Rituals, vol. 2",cmawro cmawr2,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/cmawro/cmawr2,https://oracc.museum.upenn.edu/cmawro/corpus,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780656,"Corpus of Mesopotamian Anti-witchcraft Rituals, vol. 3",cmawro cmawr3,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/cmawro/,https://oracc.museum.upenn.edu/cmawro/corpus,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780656,Corpus of Mesopotamian Anti-witchcraft Rituals online: Maqlû,cmawro maqlu,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/cmawro/maqlu,http://oracc.museum.upenn.edu/cmawro/maqlu,Q780614,2007,2014,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780665,Digital Corpus of Cuneiform Lexical Texts,dcclt,Research project within the ORACC database,Q417872,Q425152,,,,,https://oracc.museum.upenn.edu/dcclt/,https://oracc.museum.upenn.edu/dcclt/corpus,Q780614,2007,2003,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780667,Digital Corpus of Cuneiform Lexical Texts: Ebla,dcclt ebla,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/dcclt/ebla,https://oracc.museum.upenn.edu/dcclt/ebla/corpus,Q780614,2007,2003,https://doi.org/10.5281/zenodo.10794626,Q389597,
https://database.factgrid.de/wiki/Item:Q780668,Digital Corpus of Cuneiform Lexical Texts: Jena,dcclt jena,Research project within the ORACC database,Q417872,Q425152,,,,,http://oracc.museum.upenn.edu/dcclt/jena,https://oracc.museum.upenn.edu/dcclt/jena/pager,Q780614,2007,2015,https://doi.org/10.5281/zenodo.10794626,Q389597,
