FG_qid,FG_qid_url,Len,Aen,P694,P48,P2,description_en,source_file
Q2099991,https://database.factgrid.de/entity/Q2099991,Šašrum,,186,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099994,https://database.factgrid.de/entity/Q2099994,Ṣurmeš,,70,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099995,https://database.factgrid.de/entity/Q2099995,Surru,,29,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100021,https://database.factgrid.de/entity/Q2100021,Tell Khaiber,,635,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100023,https://database.factgrid.de/entity/Q2100023,Tigunānum,,51,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q82414,https://database.factgrid.de/entity/Q82414,Isqalluna (mod. Ashkelon),,251,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q85914,https://database.factgrid.de/entity/Q85914,Hamath (mod. Hama),,384,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q92481,https://database.factgrid.de/entity/Q92481,Thêbai (mod. Thebes Beoticia Greece),,403,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389620,https://database.factgrid.de/entity/Q389620,Kabret,,413,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389621,https://database.factgrid.de/entity/Q389621,Suez,,427,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389635,https://database.factgrid.de/entity/Q389635,Megiddo,,272,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389640,https://database.factgrid.de/entity/Q389640,Timnah (mod. Khirbet Tibneh),,404,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389658,https://database.factgrid.de/entity/Q389658,Ḫattusa (mod. Boğazkale),,171,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389678,https://database.factgrid.de/entity/Q389678,Tell Taanach,,435,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389687,https://database.factgrid.de/entity/Q389687,Behistun,,237,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389721,https://database.factgrid.de/entity/Q389721,Shadad,,280,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389744,https://database.factgrid.de/entity/Q389744,Kišesim (mod. Najafabad),,392,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389752,https://database.factgrid.de/entity/Q389752,Gavar,,752,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389797,https://database.factgrid.de/entity/Q389797,Ishan Hafudh,,301,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389799,https://database.factgrid.de/entity/Q389799,Mazyad,,262,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389800,https://database.factgrid.de/entity/Q389800,Isin (mod. Bahriyat),,303,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389810,https://database.factgrid.de/entity/Q389810,Dawali,,277,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389815,https://database.factgrid.de/entity/Q389815,Umm Chatil,,278,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389819,https://database.factgrid.de/entity/Q389819,Sirara (mod. Tell Zurghul),,399,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389823,https://database.factgrid.de/entity/Q389823,Bavian,,240,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389836,https://database.factgrid.de/entity/Q389836,Tepe Gawra,,285,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389855,https://database.factgrid.de/entity/Q389855,Hadidi,,248,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389857,https://database.factgrid.de/entity/Q389857,Dilbat (mod. Deilam),,253,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389864,https://database.factgrid.de/entity/Q389864,Burmarina (mod. Tell Shiukh Fawqani),,365,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389867,https://database.factgrid.de/entity/Q389867,Tunip (mod. Acharneh),,405,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389881,https://database.factgrid.de/entity/Q389881,Tell al-Hawa,,293,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389882,https://database.factgrid.de/entity/Q389882,Gišša (mod. Umm al-Aqarib),,381,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389889,https://database.factgrid.de/entity/Q389889,Kahat (mod. Tell Barri),,300,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389905,https://database.factgrid.de/entity/Q389905,Tell Sifr,,167,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389907,https://database.factgrid.de/entity/Q389907,Tall Soukās,,434,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389934,https://database.factgrid.de/entity/Q389934,Šubat-Enlil (mod. Leilan),,289,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389946,https://database.factgrid.de/entity/Q389946,Tell Yelkhi,,436,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389948,https://database.factgrid.de/entity/Q389948,Kar-Tukulti-Ninurta (mod. Tulul al-ʿAqir),,234,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389974,https://database.factgrid.de/entity/Q389974,Ras Ibn Hani,,94,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389980,https://database.factgrid.de/entity/Q389980,Zawiyya,,271,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389981,https://database.factgrid.de/entity/Q389981,Idu (mod. Hīt),,387,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389984,https://database.factgrid.de/entity/Q389984,Saba'a,,308,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389989,https://database.factgrid.de/entity/Q389989,Shir as-Sanam,,425,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390001,https://database.factgrid.de/entity/Q390001,Assur,,205,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390003,https://database.factgrid.de/entity/Q390003,Kilizu (mod. Qasr Shamamuk),,302,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390005,https://database.factgrid.de/entity/Q390005,Dilmun (mod. Qal'at al-Bahrain),,377,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390014,https://database.factgrid.de/entity/Q390014,Kish (mod. Tell el-Bender),,281,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390014,https://database.factgrid.de/entity/Q390014,Kish (mod. Tell el-Bender),,391,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390020,https://database.factgrid.de/entity/Q390020,Nimrud,,229,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390024,https://database.factgrid.de/entity/Q390024,Nereb (mod. Neirab),,296,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390025,https://database.factgrid.de/entity/Q390025,Nineveh,,86,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390033,https://database.factgrid.de/entity/Q390033,Ortaköy,,283,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390036,https://database.factgrid.de/entity/Q390036,Kanesh (mod. Kültepe),,291,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390048,https://database.factgrid.de/entity/Q390048,Turlu Höyük,,441,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390056,https://database.factgrid.de/entity/Q390056,Huzirina (mod. Sultantepe),,263,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390159,https://database.factgrid.de/entity/Q390159,Tell Sabaa,,126,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2074169,https://database.factgrid.de/entity/Q2074169,Abū Ṭbīrah,,678,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099891,https://database.factgrid.de/entity/Q2099891,Abū Jāmūs,,664,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099894,https://database.factgrid.de/entity/Q2099894,Adilcevaz,,659,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099896,https://database.factgrid.de/entity/Q2099896,Tripoli,,647,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099899,https://database.factgrid.de/entity/Q2099899,Āl-šarri,,445,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099900,https://database.factgrid.de/entity/Q2099900,Āl-šarri-ša-qašti-eššeti,,446,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099901,https://database.factgrid.de/entity/Q2099901,Alu-binatu,,267,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099902,https://database.factgrid.de/entity/Q2099902,Alu-eššu,,287,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099907,https://database.factgrid.de/entity/Q2099907,Apšu,,1022,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099909,https://database.factgrid.de/entity/Q2099909,Aqabi,,407,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099914,https://database.factgrid.de/entity/Q2099914,Bīt-Abī-rām,,367,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099922,https://database.factgrid.de/entity/Q2099922,Bīt-Našar,,370,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099929,https://database.factgrid.de/entity/Q2099929,Chenar-e Pain,,653,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099930,https://database.factgrid.de/entity/Q2099930,Chia Puikeh,,655,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099931,https://database.factgrid.de/entity/Q2099931,Du-Enlila,,378,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099935,https://database.factgrid.de/entity/Q2099935,Elammu,,258,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099937,https://database.factgrid.de/entity/Q2099937,Eskiharran,,738,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099944,https://database.factgrid.de/entity/Q2099944,Ḫadiranu-ša-Nabu,,274,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099946,https://database.factgrid.de/entity/Q2099946,Hamat,,383,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099948,https://database.factgrid.de/entity/Q2099948,Hazatu,,385,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099950,https://database.factgrid.de/entity/Q2099950,Himuru,,386,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099951,https://database.factgrid.de/entity/Q2099951,Hisartepe,,724,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099952,https://database.factgrid.de/entity/Q2099952,Hour Soleiman,,654,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099955,https://database.factgrid.de/entity/Q2099955,Idfū,,736,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099957,https://database.factgrid.de/entity/Q2099957,Irákleio,,718,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099963,https://database.factgrid.de/entity/Q2099963,Kašši...,,388,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099972,https://database.factgrid.de/entity/Q2099972,Ma'allanate,,393,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099983,https://database.factgrid.de/entity/Q2099983,Qāṭīnu,,397,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099988,https://database.factgrid.de/entity/Q2099988,Šaḫrinu,,87,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099993,https://database.factgrid.de/entity/Q2099993,Šuppatu,,1019,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099998,https://database.factgrid.de/entity/Q2099998,Tag,,617,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099999,https://database.factgrid.de/entity/Q2099999,Tall Abū al-Dhahab,,658,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100000,https://database.factgrid.de/entity/Q2100000,Tall Āfis,,661,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100001,https://database.factgrid.de/entity/Q2100001,Tall al-Ḍabʻa,,722,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100004,https://database.factgrid.de/entity/Q2100004,Tall al-Qaddīsah Barbārah,,634,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100005,https://database.factgrid.de/entity/Q2100005,Tall Bāzy,,692,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100006,https://database.factgrid.de/entity/Q2100006,Tall Bint al-Amīr,,685,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100007,https://database.factgrid.de/entity/Q2100007,Tall Ḥadwat al-Faras,,766,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100012,https://database.factgrid.de/entity/Q2100012,Tall-I Nokhodi,,649,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100015,https://database.factgrid.de/entity/Q2100015,Tel Hebron,,771,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100016,https://database.factgrid.de/entity/Q2100016,Tell Abu Galgal,,645,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100018,https://database.factgrid.de/entity/Q2100018,Tell Bāshir,,650,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100020,https://database.factgrid.de/entity/Q2100020,Tell Kar,,641,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100028,https://database.factgrid.de/entity/Q2100028,Tulūl al-Fāj,,660,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100029,https://database.factgrid.de/entity/Q2100029,Tulūl al-Khāldiyah,,949,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100030,https://database.factgrid.de/entity/Q2100030,Tulūl Bismāyah,,706,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100037,https://database.factgrid.de/entity/Q2100037,Yāhūdu,,406,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100042,https://database.factgrid.de/entity/Q2100042,Ηeraio Samou,,780,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q86331,https://database.factgrid.de/entity/Q86331,Hillah,,53,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q91165,https://database.factgrid.de/entity/Q91165,Samarra,,282,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389603,https://database.factgrid.de/entity/Q389603,Adab (mod. Bismaya),,252,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389604,https://database.factgrid.de/entity/Q389604,Kourion (mod. Cyprus),,375,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389605,https://database.factgrid.de/entity/Q389605,Lacarna,,417,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389607,https://database.factgrid.de/entity/Q389607,"Abdju (mod. Abydos, Egypt)",,104,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389609,https://database.factgrid.de/entity/Q389609,El-Khargeh,,409,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389613,https://database.factgrid.de/entity/Q389613,Tell el-Maskuta,,438,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389645,https://database.factgrid.de/entity/Q389645,Tell el-Hesi,,437,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389649,https://database.factgrid.de/entity/Q389649,Tas-Silg,,259,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389650,https://database.factgrid.de/entity/Q389650,Gherla,,412,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389651,https://database.factgrid.de/entity/Q389651,Samerina (mod. Samaria),,398,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389653,https://database.factgrid.de/entity/Q389653,Halicarnassus,,382,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389673,https://database.factgrid.de/entity/Q389673,Zippori,,307,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389697,https://database.factgrid.de/entity/Q389697,Tepe Yahya,,67,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389698,https://database.factgrid.de/entity/Q389698,Pārśa (mod. Persepolis),,92,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389703,https://database.factgrid.de/entity/Q389703,Tangivar,,429,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389709,https://database.factgrid.de/entity/Q389709,Dur-Untaš (mod. Chogha Zanbil),,109,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389713,https://database.factgrid.de/entity/Q389713,Deh-e No,,206,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389733,https://database.factgrid.de/entity/Q389733,Cave Kalm-karra,,65,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389737,https://database.factgrid.de/entity/Q389737,mod. Mount Elvend,,420,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389738,https://database.factgrid.de/entity/Q389738,Godin Tepe,,97,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389748,https://database.factgrid.de/entity/Q389748,Armavir,,735,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389773,https://database.factgrid.de/entity/Q389773,Tall al-Farḥa,,428,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389789,https://database.factgrid.de/entity/Q389789,Ḫadatu (mod. Arslan Tash),,35,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389801,https://database.factgrid.de/entity/Q389801,Ishān Dulaiyhim,,730,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389803,https://database.factgrid.de/entity/Q389803,Tell Abu-Maria,,185,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389804,https://database.factgrid.de/entity/Q389804,Šibaniba (mod. Tell Billa),,526,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389812,https://database.factgrid.de/entity/Q389812,Sela,,424,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389814,https://database.factgrid.de/entity/Q389814,Dharan,,106,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389824,https://database.factgrid.de/entity/Q389824,Bardi Sanjian Bitwata,,108,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389825,https://database.factgrid.de/entity/Q389825,Borsippa (mod. Birs Nimrud),,83,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389826,https://database.factgrid.de/entity/Q389826,Brissa,,408,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389830,https://database.factgrid.de/entity/Q389830,Beisan,,231,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389832,https://database.factgrid.de/entity/Q389832,Girsu (mod. Tello),,88,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389834,https://database.factgrid.de/entity/Q389834,Tappeh Bormi,,77,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389839,https://database.factgrid.de/entity/Q389839,Tikrit,,183,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389842,https://database.factgrid.de/entity/Q389842,Pašime (mod. Tell Abu Sheeja),,396,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389852,https://database.factgrid.de/entity/Q389852,Tell Agrab,,102,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389861,https://database.factgrid.de/entity/Q389861,Tell As-Sib,,75,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389866,https://database.factgrid.de/entity/Q389866,Tell Ubaid,,226,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389887,https://database.factgrid.de/entity/Q389887,Tell Baradan,,431,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389892,https://database.factgrid.de/entity/Q389892,Tell Jidr,,318,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389895,https://database.factgrid.de/entity/Q389895,Shaduppum,,96,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389901,https://database.factgrid.de/entity/Q389901,Tell Huweish,,95,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389903,https://database.factgrid.de/entity/Q389903,Puzriš-Dagan (mod. Drehem),,160,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389915,https://database.factgrid.de/entity/Q389915,Tell Taban,,34,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389916,https://database.factgrid.de/entity/Q389916,Unqi,,90,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389918,https://database.factgrid.de/entity/Q389918,Tell Abta,,257,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389920,https://database.factgrid.de/entity/Q389920,Šaddikanni (mod. Tell Ajaja),,118,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389926,https://database.factgrid.de/entity/Q389926,Tell Ghdairife,,295,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389927,https://database.factgrid.de/entity/Q389927,Šuruppak (mod. Fara),,54,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389938,https://database.factgrid.de/entity/Q389938,Ebla (mod. Tell Mardikh),,79,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389952,https://database.factgrid.de/entity/Q389952,Tema (mod. Tayma),,402,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389967,https://database.factgrid.de/entity/Q389967,Haradum (mod. Khirbet ed-Diniye),,276,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389969,https://database.factgrid.de/entity/Q389969,Dur-Šarrukin (mod. Khorsabad),,290,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389970,https://database.factgrid.de/entity/Q389970,Dibba,,729,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389972,https://database.factgrid.de/entity/Q389972,Dohuk,,164,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389985,https://database.factgrid.de/entity/Q389985,Failaka,,410,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389990,https://database.factgrid.de/entity/Q389990,Shishin,,444,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q389996,https://database.factgrid.de/entity/Q389996,Tuz Hurmati,,89,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390014,https://database.factgrid.de/entity/Q390014,Kish (mod. Tell el-Bender),,184,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390020,https://database.factgrid.de/entity/Q390020,Nimrud,,81,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390023,https://database.factgrid.de/entity/Q390023,Nahr el-Kelb,,292,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390025,https://database.factgrid.de/entity/Q390025,Nineveh,,279,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390041,https://database.factgrid.de/entity/Q390041,Tilmen Höyük,,440,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390142,https://database.factgrid.de/entity/Q390142,Erek Daǧ,,742,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q390165,https://database.factgrid.de/entity/Q390165,Ozbaki,,64,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099897,https://database.factgrid.de/entity/Q2099897,Äl-Mušēzib-Marduk,,1024,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099903,https://database.factgrid.de/entity/Q2099903,Ālu-ša-Našar,,447,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099905,https://database.factgrid.de/entity/Q2099905,Ālu-ša-Ṭūb-Yāma,,448,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099908,https://database.factgrid.de/entity/Q2099908,Aqa,,57,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099910,https://database.factgrid.de/entity/Q2099910,Arinçkus,,673,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099912,https://database.factgrid.de/entity/Q2099912,Bāb-ṣubbāti,,366,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099913,https://database.factgrid.de/entity/Q2099913,Baḫe,,316,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099924,https://database.factgrid.de/entity/Q2099924,Bit-Šaḫṭu,,197,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099936,https://database.factgrid.de/entity/Q2099936,Epurasie,,80,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099940,https://database.factgrid.de/entity/Q2099940,GARIN-naḫallum,,41,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099942,https://database.factgrid.de/entity/Q2099942,Gišši,,103,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099943,https://database.factgrid.de/entity/Q2099943,Gur-e Sefid,,1015,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099959,https://database.factgrid.de/entity/Q2099959,Kapri-ša-naqidati,,182,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099964,https://database.factgrid.de/entity/Q2099964,Kazallu,,193,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099965,https://database.factgrid.de/entity/Q2099965,Kerman,,614,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099967,https://database.factgrid.de/entity/Q2099967,Kūm Dafnah,,725,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099970,https://database.factgrid.de/entity/Q2099970,Lahir,,9,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099971,https://database.factgrid.de/entity/Q2099971,Lchashen,,843,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099974,https://database.factgrid.de/entity/Q2099974,Mahmudiyah,,418,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099975,https://database.factgrid.de/entity/Q2099975,Merj Khamis,,419,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099985,https://database.factgrid.de/entity/Q2099985,Qufṭ,,906,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099987,https://database.factgrid.de/entity/Q2099987,Sagub,,255,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099990,https://database.factgrid.de/entity/Q2099990,Ṣan al-Hagar,,950,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2099996,https://database.factgrid.de/entity/Q2099996,Šūru,,644,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100017,https://database.factgrid.de/entity/Q2100017,Tell Abu Nakhlab,,8,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100019,https://database.factgrid.de/entity/Q2100019,Tell Basmaya,,1012,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
Q2100027,https://database.factgrid.de/entity/Q2100027,Tulūl Abū ‘Aẓam,,945,,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
