Unnamed: 0,P771,Len,Aen,FG_qid,P694,P48,FG_qid_url,P2,description_en,source_file
,,Garšana (mod. uncertain),,Q389888,38,,https://database.factgrid.de/entity/Q389888,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shaduppum,,Q389895,221,,https://database.factgrid.de/entity/Q389895,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Hammam et-Turkman,,Q389899,36,,https://database.factgrid.de/entity/Q389899,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Subeidi,,Q389904,433,,https://database.factgrid.de/entity/Q389904,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tarbisu (mod. Tell Sherif Khan),,Q389911,84,,https://database.factgrid.de/entity/Q389911,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Susarra (mod. Tell Shemshara),,Q389912,401,,https://database.factgrid.de/entity/Q389912,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Amuda,,Q389917,179,,https://database.factgrid.de/entity/Q389917,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Uqair,,Q389924,72,,https://database.factgrid.de/entity/Q389924,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Muhammad,,Q389935,7,,https://database.factgrid.de/entity/Q389935,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Yarah,,Q389945,219,,https://database.factgrid.de/entity/Q389945,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulul al-Lak,,Q389950,107,,https://database.factgrid.de/entity/Q389950,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Jebel Aruda,,Q389953,42,,https://database.factgrid.de/entity/Q389953,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gubla (mod. Byblos),,Q389955,47,,https://database.factgrid.de/entity/Q389955,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Jedide,,Q389956,93,,https://database.factgrid.de/entity/Q389956,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Jīroft,,Q389961,169,,https://database.factgrid.de/entity/Q389961,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Rabat Tepe,,Q389977,297,,https://database.factgrid.de/entity/Q389977,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,el-Ghab,,Q389978,60,,https://database.factgrid.de/entity/Q389978,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Zalil Ab,,Q389979,58,,https://database.factgrid.de/entity/Q389979,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kian (Tell Shmid),,Q389988,360,,https://database.factgrid.de/entity/Q389988,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,"Dilmun (mod. A'ali, Bahrain)",,Q389998,376,,https://database.factgrid.de/entity/Q389998,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,71,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,85,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nippur (mod. Nuffar),,Q390017,22,,https://database.factgrid.de/entity/Q390017,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Negub tunnel,,Q390019,273,,https://database.factgrid.de/entity/Q390019,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tappika,,Q390037,5,,https://database.factgrid.de/entity/Q390037,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Samal (mod. Zinčirli),,Q390040,14,,https://database.factgrid.de/entity/Q390040,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Marqasu (mod. Kahramanmaraş),,Q390045,394,,https://database.factgrid.de/entity/Q390045,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Melidu (mod. Arslantepe),,Q390052,395,,https://database.factgrid.de/entity/Q390052,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Aşağı Yarımca,,Q390057,310,,https://database.factgrid.de/entity/Q390057,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Pir Huseyin,,Q390067,246,,https://database.factgrid.de/entity/Q390067,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Giricano,,Q390072,150,,https://database.factgrid.de/entity/Q390072,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kebeli,,Q390084,66,,https://database.factgrid.de/entity/Q390084,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yoncali,,Q390086,78,,https://database.factgrid.de/entity/Q390086,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mila Mergi,,Q390107,62,,https://database.factgrid.de/entity/Q390107,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Irisagrig,,Q390161,48,,https://database.factgrid.de/entity/Q390161,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Umm al-Wawīya,,Q390163,215,,https://database.factgrid.de/entity/Q390163,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Abu Sêcher,,Q2099892,123,,https://database.factgrid.de/entity/Q2099892,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Adabilu,,Q2099893,362,,https://database.factgrid.de/entity/Q2099893,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Agamatanu,,Q2099895,56,,https://database.factgrid.de/entity/Q2099895,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Alu-ša-šuma-ukin,,Q2099904,203,,https://database.factgrid.de/entity/Q2099904,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Bāba-ēriš,,Q2099915,368,,https://database.factgrid.de/entity/Q2099915,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Dibušiti,,Q2099917,369,,https://database.factgrid.de/entity/Q2099917,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-ham...,,Q2099919,372,,https://database.factgrid.de/entity/Q2099919,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Naʾinnašu,,Q2099923,371,,https://database.factgrid.de/entity/Q2099923,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Šinqā,,Q2099925,373,,https://database.factgrid.de/entity/Q2099925,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-zerija,,Q2099927,31,,https://database.factgrid.de/entity/Q2099927,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dusabar,,Q2099932,45,,https://database.factgrid.de/entity/Q2099932,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ešura,,Q2099938,379,,https://database.factgrid.de/entity/Q2099938,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kapru,,Q2099960,37,,https://database.factgrid.de/entity/Q2099960,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kumu,,Q2099968,151,,https://database.factgrid.de/entity/Q2099968,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nar-Madanu,,Q2099977,313,,https://database.factgrid.de/entity/Q2099977,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Naṣir,,Q2099978,63,,https://database.factgrid.de/entity/Q2099978,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qaṭibat,,Q2099982,76,,https://database.factgrid.de/entity/Q2099982,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qatuna,,Q2099984,61,,https://database.factgrid.de/entity/Q2099984,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šašrum,,Q2099991,186,,https://database.factgrid.de/entity/Q2099991,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ṣurmeš,,Q2099994,70,,https://database.factgrid.de/entity/Q2099994,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Surru,,Q2099995,29,,https://database.factgrid.de/entity/Q2099995,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Khaiber,,Q2100021,635,,https://database.factgrid.de/entity/Q2100021,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tigunānum,,Q2100023,51,,https://database.factgrid.de/entity/Q2100023,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Isqalluna (mod. Ashkelon),,Q82414,251,,https://database.factgrid.de/entity/Q82414,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hamath (mod. Hama),,Q85914,384,,https://database.factgrid.de/entity/Q85914,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Thêbai (mod. Thebes Beoticia Greece),,Q92481,403,,https://database.factgrid.de/entity/Q92481,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kabret,,Q389620,413,,https://database.factgrid.de/entity/Q389620,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Suez,,Q389621,427,,https://database.factgrid.de/entity/Q389621,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Megiddo,,Q389635,272,,https://database.factgrid.de/entity/Q389635,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Timnah (mod. Khirbet Tibneh),,Q389640,404,,https://database.factgrid.de/entity/Q389640,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ḫattusa (mod. Boğazkale),,Q389658,171,,https://database.factgrid.de/entity/Q389658,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Taanach,,Q389678,435,,https://database.factgrid.de/entity/Q389678,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Behistun,,Q389687,237,,https://database.factgrid.de/entity/Q389687,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shadad,,Q389721,280,,https://database.factgrid.de/entity/Q389721,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kišesim (mod. Najafabad),,Q389744,392,,https://database.factgrid.de/entity/Q389744,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gavar,,Q389752,752,,https://database.factgrid.de/entity/Q389752,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ishan Hafudh,,Q389797,301,,https://database.factgrid.de/entity/Q389797,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mazyad,,Q389799,262,,https://database.factgrid.de/entity/Q389799,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Isin (mod. Bahriyat),,Q389800,303,,https://database.factgrid.de/entity/Q389800,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dawali,,Q389810,277,,https://database.factgrid.de/entity/Q389810,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Umm Chatil,,Q389815,278,,https://database.factgrid.de/entity/Q389815,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sirara (mod. Tell Zurghul),,Q389819,399,,https://database.factgrid.de/entity/Q389819,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bavian,,Q389823,240,,https://database.factgrid.de/entity/Q389823,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Gawra,,Q389836,285,,https://database.factgrid.de/entity/Q389836,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hadidi,,Q389855,248,,https://database.factgrid.de/entity/Q389855,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dilbat (mod. Deilam),,Q389857,253,,https://database.factgrid.de/entity/Q389857,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Burmarina (mod. Tell Shiukh Fawqani),,Q389864,365,,https://database.factgrid.de/entity/Q389864,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tunip (mod. Acharneh),,Q389867,405,,https://database.factgrid.de/entity/Q389867,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell al-Hawa,,Q389881,293,,https://database.factgrid.de/entity/Q389881,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gišša (mod. Umm al-Aqarib),,Q389882,381,,https://database.factgrid.de/entity/Q389882,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kahat (mod. Tell Barri),,Q389889,300,,https://database.factgrid.de/entity/Q389889,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Sifr,,Q389905,167,,https://database.factgrid.de/entity/Q389905,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Soukās,,Q389907,434,,https://database.factgrid.de/entity/Q389907,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šubat-Enlil (mod. Leilan),,Q389934,289,,https://database.factgrid.de/entity/Q389934,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Yelkhi,,Q389946,436,,https://database.factgrid.de/entity/Q389946,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kar-Tukulti-Ninurta (mod. Tulul al-ʿAqir),,Q389948,234,,https://database.factgrid.de/entity/Q389948,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ras Ibn Hani,,Q389974,94,,https://database.factgrid.de/entity/Q389974,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Zawiyya,,Q389980,271,,https://database.factgrid.de/entity/Q389980,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Idu (mod. Hīt),,Q389981,387,,https://database.factgrid.de/entity/Q389981,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Saba'a,,Q389984,308,,https://database.factgrid.de/entity/Q389984,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shir as-Sanam,,Q389989,425,,https://database.factgrid.de/entity/Q389989,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Assur,,Q390001,205,,https://database.factgrid.de/entity/Q390001,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kilizu (mod. Qasr Shamamuk),,Q390003,302,,https://database.factgrid.de/entity/Q390003,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dilmun (mod. Qal'at al-Bahrain),,Q390005,377,,https://database.factgrid.de/entity/Q390005,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,281,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell el-Bender),,Q390014,391,,https://database.factgrid.de/entity/Q390014,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nimrud,,Q390020,229,,https://database.factgrid.de/entity/Q390020,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nereb (mod. Neirab),,Q390024,296,,https://database.factgrid.de/entity/Q390024,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nineveh,,Q390025,86,,https://database.factgrid.de/entity/Q390025,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ortaköy,,Q390033,283,,https://database.factgrid.de/entity/Q390033,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kanesh (mod. Kültepe),,Q390036,291,,https://database.factgrid.de/entity/Q390036,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Turlu Höyük,,Q390048,441,,https://database.factgrid.de/entity/Q390048,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Huzirina (mod. Sultantepe),,Q390056,263,,https://database.factgrid.de/entity/Q390056,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Sabaa,,Q390159,126,,https://database.factgrid.de/entity/Q390159,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Abū Ṭbīrah,,Q2074169,678,,https://database.factgrid.de/entity/Q2074169,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Abū Jāmūs,,Q2099891,664,,https://database.factgrid.de/entity/Q2099891,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Adilcevaz,,Q2099894,659,,https://database.factgrid.de/entity/Q2099894,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tripoli,,Q2099896,647,,https://database.factgrid.de/entity/Q2099896,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Āl-šarri,,Q2099899,445,,https://database.factgrid.de/entity/Q2099899,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Āl-šarri-ša-qašti-eššeti,,Q2099900,446,,https://database.factgrid.de/entity/Q2099900,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Alu-binatu,,Q2099901,267,,https://database.factgrid.de/entity/Q2099901,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Alu-eššu,,Q2099902,287,,https://database.factgrid.de/entity/Q2099902,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Apšu,,Q2099907,1022,,https://database.factgrid.de/entity/Q2099907,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Aqabi,,Q2099909,407,,https://database.factgrid.de/entity/Q2099909,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Abī-rām,,Q2099914,367,,https://database.factgrid.de/entity/Q2099914,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bīt-Našar,,Q2099922,370,,https://database.factgrid.de/entity/Q2099922,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Chenar-e Pain,,Q2099929,653,,https://database.factgrid.de/entity/Q2099929,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Chia Puikeh,,Q2099930,655,,https://database.factgrid.de/entity/Q2099930,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Du-Enlila,,Q2099931,378,,https://database.factgrid.de/entity/Q2099931,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Elammu,,Q2099935,258,,https://database.factgrid.de/entity/Q2099935,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Eskiharran,,Q2099937,738,,https://database.factgrid.de/entity/Q2099937,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ḫadiranu-ša-Nabu,,Q2099944,274,,https://database.factgrid.de/entity/Q2099944,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hamat,,Q2099946,383,,https://database.factgrid.de/entity/Q2099946,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hazatu,,Q2099948,385,,https://database.factgrid.de/entity/Q2099948,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Himuru,,Q2099950,386,,https://database.factgrid.de/entity/Q2099950,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hisartepe,,Q2099951,724,,https://database.factgrid.de/entity/Q2099951,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hour Soleiman,,Q2099952,654,,https://database.factgrid.de/entity/Q2099952,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Idfū,,Q2099955,736,,https://database.factgrid.de/entity/Q2099955,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Irákleio,,Q2099957,718,,https://database.factgrid.de/entity/Q2099957,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kašši...,,Q2099963,388,,https://database.factgrid.de/entity/Q2099963,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ma'allanate,,Q2099972,393,,https://database.factgrid.de/entity/Q2099972,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qāṭīnu,,Q2099983,397,,https://database.factgrid.de/entity/Q2099983,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šaḫrinu,,Q2099988,87,,https://database.factgrid.de/entity/Q2099988,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šuppatu,,Q2099993,1019,,https://database.factgrid.de/entity/Q2099993,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tag,,Q2099998,617,,https://database.factgrid.de/entity/Q2099998,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Abū al-Dhahab,,Q2099999,658,,https://database.factgrid.de/entity/Q2099999,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Āfis,,Q2100000,661,,https://database.factgrid.de/entity/Q2100000,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall al-Ḍabʻa,,Q2100001,722,,https://database.factgrid.de/entity/Q2100001,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall al-Qaddīsah Barbārah,,Q2100004,634,,https://database.factgrid.de/entity/Q2100004,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Bāzy,,Q2100005,692,,https://database.factgrid.de/entity/Q2100005,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Bint al-Amīr,,Q2100006,685,,https://database.factgrid.de/entity/Q2100006,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Ḥadwat al-Faras,,Q2100007,766,,https://database.factgrid.de/entity/Q2100007,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall-I Nokhodi,,Q2100012,649,,https://database.factgrid.de/entity/Q2100012,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tel Hebron,,Q2100015,771,,https://database.factgrid.de/entity/Q2100015,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu Galgal,,Q2100016,645,,https://database.factgrid.de/entity/Q2100016,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Bāshir,,Q2100018,650,,https://database.factgrid.de/entity/Q2100018,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Kar,,Q2100020,641,,https://database.factgrid.de/entity/Q2100020,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl al-Fāj,,Q2100028,660,,https://database.factgrid.de/entity/Q2100028,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl al-Khāldiyah,,Q2100029,949,,https://database.factgrid.de/entity/Q2100029,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl Bismāyah,,Q2100030,706,,https://database.factgrid.de/entity/Q2100030,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yāhūdu,,Q2100037,406,,https://database.factgrid.de/entity/Q2100037,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ηeraio Samou,,Q2100042,780,,https://database.factgrid.de/entity/Q2100042,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hillah,,Q86331,53,,https://database.factgrid.de/entity/Q86331,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Samarra,,Q91165,282,,https://database.factgrid.de/entity/Q91165,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Adab (mod. Bismaya),,Q389603,252,,https://database.factgrid.de/entity/Q389603,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kourion (mod. Cyprus),,Q389604,375,,https://database.factgrid.de/entity/Q389604,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Lacarna,,Q389605,417,,https://database.factgrid.de/entity/Q389605,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,"Abdju (mod. Abydos, Egypt)",,Q389607,104,,https://database.factgrid.de/entity/Q389607,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,El-Khargeh,,Q389609,409,,https://database.factgrid.de/entity/Q389609,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell el-Maskuta,,Q389613,438,,https://database.factgrid.de/entity/Q389613,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell el-Hesi,,Q389645,437,,https://database.factgrid.de/entity/Q389645,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tas-Silg,,Q389649,259,,https://database.factgrid.de/entity/Q389649,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gherla,,Q389650,412,,https://database.factgrid.de/entity/Q389650,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Samerina (mod. Samaria),,Q389651,398,,https://database.factgrid.de/entity/Q389651,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Halicarnassus,,Q389653,382,,https://database.factgrid.de/entity/Q389653,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Zippori,,Q389673,307,,https://database.factgrid.de/entity/Q389673,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Yahya,,Q389697,67,,https://database.factgrid.de/entity/Q389697,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Pārśa (mod. Persepolis),,Q389698,92,,https://database.factgrid.de/entity/Q389698,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tangivar,,Q389703,429,,https://database.factgrid.de/entity/Q389703,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dur-Untaš (mod. Chogha Zanbil),,Q389709,109,,https://database.factgrid.de/entity/Q389709,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Deh-e No,,Q389713,206,,https://database.factgrid.de/entity/Q389713,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Cave Kalm-karra,,Q389733,65,,https://database.factgrid.de/entity/Q389733,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,mod. Mount Elvend,,Q389737,420,,https://database.factgrid.de/entity/Q389737,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Godin Tepe,,Q389738,97,,https://database.factgrid.de/entity/Q389738,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Armavir,,Q389748,735,,https://database.factgrid.de/entity/Q389748,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall al-Farḥa,,Q389773,428,,https://database.factgrid.de/entity/Q389773,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ḫadatu (mod. Arslan Tash),,Q389789,35,,https://database.factgrid.de/entity/Q389789,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ishān Dulaiyhim,,Q389801,730,,https://database.factgrid.de/entity/Q389801,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu-Maria,,Q389803,185,,https://database.factgrid.de/entity/Q389803,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šibaniba (mod. Tell Billa),,Q389804,526,,https://database.factgrid.de/entity/Q389804,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sela,,Q389812,424,,https://database.factgrid.de/entity/Q389812,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dharan,,Q389814,106,,https://database.factgrid.de/entity/Q389814,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bardi Sanjian Bitwata,,Q389824,108,,https://database.factgrid.de/entity/Q389824,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Borsippa (mod. Birs Nimrud),,Q389825,83,,https://database.factgrid.de/entity/Q389825,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Brissa,,Q389826,408,,https://database.factgrid.de/entity/Q389826,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Beisan,,Q389830,231,,https://database.factgrid.de/entity/Q389830,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Girsu (mod. Tello),,Q389832,88,,https://database.factgrid.de/entity/Q389832,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
