Unnamed: 0,P771,Len,Aen,FG_qid,P694,P48,FG_qid_url,P2,description_en,source_file
Q390096,,Pirabat,,https://database.factgrid.de/entity/Q390096,,Point(42.5843 39.753),,,,
Q390097,,Bulutpınar,,https://database.factgrid.de/entity/Q390097,,Point(42.655 39.3397),,,,
Q390083,,Güzelhisar,,https://database.factgrid.de/entity/Q390083,,Point(41.9817 39.8283),,,,
Q390098,,Bostankaya,,https://database.factgrid.de/entity/Q390098,,Point(42.6557 39.2028),,,,
Q390043,,Hasancıklı,,https://database.factgrid.de/entity/Q390043,,Point(36.7917 37.6127),,,,
Q390093,,Adalar,,https://database.factgrid.de/entity/Q390093,,Point(42.5142 39.124),,,,
Q390082,,Alazlı,,https://database.factgrid.de/entity/Q390082,,Point(41.8247 38.6939),,,,
Q390058,,Anaz,,https://database.factgrid.de/entity/Q390058,,Point(39.027 37.14),,,,
Q390090,,Yazılıtaş,,https://database.factgrid.de/entity/Q390090,,Point(42.2755 39.8708),,,,
Q390101,,Düzceli,,https://database.factgrid.de/entity/Q390101,,Point(42.7279 39.1747),,,,
Q390065,,Palu,,https://database.factgrid.de/entity/Q390065,,Point(39.9535 38.7023),,,,
Q390077,,Bingöl Dağ,,https://database.factgrid.de/entity/Q390077,,Point(41.3873 39.3101),,,,
Q390039,,Çatal Höyük,,https://database.factgrid.de/entity/Q390039,,Point(36.5456 36.2977),,,,
Q390029,,Wādī al-Sab`,,https://database.factgrid.de/entity/Q390029,,Point(36.349 34.5518),,,,
Q390050,,Tilbes Höyük,,https://database.factgrid.de/entity/Q390050,,Point(37.8735 37.0886),,,,
Q390100,,Kef Kalesi,,https://database.factgrid.de/entity/Q390100,,Point(42.7191 38.8334),,,,
Q390012,,Kimūnah,,https://database.factgrid.de/entity/Q390012,,Point(42.7304 36.7713),,,,
Q390094,,Malazgirt,,https://database.factgrid.de/entity/Q390094,,Point(42.5409 39.1461),,,,
Q390088,,Süngütaşı,,https://database.factgrid.de/entity/Q390088,,Point(42.2432 40.2139),,,,
Q390016,,Kūy Sīnjāq,,https://database.factgrid.de/entity/Q390016,,Point(44.6278 36.0847),,,,
Q390091,,Aras,,https://database.factgrid.de/entity/Q390091,,Point(42.3081 39.9893),,,,
Q390064,,Bağin,,https://database.factgrid.de/entity/Q390064,,Point(39.9002 39.0034),,,,
Q390018,,Bakr Awa,,https://database.factgrid.de/entity/Q390018,,Point(45.9403 35.2215),,,,
Q390071,,Mardin,,https://database.factgrid.de/entity/Q390071,,Point(40.7178 37.3246),,,,
Q390080,,Koçyatağı,,https://database.factgrid.de/entity/Q390080,,Point(41.4978 39.2805),,,,
Q390081,,Donatım,,https://database.factgrid.de/entity/Q390081,,Point(41.5317 38.7187),,,,
Q390042,,Karacaören,,https://database.factgrid.de/entity/Q390042,,Point(36.7554 39.8534),,,,
Q390021,,Namrīk,,https://database.factgrid.de/entity/Q390021,,Point(42.8822 36.7241),,,,
Q390066,,Bahçecik,,https://database.factgrid.de/entity/Q390066,,Point(40.0858 38.9117),,,,
Q390068,,Sarıca,,https://database.factgrid.de/entity/Q390068,,Point(40.4981 37.0445),,,,
Q390076,,Erzen,,https://database.factgrid.de/entity/Q390076,,Point(41.3849 37.978),,,,
Q390035,,Kayseri,,https://database.factgrid.de/entity/Q390035,,Point(35.4614 38.7309),,,,
Q390063,,Kaleköy,,https://database.factgrid.de/entity/Q390063,,Point(39.6584 39.0253),,,,
Q390026,,Harāt,,https://database.factgrid.de/entity/Q390026,,Point(62.1899 34.3453),,,,
Q390013,,Kūnārā,,https://database.factgrid.de/entity/Q390013,,Point(45.3594 35.5192),,,,
Q390095,,Sarıkamış,,https://database.factgrid.de/entity/Q390095,,Point(42.5796 40.3348),,,,
Q390053,,Tall Fray,uncertain (mod. Tell Fray),https://database.factgrid.de/entity/Q390053,,Point(38.3835 35.9029),,,,
Q390049,,Kenk Boǧazı,,https://database.factgrid.de/entity/Q390049,,Point(37.8436 37.2506),,,,
Q390089,,Kotanlı,,https://database.factgrid.de/entity/Q390089,,Point(42.2482 39.1412),,,,
Q390009,,Kānī Shāyah,,https://database.factgrid.de/entity/Q390009,,Point(45.1764 35.5579),,,,
,,Tell Abu-Maria,Apqu-ša-Adad,Q389803,185 | 158,Point(42.5973 36.4295),https://database.factgrid.de/entity/Q389803,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Tell Sifr,Kutalla,Q389905,167 | 210,Point(45.9672 31.2946),https://database.factgrid.de/entity/Q389905,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Assur,Aššur | Kalah Shergat | Ashur,Q390001,211 | 205,Point(43.2611 35.4557),https://database.factgrid.de/entity/Q390001,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Gasur (mod. Yorgan Tepe) : Nuzi (mod. Yorgan Tepe),Nuzi | Gasur | Yūrghān Tapah,Q89588,222,Point(44.2546 35.3717),https://database.factgrid.de/entity/Q89588,Q8,ancient location and modern archaeological excavation site,
,,Babylon,Bābīl | Amran,Q389820,200 | 299,Point(44.4258 32.535),https://database.factgrid.de/entity/Q389820,Q8 | Q389596 | Q997797,ancient location and modern archaeological excavation site,
,,Kuara,Kuara (Sumer) | Tall al-Laḥam | Tel Laham,Q389873,33 | 191,Point(45.4062 32.0509),https://database.factgrid.de/entity/Q389873,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Gišša (mod. Umm al-Aqarib),,Q389882,101 | 381,Point(45.9339 31.6207),https://database.factgrid.de/entity/Q389882,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Sirara (mod. Tell Zurghul),Nigin,Q389819,40 | 399,Point(46.4948 31.3777),https://database.factgrid.de/entity/Q389819,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,al Ḥā'iṭ,Padakku,Q389806,112 | 443,Point(40.4668 25.9786),https://database.factgrid.de/entity/Q389806,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Šibaniba (mod. Tell Billa),Shibaniba | Šibaniba,Q389804,176 | 526,Point(43.3481 36.4335),https://database.factgrid.de/entity/Q389804,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Tell As-Sib,,Q389861,196 | 75,Point(45.058 34.1929),https://database.factgrid.de/entity/Q389861,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Nimrud,Kalhu | Tawfiqiyah,Q390020,81 | 229,Point(43.3385 36.1022),https://database.factgrid.de/entity/Q390020,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Kish (mod. Tell el-Bender),Kish (Sumer) | Kiš,Q390014,71 | 85 | 184 | 281 | 391 | 833,Point(44.5949 32.5455),https://database.factgrid.de/entity/Q390014,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Nineveh,Nineveh,Q390025,279 | 86 | 881,Point(43.1621 36.3582),https://database.factgrid.de/entity/Q390025,Q8 | Q389596 | Q997797,mod. Nebi Yunus; mod. Kuyunjik,
,,Shaduppum,Šaduppûm | Tell Abu Harmal,Q389895,96 | 221,Point(44.4666 33.3098),https://database.factgrid.de/entity/Q389895,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Zabala,Tell Ibzeikh | Tell Ibzaykh | Zabala | Zabalam | Ibzaih,Q389850,98 | 99,Point(45.8749 31.7436),https://database.factgrid.de/entity/Q389850,Q8 | Q389596,ancient location and modern archaeological excavation site,
,,Sidon,,Q91761,144,,https://database.factgrid.de/entity/Q91761,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Akhetaten (mod. el-Amarna),,Q389610,266,,https://database.factgrid.de/entity/Q389610,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ben Shemen,,Q389632,111,,https://database.factgrid.de/entity/Q389632,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qaqun,,Q389637,189,,https://database.factgrid.de/entity/Q389637,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Antipatris (mod. Tel Aphek),,Q389638,10,,https://database.factgrid.de/entity/Q389638,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Abū Fanduwā,,Q389683,115,,https://database.factgrid.de/entity/Q389683,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall-I Takht (mod. Pasargadae),,Q389688,198,,https://database.factgrid.de/entity/Q389688,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Sofalin,,Q389692,146,,https://database.factgrid.de/entity/Q389692,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Farukhabad,,Q389693,129,,https://database.factgrid.de/entity/Q389693,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Chogha Mish,,Q389710,137,,https://database.factgrid.de/entity/Q389710,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sar-i-pul-i-Zohāb,,Q389716,116,,https://database.factgrid.de/entity/Q389716,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Susa (mod. Shush),,Q389723,12,,https://database.factgrid.de/entity/Q389723,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kermanshah,,Q389732,247,,https://database.factgrid.de/entity/Q389732,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Sweyhat,,Q389768,156,,https://database.factgrid.de/entity/Q389768,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Glai'a,,Q389770,173,,https://database.factgrid.de/entity/Q389770,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell al-Diba'i,,Q389775,148,,https://database.factgrid.de/entity/Q389775,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nerebtum (mod. Iščali),,Q389790,245,,https://database.factgrid.de/entity/Q389790,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Umm el-Hafriyat,,Q389792,268,,https://database.factgrid.de/entity/Q389792,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ishan-Dhahak,,Q389798,138,,https://database.factgrid.de/entity/Q389798,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu-Maria,,Q389803,158,,https://database.factgrid.de/entity/Q389803,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,al Ḥā'iṭ,,Q389806,112,,https://database.factgrid.de/entity/Q389806,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Imgur-Enlil (mod. Balawat),,Q389827,275,,https://database.factgrid.de/entity/Q389827,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Umma (mod. Tell Jokha),,Q389833,154,,https://database.factgrid.de/entity/Q389833,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sippar-Yahrurum (mod. Tell Abu Habbah),,Q389840,25,,https://database.factgrid.de/entity/Q389840,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Maškan-šapir (mod. Tell Abu Duwari),,Q389841,192,,https://database.factgrid.de/entity/Q389841,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kutha (mod. Tell Ibrahim),,Q389848,23,,https://database.factgrid.de/entity/Q389848,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Terqa (mod. Ashara),,Q389853,250,,https://database.factgrid.de/entity/Q389853,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tuttul (mod. Tell Bi'a),,Q389854,26,,https://database.factgrid.de/entity/Q389854,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Hammam,,Q389856,113,,https://database.factgrid.de/entity/Q389856,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sippar-Amnanum (mod. Tell ed-Der),,Q389858,2,,https://database.factgrid.de/entity/Q389858,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qatara (mod. Tell al Rimah),,Q389859,242,,https://database.factgrid.de/entity/Q389859,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Larsa (mod. Tell as-Senkereh),,Q389860,168,,https://database.factgrid.de/entity/Q389860,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell As-Sib,,Q389861,196,,https://database.factgrid.de/entity/Q389861,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ḫarbe (mod. Tell Chuera),,Q389862,204,,https://database.factgrid.de/entity/Q389862,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dur-Katlimmu (mod. Tall Shekh Hamad),,Q389863,135,,https://database.factgrid.de/entity/Q389863,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Alalakh,,Q389868,162,,https://database.factgrid.de/entity/Q389868,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bad-Tibira (mod. Tell Medinah),,Q389875,133,,https://database.factgrid.de/entity/Q389875,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ur (mod. Tell Muqayyar),,Q389877,21,,https://database.factgrid.de/entity/Q389877,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Gišša (mod. Umm al-Aqarib),,Q389882,101,,https://database.factgrid.de/entity/Q389882,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nagar (mod. Tell Brak),,Q389886,217,,https://database.factgrid.de/entity/Q389886,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nabada,,Q389891,260,,https://database.factgrid.de/entity/Q389891,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Me-Turran (mod. Tell Haddad),,Q389894,149,,https://database.factgrid.de/entity/Q389894,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mari (mod. Tell Hariri),,Q389896,161,,https://database.factgrid.de/entity/Q389896,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Halawah,,Q389897,235,,https://database.factgrid.de/entity/Q389897,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Sifr,,Q389905,210,,https://database.factgrid.de/entity/Q389905,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ašnakkum,,Q389910,136,,https://database.factgrid.de/entity/Q389910,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Marad (mod. Wanna-wa-Sadum),,Q389914,223,,https://database.factgrid.de/entity/Q389914,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Der (mod. Tell Aqar),,Q389922,178,,https://database.factgrid.de/entity/Q389922,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dur-Kurigalzu (mod. Aqar Quf),,Q389923,13,,https://database.factgrid.de/entity/Q389923,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Emar (mod. Tell Meskene),,Q389940,143,,https://database.factgrid.de/entity/Q389940,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ekalte (mod. Tell Munbaqa),,Q389941,214,,https://database.factgrid.de/entity/Q389941,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Urkesh (mod. Tell Mozan),,Q389942,254,,https://database.factgrid.de/entity/Q389942,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Larak (mod. Tell Wilayah) : Kesh (mod. Wilaya ?),,Q389944,132,,https://database.factgrid.de/entity/Q389944,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulul Abu Jawan,,Q389947,121,,https://database.factgrid.de/entity/Q389947,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell al-Baqarat,,Q389949,148,,https://database.factgrid.de/entity/Q389949,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Karkemish (mod. Djerabis),,Q389957,270,,https://database.factgrid.de/entity/Q389957,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Jerwan,,Q389958,142,,https://database.factgrid.de/entity/Q389958,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Jemdet Nasr,,Q389960,159,,https://database.factgrid.de/entity/Q389960,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Khan Haswa,,Q389966,19,,https://database.factgrid.de/entity/Q389966,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tutub (mod. Khafaje),,Q389968,130,,https://database.factgrid.de/entity/Q389968,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Diqdiqqah,,Q389971,153,,https://database.factgrid.de/entity/Q389971,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Dura-Europus,,Q389973,220,,https://database.factgrid.de/entity/Q389973,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ugarit (mod. Ras Shamra),,Q389975,131,,https://database.factgrid.de/entity/Q389975,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Seleucia,,Q389986,120,,https://database.factgrid.de/entity/Q389986,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sulaiymah,,Q389987,174,,https://database.factgrid.de/entity/Q389987,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,'Anah,,Q390000,194,,https://database.factgrid.de/entity/Q390000,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Assur,,Q390001,211,,https://database.factgrid.de/entity/Q390001,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Arrapha (mod. Kirkuk),,Q390010,165,,https://database.factgrid.de/entity/Q390010,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nihavand,,Q390022,28,,https://database.factgrid.de/entity/Q390022,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kabnak (mod. Haft Tepe),,Q390027,100,,https://database.factgrid.de/entity/Q390027,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hamadan,,Q390028,117,,https://database.factgrid.de/entity/Q390028,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Uruk (mod. Warka),,Q390030,105,,https://database.factgrid.de/entity/Q390030,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Yasuj,,Q390032,188,,https://database.factgrid.de/entity/Q390032,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ankuwa,,Q390034,227,,https://database.factgrid.de/entity/Q390034,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šarišša,,Q390044,190,,https://database.factgrid.de/entity/Q390044,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kizkapanlı,,Q390047,20,,https://database.factgrid.de/entity/Q390047,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Harran (mod. Harran),,Q390059,202,,https://database.factgrid.de/entity/Q390059,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kurkh,,Q390069,230,,https://database.factgrid.de/entity/Q390069,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tushhan (mod. Ziyaret Tepe),,Q390073,244,,https://database.factgrid.de/entity/Q390073,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sur Jar'a,,Q390087,199,,https://database.factgrid.de/entity/Q390087,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Judi Dagh,,Q390092,224,,https://database.factgrid.de/entity/Q390092,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,"Toprakkale, Eastern Anatolia",,Q390128,218,,https://database.factgrid.de/entity/Q390128,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Alu-šabtu,,Q2099906,239,,https://database.factgrid.de/entity/Q2099906,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ba-milkišu,,Q2099911,17,,https://database.factgrid.de/entity/Q2099911,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-ḫulummu,,Q2099920,236,,https://database.factgrid.de/entity/Q2099920,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bit-ṭab-bel,,Q2099926,125,,https://database.factgrid.de/entity/Q2099926,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ecbatana,,Q2099933,147,,https://database.factgrid.de/entity/Q2099933,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Girigu,,Q2099941,128,,https://database.factgrid.de/entity/Q2099941,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Himeri,,Q2099949,213,,https://database.factgrid.de/entity/Q2099949,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hummanu,,Q2099953,225,,https://database.factgrid.de/entity/Q2099953,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hurruba,,Q2099954,175,,https://database.factgrid.de/entity/Q2099954,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kar-bel-matati,,Q2099961,141,,https://database.factgrid.de/entity/Q2099961,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kar-Nabu,,Q2099962,134,,https://database.factgrid.de/entity/Q2099962,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Lagaba,,Q2099969,16,,https://database.factgrid.de/entity/Q2099969,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mah-i-dasht plain,,Q2099973,18,,https://database.factgrid.de/entity/Q2099973,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Naḫalla,,Q2099976,201,,https://database.factgrid.de/entity/Q2099976,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Nessana,,Q2099979,238,,https://database.factgrid.de/entity/Q2099979,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tulūl Yassir,,Q2100032,172,,https://database.factgrid.de/entity/Q2100032,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Udannu,,Q2100033,152,,https://database.factgrid.de/entity/Q2100033,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Uhudu,,Q2100034,145,,https://database.factgrid.de/entity/Q2100034,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,"Kastri, Cythera",,Q389626,415,,https://database.factgrid.de/entity/Q389626,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Asdūdu (mod. Ashdod),,Q389630,364,,https://database.factgrid.de/entity/Q389630,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Habuba Kabira,,Q389670,44,,https://database.factgrid.de/entity/Q389670,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell en-Nasbeh,,Q389676,312,,https://database.factgrid.de/entity/Q389676,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hazor,,Q389677,46,,https://database.factgrid.de/entity/Q389677,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Hissar,,Q389689,4,,https://database.factgrid.de/entity/Q389689,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Gotvand,,Q389695,140,,https://database.factgrid.de/entity/Q389695,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ghazir,,Q389700,284,,https://database.factgrid.de/entity/Q389700,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Anšan (mod. Tell Malyan),,Q389701,286,,https://database.factgrid.de/entity/Q389701,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Surkh Dum (mod. Luristan),,Q389717,400,,https://database.factgrid.de/entity/Q389717,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Shahr-i Sokhta,,Q389722,309,,https://database.factgrid.de/entity/Q389722,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Qasr-i Abu Nasr (mod. uncertain),,Q389727,11,,https://database.factgrid.de/entity/Q389727,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kam-Firouz,,Q389731,414,,https://database.factgrid.de/entity/Q389731,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Konar Sandal,,Q389734,416,,https://database.factgrid.de/entity/Q389734,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Naqish-e Rostam,,Q389745,422,,https://database.factgrid.de/entity/Q389745,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kish (mod. Tell Barguthiat),,Q389777,361,,https://database.factgrid.de/entity/Q389777,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Eridu (mod. Abu Shahrain),,Q389787,59,,https://database.factgrid.de/entity/Q389787,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Mugdan,,Q389791,3,,https://database.factgrid.de/entity/Q389791,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Upi (mod. Opis),,Q389795,55,,https://database.factgrid.de/entity/Q389795,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kisurra (mod. Abu Hatab),,Q389796,314,,https://database.factgrid.de/entity/Q389796,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Šibaniba (mod. Tell Billa),,Q389804,176,,https://database.factgrid.de/entity/Q389804,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,al Ḥā'iṭ,,Q389806,443,,https://database.factgrid.de/entity/Q389806,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Sirara (mod. Tell Zurghul),,Q389819,40,,https://database.factgrid.de/entity/Q389819,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Babylon,,Q389820,299,,https://database.factgrid.de/entity/Q389820,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Babylon,,Q389820,200,,https://database.factgrid.de/entity/Q389820,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Pāra,,Q389821,27,,https://database.factgrid.de/entity/Q389821,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Bassetki,,Q389822,24,,https://database.factgrid.de/entity/Q389822,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Ešnunna (mod. Tell Asmar),,Q389831,91,,https://database.factgrid.de/entity/Q389831,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tepe Sialk,,Q389835,74,,https://database.factgrid.de/entity/Q389835,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Palmyra,,Q389837,155,,https://database.factgrid.de/entity/Q389837,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu Salabikh,,Q389843,73,,https://database.factgrid.de/entity/Q389843,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tall Abū ‘Antīk,,Q389844,298,,https://database.factgrid.de/entity/Q389844,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Abu Qubur,,Q389845,233,,https://database.factgrid.de/entity/Q389845,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Til Barsip (mod. Tell Ahmar),,Q389846,304,,https://database.factgrid.de/entity/Q389846,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Old Makhmur,,Q389849,264,,https://database.factgrid.de/entity/Q389849,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Zabala,,Q389850,98,,https://database.factgrid.de/entity/Q389850,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Zabala,,Q389850,99,,https://database.factgrid.de/entity/Q389850,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Tell Fakhariyah,,Q389870,32,,https://database.factgrid.de/entity/Q389870,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kuara,,Q389873,33,,https://database.factgrid.de/entity/Q389873,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Kuara,,Q389873,191,,https://database.factgrid.de/entity/Q389873,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
,,Lagash (mod. El-Hiba),,Q389880,39,,https://database.factgrid.de/entity/Q389880,,,/Users/aa/Downloads/AncientSettlement_CDLI2.csv
