Working,project,oracc_link,projectname,Period,count,num,ipynb1,ipynb2,2022_json,note,words_df,df_cat,Translation,FG_upload
FALSE,Šibaniba: Neo-Assyrian Archival Texts from Šibaniba,,atae/szibaniba,NA,22,26.00,,,https://drive.google.com/file/d/1vGmpkfYLaXu5MyL1dDAN1hQH1W6pgOnD/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Til-Barsip: Neo-Assyrian Archival Texts from Til-Barsip,,atae/tilbarsip,NA,22,27.00,,,https://drive.google.com/file/d/1vAltQzyWDfjg9yDp0M-UzmTyT1W_Tgxv/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,TSAE: Textual Sources of the Assyrian Empire,,tsae,NA,8157,129.00,,,https://drive.google.com/file/d/10qmIpUIMw4pqzYsPExp70vvRPQR6Am2z/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Tušhan: Neo-Assyrian Archival Texts from Tušhan,,atae/tuszhan,NA,33,28.00,,,https://drive.google.com/file/d/1v9QBL2L9Wu_Wdt-rt8kgQeddXUlsSYTB/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,"CTIJ: Cuneiform Texts Mentioning Israelites, Judeans, and Other Related Groups",,ctij,NA - Ach,174,48.00,https://colab.research.google.com/drive/18K4h3IGRcHimYGlJ2_NuNnrK32GDwyuF?authuser=1#scrollTo=v82DSqKgIPgg,,https://drive.google.com/file/d/1wgjGkE31ow1qxmP0PClfraiZRZPO_M0K/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,CAMS/Ludlul,,cams/ludlul,NA - NB,59,37.00,,,https://drive.google.com/file/d/1vvWEBPcQI9oYw00gwM4ZaY2f9i_mwm3F/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Xcat: The X Catalogue,,xcat,NA - Sel,16,130.00,,,https://drive.google.com/file/d/11-JOZg_yGQIATdghyqe76aHZbRKdsNEJ/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,CAMS/GKAB: CAMS Geography of Knowledge Corpus,,cams/gkab,NA+,579,36.00,,,https://drive.google.com/file/d/1ver20KlzmkbxknMsWos8bdOoxdDOicWL/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,DCCLT/Nineveh: DCCLT/Lexical Texts in the Royal Libraries at Nineveh,,dcclt/nineveh,NA+,1049,52.00,,,https://drive.google.com/file/d/1x0YBpob8L5W6j-DjRlZJp9sXQuXRujQN/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,HIST3109: Temple Life in Assyria and Babylonia,,cams/tlab,NA+,342,39.00,,,https://drive.google.com/file/d/1vxhu8b4RB7p9eL5-_fSgaeANWUO1dhXA/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,Babylon 10: The Borsippa Inscription of Antiochus I Soter,,ribo/babylon10,NB,1,86.00,,,https://drive.google.com/file/d/1yXGXYxO7-U0qhlxIGRLFV95Ym_tzAaDN/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,Babylon 2: The Inscriptions of the Second Dynasty of Isin,,ribo/babylon2,NB,38,87.00,,,https://drive.google.com/file/d/1ygNaQ29FaLjOJI3dWs89P9fM_7UHlaR2/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,Babylon 3: The Inscriptions of the Second Dynasty of the Sealand,,ribo/babylon3,NB,4,88.00,,,https://drive.google.com/file/d/1yhZ-A9D9G-y6NOPrikzYIumzZCBrI0JQ/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Babylon 4: The Inscriptions of the Bazi Dynasty,,ribo/babylon4,NB,6,89.00,,,https://drive.google.com/file/d/1yhXVnT30RFVlELZySw9-mn6zGnvuQ1RU/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Babylon 5: The Inscriptions of the Elamite Dynasty,,ribo/babylon5,NB,1,90.00,,,https://drive.google.com/file/d/1yhsLaW2c8T7RIl9UApYreVktZkMu5qms/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,Babylon 6: The Inscriptions of the Period of the Uncertain Dynasties,,ribo/babylon6,NB,126,91.00,,,https://drive.google.com/file/d/1yz_J3_8wqKZZG00fBW9zSw2IPdg6BTck/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,Babylon 7: The Inscriptions of the Neo-Babylonian Dynasty,,ribo/babylon7,NB,1927,92.00,,,https://drive.google.com/file/d/1zJI-4dmlxaZl-xGqbZiLXQKCx6UonYy9/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,BTTo: Babylonian Topographical Texts Online,,btto,NB,44,31.00,,,https://drive.google.com/file/d/1vVLlsKwLsH7-hAl3OAuZLSbA3K0uyTcH/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,RIBo Sources: Sources for Inscriptions of the Rulers of Babylonia,,ribo/sources,NB,155,94.00,,,https://drive.google.com/file/d/1zAk3ozOUVAXCzjHrwxomy5QWHpBTCNVJ/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,RIBo: Royal Inscriptions of Babylon online,,ribo,NB,0,84.00,,,https://drive.google.com/file/d/1ydQP0VLcGasx_wRBwYfkGat24cNwaZCy/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Scores: Scores of the Inscriptions of the Neo-Babylonian Dynasty,,ribo/bab7scores,NB,18,85.00,,,https://drive.google.com/file/d/1yYnWh5sS9MQO2JWRcnzgSp5Koujn2TIH/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,eISL: electronic ISL: A Corpus of First Millennium Emesal Liturgies,,eisl,NB+,356,57.00,,,,,FALSE,FALSE,FALSE,FALSE
TRUE,akklove: Akkadian Love Literature,,akklove,OAkk,32,8.00,,,https://drive.google.com/file/d/1u-eWZtUtNjtoJ1csbQ3GgymG3PD4EexW/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,ePSD2 Administrative Corpus OAkk,http://oracc.museum.upenn.edu/json/epsd2-admin-oakk.zip,epsd2/admin/oakk,OAkk,219,64.00,,,,,FALSE,FALSE,FALSE,FALSE
TRUE,RIAo: Royal Inscriptions of Assyria online,,riao,OAkk - NA,891,83.00,,,https://drive.google.com/file/d/1yTvpbtcDBm1nfFqVT-xMeTXqRiR7DURS/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,CAMS/Barutu,,cams/barutu,OB,3,34.00,,,https://drive.google.com/file/d/1v_S4nvg723RNHcdtQV1wXx7XgvEpns2D/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,ePSD2 OB Literature,http://oracc.museum.upenn.edu/json/epsd2-literary.zip,epsd2/literary,OB,,68.00,,,,,FALSE,FALSE,FALSE,FALSE
FALSE,NERE: Near Eastern Royal Epics,,nere,OB,1,78.00,,,https://drive.google.com/file/d/1xj6f-M1ewaQJWvWDW5QwRAVmNR6LUKNF/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,obel: Old Babylonian Emesal Liturgies,,obel,OB,167,79.00,,,https://drive.google.com/file/d/1xibGLj-3NplqbfEC9FhZiopamJw_lVUT/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,OBMC: Old Babylonian Model Contracts,,obmc,OB,359,80.00,,,https://drive.google.com/file/d/1xgNgpd7gaRJTPDhPPkPiqQHtrzO4HNjs/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,OBTA: Old Babylonian Tabular Accounts,,obta,OB,118,81.00,https://colab.research.google.com/drive/18K4h3IGRcHimYGlJ2_NuNnrK32GDwyuF?authuser=1#scrollTo=v82DSqKgIPgg,,https://drive.google.com/file/d/1yHaCzQPYaZ80qX1RKL10LRLn8zyFg3cS/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,Rīm-Anum: The House of Prisoners,,rimanum,OB,378,95.00,,,https://drive.google.com/file/d/1zORr1_lz7tvBa1zNRmWPiQLjqxn94Odi/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
TRUE,"dcclt/Jena: dcclt/Lexical Texts in the Hilprecht Collection, Jena",,dcclt/jena,OB+,211,51.00,,,https://drive.google.com/file/d/1wrLNu9M-DlYSTb06Hnd-9pP2uwaDPptD/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,DSSt: Datenbank sumerischer Streitliteratur,,dsst,OB+,25,55.00,,,https://drive.google.com/file/d/1xCKI-gaDNHZKdO-NfbJjj4fkfFmcwI57/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,ePSD2 Administrative Corpus OB,http://oracc.museum.upenn.edu/json/epsd2-admin/oldbab.zip,epsd2/admin/oldbab,OB+,2810,65.00,,,,,FALSE,FALSE,FALSE,FALSE
FALSE,CAMS/Anzu,,cams/anzu,SB,3,33.00,,,https://drive.google.com/file/d/1vborQUBLQ5yhK0PpyCDygZDOWkW15jJY/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
FALSE,CAMS/Etana: The Standard Babylonian Epic of Etana,,cams/etana,SB,20,35.00,,,https://drive.google.com/file/d/1vX9j_5uloBdJI89cXGSyo73ijXXq3Ceu/view?usp=share_link,,FALSE,FALSE,FALSE,FALSE
