audit_status,cdli_id,factgrid_qid,live_cdli_id,live_label_en,live_description_en,label,artifact_type,period_id,period,period_time_range,statement_status,statement_value,statement_value_label,live_period_property,live_period_qid,live_period_label,provenience,primary_collection
no_expected_no_live,115802,Q2165607,P115802,"Cuneiform Tablet MVN 09, 159","CDLI artifact: tablet; from uncertain (mod. uncertain); held by Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P115802","MVN 09, 159",tablet,,,,,,,,,,uncertain (mod. uncertain),"Yale Babylonian Collection, New Haven, Connecticut, USA"
no_expected_no_live,227658,Q2169068,P227658,"Cuneiform Artifact PBS 11/3, 078","CDLI artifact: prism; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P227658","PBS 11/3, 078",prism,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,229596,Q1937608,P229596,"Cuneiform Tablet MSL 13, 040 B","Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the arkeoloji müzeleri, istanbul, turkey.","MSL 13, 040 B",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Arkeoloji Müzeleri, Istanbul, Turkey"
no_expected_no_live,229607,Q1937644,P229607,"Cuneiform Tablet MSL 13, 041, CBS 10294","Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.","MSL 13, 041, CBS 10294",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,229781,Q894455,P229781,Cuneiform Tablet HS 1645,Cuneiform Tablet of the Hilprecht Collection of Babylonian antiquities,"TMH 08, 22",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Hilprecht Collection, University of Jena, Jena, Germany"
no_expected_no_live,229892,Q894588,P229892,Cuneiform Tablet HS 1688,Cuneiform Tablet of the Hilprecht Collection of Babylonian antiquities,HS 1688,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Hilprecht Collection, University of Jena, Jena, Germany"
no_expected_no_live,229938,Q894566,P229938,Cuneiform Tablet HS 1768,Cuneiform Tablet of the Hilprecht Collection of Babylonian antiquities,HS 1768,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Hilprecht Collection, University of Jena, Jena, Germany"
no_expected_no_live,229943,Q2063736,P229943,Cuneiform Tablet HS 1773,"Lexical tablet from an unspecified location, dated to an unspecified period and currently held in the hilprecht collection, university of jena, germany.",HS 1773,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Hilprecht Collection, University of Jena, Jena, Germany"
no_expected_no_live,229980,Q893863,P229980,Cuneiform Tablet HS 1825,Cuneiform Tablet of the Hilprecht Collection of Babylonian antiquities,HS 1825,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Hilprecht Collection, University of Jena, Jena, Germany"
no_expected_no_live,230076,Q2066277,P230076,Cuneiform Tablet Ist Ni 03355,"Lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the arkeoloji müzeleri, istanbul, turkey.",Ist Ni 03355,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Arkeoloji Müzeleri, Istanbul, Turkey"
no_expected_no_live,230099,Q2066338,P230099,Cuneiform Tablet Ist Ni 05143,"Lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the arkeoloji müzeleri, istanbul, turkey.",Ist Ni 05143,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Arkeoloji Müzeleri, Istanbul, Turkey"
no_expected_no_live,230148,Q2048132,P230148,"Cuneiform Tablet TMN p. 330, Ist Ni 03179","Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the arkeoloji müzeleri, istanbul, turkey.","TMN p. 330, Ist Ni 03179",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Arkeoloji Müzeleri, Istanbul, Turkey"
no_expected_no_live,230172,Q2169918,P230172,"Cuneiform Artifact PBS 11/3, 070","CDLI artifact: prism; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P230172","PBS 11/3, 070",prism,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,230261,Q2059547,P230261,Cuneiform Tablet UM 55-21-272,"Lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",UM 55-21-272,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,230324,Q2003348,P230324,"Cuneiform Tablet PBS 11/2, 029","Lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.","PBS 11/2, 029",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,230518,Q2018860,P230518,Cuneiform Tablet CBS 13128,"Sumerian lexical tablet from an unspecified location, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",CBS 13128,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,230563,Q2059422,P230563,Cuneiform Tablet UM 29-16-575,"Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",UM 29-16-575,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,230631,Q2059235,P230631,Cuneiform Tablet UM 29-15-424,"Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",UM 29-15-424,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,231759,Q2048146,P231759,"Cuneiform Tablet TMN p. 337, Ist Ni 03711","Sumerian lexical tablet found in the nufar provenience, dated to an unspecified period and currently held in the arkeoloji müzeleri, istanbul, turkey.","TMN p. 337, Ist Ni 03711",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Arkeoloji Müzeleri, Istanbul, Turkey"
no_expected_no_live,247864,Q2033369,P247864,"Cuneiform Tablet CM 22, pl. 36-37","Lexical tablet from an unspecified location, dated to an unspecified period and currently held in the national museum of iraq, baghdad, iraq.","CM 22, pl. 36-37",tablet,,,,,,,,,,Shaduppum (mod. Tell Harmal),"National Museum of Iraq, Baghdad, Iraq"
no_expected_no_live,248380,Q2164618,P248380,Cuneiform Tablet HMA 9-02884,"CDLI artifact: tablet; held by Hearst Museum of Anthropology, University of California at Berkeley, Berkeley, California, USA; CDLI P248380",HMA 9-02884,tablet,,,,,,,,,,,"Hearst Museum of Anthropology, University of California at Berkeley, Berkeley, California, USA"
no_expected_no_live,248569,Q2154344,P248569,Cuneiform Tablet HMA unident07,"CDLI artifact: tablet; held by Hearst Museum of Anthropology, University of California at Berkeley, Berkeley, California, USA; CDLI P248569",HMA unident07,tablet,,,,,,,,,,,"Hearst Museum of Anthropology, University of California at Berkeley, Berkeley, California, USA"
no_expected_no_live,250323,Q2025049,P250323,Cuneiform Tablet AUAM 73.3308a,"CDLI artifact: tablet; held by Siegfried H. Horn Museum, Institute of Archaeology, Andrews University, Berrien Springs, Michigan, USA; CDLI P250323",AUAM 73.3308a,tablet,,,,,,,,,,,"Siegfried H. Horn Museum, Institute of Archaeology, Andrews University, Berrien Springs, Michigan, USA"
no_expected_no_live,252164,Q2149592,P252164,Cuneiform Tablet MS 3153,"CDLI artifact: tablet; from uncertain (mod. uncertain); held by Schøyen Collection, Oslo, Norway; CDLI P252164",MS 3153,tablet,,,,,,,,,,uncertain (mod. uncertain),"Schøyen Collection, Oslo, Norway"
no_expected_no_live,256721,Q2164912,P256721,Cuneiform Tablet UM 29-16-124,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P256721",UM 29-16-124,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,256776,Q2162617,P256776,Cuneiform Artifact UM 29-16-196,"CDLI artifact: sealing; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P256776",UM 29-16-196,sealing,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,257327,Q2165286,P257327,Cuneiform Artifact UM 55-21-137,"CDLI artifact: Vessel; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P257327",UM 55-21-137,Vessel,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,260306,Q2164225,P260306,"Cuneiform Tablet PBS 14, 0105","CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P260306","PBS 14, 0105",tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,260701,Q2162275,P260701,Cuneiform Tablet CBS 04384,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P260701",CBS 04384,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,260869,Q2163034,P260869,Cuneiform Tablet CBS 04555,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P260869",CBS 04555,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261096,Q2167542,P261096,Cuneiform Tablet CBS 04900,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261096",CBS 04900,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261203,Q2170080,P261203,Cuneiform Artifact CDLI Seals 000617 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261203",CDLI Seals 000617 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261215,Q2165754,P261215,Cuneiform Artifact CDLI Seals 000629 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261215",CDLI Seals 000629 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261242,Q2167702,P261242,Cuneiform Artifact CDLI Seals 000656 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261242",CDLI Seals 000656 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261254,Q2158301,P261254,Cuneiform Artifact CDLI Seals 000668 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261254",CDLI Seals 000668 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261281,Q2162911,P261281,Cuneiform Artifact CDLI Seals 000695 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261281",CDLI Seals 000695 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261307,Q2168525,P261307,Cuneiform Artifact CDLI Seals 000721 (physical),"CDLI artifact: Stamp seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261307",CDLI Seals 000721 (physical),Stamp seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261311,Q2164738,P261311,Cuneiform Artifact CDLI Seals 000725 (physical),"CDLI artifact: Stamp seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261311",CDLI Seals 000725 (physical),Stamp seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261645,Q2165614,P261645,Cuneiform Artifact CDLI Seals 000736 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261645",CDLI Seals 000736 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261653,Q2170191,P261653,Cuneiform Artifact CDLI Seals 000744 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261653",CDLI Seals 000744 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261700,Q2165981,P261700,Cuneiform Tablet CBS 05507,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261700",CBS 05507,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261741,Q2161758,P261741,Cuneiform Tablet CBS 05548,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261741",CBS 05548,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261757,Q1368819,P261757,Cuneiform Tablet CBS 05564,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261757",CBS 05564,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261813,Q2162283,P261813,Cuneiform Tablet CBS 05620,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261813",CBS 05620,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261844,Q2164099,P261844,Cuneiform Tablet CBS 05651,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261844",CBS 05651,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261901,Q2165084,P261901,Cuneiform Tablet CBS 05708,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261901",CBS 05708,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,261956,Q2162504,P261956,Cuneiform Tablet CBS 05763,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P261956",CBS 05763,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,262340,Q2167233,P262340,Cuneiform Artifact CDLI Seals 000785 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P262340",CDLI Seals 000785 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,262439,Q2165430,P262439,Cuneiform Tablet CBS 07438,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P262439",CBS 07438,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,262442,Q2163680,P262442,Cuneiform Tablet CBS 07441,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P262442",CBS 07441,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,262710,Q2167078,P262710,Cuneiform Tablet CBS 07700A,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P262710",CBS 07700A,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,262878,Q1367471,P262878,Cuneiform Tablet CBS 07918,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P262878",CBS 07918,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263438,Q2162616,P263438,Cuneiform Tablet CBS 08640,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263438",CBS 08640,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263697,Q2166079,P263697,Cuneiform Tablet CBS 08881b,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263697",CBS 08881b,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263746,Q2163046,P263746,Cuneiform Artifact CDLI Seals 000817 (physical),"CDLI artifact: Cylinder seal; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263746",CDLI Seals 000817 (physical),Cylinder seal,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263785,Q2167675,P263785,Cuneiform Artifact CDLI Seals 000845 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263785",CDLI Seals 000845 (physical),Cylinder seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263793,Q2158377,P263793,Cuneiform Artifact CDLI Seals 000853 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263793",CDLI Seals 000853 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263802,Q2167109,P263802,Cuneiform Artifact CDLI Seals 000862 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263802",CDLI Seals 000862 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263910,Q2047087,P263910,Cuneiform Tablet CBS 06145,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263910",CBS 06145,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,263947,Q2166890,P263947,Cuneiform Tablet CBS 06279,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P263947",CBS 06279,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,264040,Q2167688,P264040,Cuneiform Tablet CBS 06376,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P264040",CBS 06376,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,264200,Q2164700,P264200,"Cuneiform Tablet PBS 14, 1069","CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P264200","PBS 14, 1069",tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,264406,Q2156240,P264406,Cuneiform Artifact CBS 06994,"CDLI artifact: bulla; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P264406",CBS 06994,bulla,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,264410,Q2167826,P264410,"Cuneiform Artifact PBS 14, 0044","CDLI artifact: bulla; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P264410","PBS 14, 0044",bulla,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,264715,Q2164624,P264715,Cuneiform Artifact CDLI Seals 000891 (physical),"CDLI artifact: Stamp seal; from uncertain (mod. uncertain); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P264715",CDLI Seals 000891 (physical),Stamp seal,,,,,,,,,,uncertain (mod. uncertain),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,265368,Q2163215,P265368,Cuneiform Tablet CBS 10105,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P265368",CBS 10105,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,265503,Q2162254,P265503,Cuneiform Artifact CBS 10268,"CDLI artifact: brick; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P265503",CBS 10268,brick,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,265578,Q2144702,P265578,Cuneiform Tablet CBS 10354,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P265578",CBS 10354,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,265807,Q2164636,P265807,Cuneiform Tablet CBS 10605,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P265807",CBS 10605,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,265893,Q2166602,P265893,Cuneiform Tablet CBS 10688a,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P265893",CBS 10688a,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,266354,Q2063672,P266354,Cuneiform Tablet CBS 11192a,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P266354",CBS 11192a,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,267284,Q2166421,P267284,Cuneiform Tablet CBS 12646,"CDLI artifact: tablet; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P267284",CBS 12646,tablet,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,267640,Q2163734,P267640,Cuneiform Artifact CBS 12037,"CDLI artifact: vase; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P267640",CBS 12037,vase,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,268999,Q2160597,P268999,Cuneiform Tablet CBS 13417,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P268999",CBS 13417,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269019,Q2166696,P269019,Cuneiform Tablet CBS 13437,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269019",CBS 13437,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269058,Q2169056,P269058,Cuneiform Tablet CBS 14037,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269058",CBS 14037,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269222,Q2167891,P269222,"Cuneiform Artifact PBS 14, 0026","CDLI artifact: bulla; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269222","PBS 14, 0026",bulla,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269263,Q2170186,P269263,Cuneiform Artifact CDLI Seals 000972 (physical),"CDLI artifact: Cylinder seal; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269263",CDLI Seals 000972 (physical),Cylinder seal,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269275,Q2165653,P269275,Cuneiform Artifact CDLI Seals 000984 (physical),"CDLI artifact: Cylinder seal; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269275",CDLI Seals 000984 (physical),Cylinder seal,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269330,Q2165993,P269330,Cuneiform Artifact CDLI Seals 001035 (physical),"CDLI artifact: Stamp seal; from Nippur (mod. Nuffar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269330",CDLI Seals 001035 (physical),Stamp seal,,,,,,,,,,Nippur (mod. Nuffar),"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269367,Q1932806,P269367,Cuneiform Artifact CDLI Seals 001064 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269367",CDLI Seals 001064 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269388,Q2167618,P269388,Cuneiform Artifact CDLI Seals 001076 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269388",CDLI Seals 001076 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269408,Q2168898,P269408,Cuneiform Artifact CDLI Seals 001096 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269408",CDLI Seals 001096 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269432,Q2164834,P269432,Cuneiform Artifact CDLI Seals 001120 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269432",CDLI Seals 001120 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269449,Q2166565,P269449,Cuneiform Artifact CDLI Seals 001136 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269449",CDLI Seals 001136 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269465,Q2162809,P269465,Cuneiform Artifact CDLI Seals 001152 (physical),"CDLI artifact: Cylinder seal; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269465",CDLI Seals 001152 (physical),Cylinder seal,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
no_expected_no_live,269625,Q2165818,P269625,Cuneiform Tablet CBS 15048,"CDLI artifact: tablet; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P269625",CBS 15048,tablet,,,,,,,,,,,"Penn Museum, Philadelphia, Pennsylvania, USA"
