repair_status,cdli_id,factgrid_qid,artifact_label,live_period_property,live_period_qid,live_period_label,correct_period_qid,expected_period_label,repair_note
ready,559056,Q2160108,Cuneiform Tablet BM 026599,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559083,Q2163965,Cuneiform Tablet BM 026635,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559105,Q2167828,Cuneiform Tablet BM 026665,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559129,Q2163866,Cuneiform Tablet BM 026697,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559152,Q2165706,Cuneiform Tablet BM 026727,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559200,Q2164628,Cuneiform Tablet BM 027857,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559294,Q2166595,Cuneiform Tablet BM 029034,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559312,Q2162722,Cuneiform Tablet BM 029069,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559345,Q2164884,Cuneiform Tablet BM 029178,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559369,Q2047466,Cuneiform Tablet BM 029224,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559386,Q2063888,Cuneiform Tablet BM 029253,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559390,Q2169668,Cuneiform Tablet BM 029263,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559406,Q2162400,Cuneiform Tablet BM 029308,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559410,Q1366173,Cuneiform Tablet BM 029312,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559502,Q2165874,Cuneiform Tablet BM 029516,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559543,Q2158582,Cuneiform Tablet BM 029612,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559579,Q2164018,Cuneiform Tablet BM 085618,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559596,Q2163037,Cuneiform Tablet BM 085696,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559650,Q2164509,"Cuneiform Tablet AfO 38/39, 99 no. 12",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559693,Q2047415,Cuneiform Tablet BM 082697,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559739,Q2047818,Cuneiform Tablet BM 082774,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,559806,Q2168144,Cuneiform Tablet BM 026699,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,561639,Q2164961,Cuneiform Tablet BM 031512,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,561707,Q2167498,Cuneiform Tablet BM 031656,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,561906,Q2163664,Cuneiform Tablet BM 032065,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,562255,Q2168217,Cuneiform Tablet BM 033364,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,562296,Q2163395,Cuneiform Tablet BM 033421,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,563014,Q2167734,Cuneiform Tablet BM 036405,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,563452,Q2153937,Cuneiform Tablet BM 037745,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,563628,Q2047332,Cuneiform Tablet BM 038140,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,563741,Q2164565,Cuneiform Tablet BM 038324,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,565197,Q2165475,"Cuneiform Tablet Strassmaier, 8th Orientalist Congress no. 14",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,566492,Q2167339,Cuneiform Tablet BM 035527,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,566703,Q2012788,Cuneiform Tablet BM 040495,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,566754,Q2165888,Cuneiform Tablet BM 040575,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,567283,Q2167049,Cuneiform Tablet BM 031896,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,567329,Q2167299,"Cuneiform Tablet OLP 28, 85",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,567692,Q2169526,Cuneiform Tablet BM 040275,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,568571,Q2144026,Cuneiform Tablet BM 049428,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,570511,Q2063670,Cuneiform Tablet BM 046652,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,570546,Q2167433,Cuneiform Tablet BM 046695,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,571029,Q2167992,Cuneiform Tablet BM 047485,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,571068,Q2170223,Cuneiform Tablet BM 047559,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,571245,Q2047147,Cuneiform Tablet BM 047969,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,571286,Q2164236,Cuneiform Tablet BM 048029,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,572486,Q2063630,Cuneiform Tablet BM 047398,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573055,Q2170238,Cuneiform Tablet BM 050107,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573147,Q2167775,Cuneiform Tablet BM 068456 (cast),P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573151,Q2168351,Cuneiform Tablet BM 077426,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573254,Q2165044,Cuneiform Tablet Graziani Bardiya no. 35,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573346,Q2162249,Cuneiform Tablet NBDSPC no. 10,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573385,Q2167023,Cuneiform Tablet NBDSPC no. 11,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573405,Q2170403,Cuneiform Tablet NBDSPC no. 96,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573444,Q2168115,Cuneiform Tablet NBDSPC no. 94,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573556,Q2166214,Cuneiform Tablet BM 061550,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573628,Q2023753,Cuneiform Tablet BM 075567,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573805,Q2166067,"Cuneiform Tablet OBO 260, no. 500",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573852,Q1365821,"Cuneiform Tablet OBO 260, no. 367",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,573940,Q2165866,"Cuneiform Tablet OBO 260, no. 607",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,574179,Q2162261,"Cuneiform Tablet OBO 260, no. 404",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,578422,Q2168919,Cuneiform Tablet BM 053618,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,579337,Q2167330,Cuneiform Tablet BM 055237,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,580440,Q2163638,Cuneiform Tablet BM 059420,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,580568,Q2170517,Cuneiform Tablet NABU 1997/011 BM 59568,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,580745,Q2146957,Cuneiform Tablet BM 059789,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,580968,Q2165646,Cuneiform Tablet Camb. 408,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581142,Q2169707,Cuneiform Tablet BM 060700,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581441,Q2047316,Cuneiform Tablet BM 061050,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581512,Q2169827,Cuneiform Tablet BM 061139,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581695,Q2166059,Cuneiform Tablet BM 061392,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581768,Q1938387,Cuneiform Tablet NABU 2006/001,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581857,Q2147428,Cuneiform Tablet BM 061595,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581912,Q2044641,Cuneiform Tablet BM 061666,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581945,Q2166864,Cuneiform Tablet BM 061706,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,581986,Q2162069,Cuneiform Tablet BM 061769,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,582017,Q2148491,Cuneiform Tablet BM 061809,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,582514,Q2168271,Cuneiform Tablet BM 062372,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,582538,Q2163421,Cuneiform Tablet BM 062401,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,582703,Q2162301,Cuneiform Tablet BM 062603,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,582797,Q2026115,Cuneiform Tablet BM 062710,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583169,Q2063806,Cuneiform Tablet BM 063002,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583313,Q2164067,Cuneiform Tablet BM 063164,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583329,Q2163134,Cuneiform Tablet BM 063182,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583450,Q2164971,Cuneiform Tablet BM 063316,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583485,Q2169711,Cuneiform Tablet BM 063355,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583515,Q2164568,Cuneiform Tablet BM 063388,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583647,Q2165669,Cuneiform Tablet BM 063529,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,583779,Q2163012,Cuneiform Tablet BM 063682,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584028,Q2165834,Cuneiform Tablet BM 063997,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584053,Q2164052,Cuneiform Tablet BM 064018,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584069,Q2159294,Cuneiform Tablet BM 064041,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584086,Q2160942,Cuneiform Tablet ABC no. 35,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584090,Q1987899,Cuneiform Tablet BM 064071,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584116,Q2163109,Cuneiform Tablet BM 064114,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584182,Q2165656,Cuneiform Tablet BM 064213 + BM 064222,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584268,Q2162855,Cuneiform Tablet BM 064349,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584403,Q2163895,Cuneiform Tablet BM 064538,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584497,Q2166149,Cuneiform Tablet BM 064658,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584593,Q2157602,Cuneiform Tablet BM 064770,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584643,Q2047527,Cuneiform Tablet BM 064838,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584815,Q2163375,Cuneiform Tablet BM 065062,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,584950,Q2163758,Cuneiform Tablet BM 065241,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,585029,Q2162405,Cuneiform Tablet BM 065339 + BM 068761,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,585290,Q2170529,Cuneiform Tablet BM 065663,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,585479,Q2162557,Cuneiform Tablet BM 065889,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,585547,Q2146717,"Cuneiform Tablet Kaskal 6, 175 no. 13",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,585843,Q2167621,Cuneiform Tablet BM 066296,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586015,Q2165846,Cuneiform Tablet BM 066485,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586255,Q2162837,Cuneiform Tablet BM 066791,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586347,Q2164453,Cuneiform Tablet BM 066913,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586594,Q2163927,"Cuneiform Tablet AfO 38/39, 94 no. 10",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586605,Q2162692,Cuneiform Tablet BM 067229,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,586687,Q2169697,Cuneiform Tablet BM 067339,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587254,Q2165364,Cuneiform Tablet BM 068006,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587350,Q2165893,Cuneiform Tablet BM 068143,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587413,Q2164997,Cuneiform Tablet BM 068224,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587556,Q2164165,Cuneiform Tablet BM 068399,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587583,Q2169309,Cuneiform Tablet BM 068438,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,587716,Q2168311,Cuneiform Tablet BM 068602,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,589499,Q2167571,Cuneiform Tablet BM 070467,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,589837,Q2144163,Cuneiform Tablet BM 070859,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,590786,Q2164945,Cuneiform Tablet BM 071913,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,591396,Q2170481,Cuneiform Tablet BM 072793,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,591482,Q2164073,Cuneiform Tablet BM 072895,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,591512,Q2169629,Cuneiform Tablet BM 072925,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,591590,Q2162495,Cuneiform Tablet BM 073012,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592040,Q2170116,Cuneiform Tablet BM 073593,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592113,Q2165917,Cuneiform Tablet BM 073677,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592328,Q2047977,Cuneiform Tablet BM 073936,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592685,Q2167522,Cuneiform Tablet BM 074462,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592754,Q2164506,Cuneiform Tablet BM 074616,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592778,Q2063700,Cuneiform Tablet BM 074666,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592781,Q2168991,Cuneiform Tablet BM 074674,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,592943,Q2170372,Cuneiform Tablet BM 075693,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,593190,Q2169278,Cuneiform Tablet BM 076221,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,593581,Q2166871,Cuneiform Tablet BM 076747,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,593885,Q2047385,"Cuneiform Tablet Rechtsleben 2, 61",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,593997,Q2167510,Cuneiform Tablet BM 077622,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,594053,Q2163686,Cuneiform Tablet BM 077730,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,594638,Q2162357,Cuneiform Tablet BM 078964,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,594792,Q2162600,Cuneiform Tablet BM 079196,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,594897,Q2170097,Cuneiform Tablet BM 079331,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,595044,Q2169002,Cuneiform Tablet BM 079527,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,595052,Q2047433,Cuneiform Tablet BM 079537,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,595183,Q2162888,Cuneiform Tablet BM 079707,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,595551,Q2169646,Cuneiform Tablet BM 080755,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,595793,Q2165717,Cuneiform Tablet BM 081242,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,598226,Q2168789,Cuneiform Tablet BM 084466,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,598267,Q2166519,Cuneiform Tablet BM 084514,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,598549,Q2012899,Cuneiform Tablet BM 087248,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599071,Q2029860,Cuneiform Tablet BM 094198,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599358,Q2168459,Cuneiform Tablet BM 094729,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599421,Q2047236,Cuneiform Tablet BM 094826,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599837,Q2048020,Cuneiform Tablet BM 096239,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599860,Q2167597,Cuneiform Tablet BM 096266,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599909,Q2162678,Cuneiform Tablet BM 096323,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599925,Q2166654,Cuneiform Tablet BM 096342,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
ready,599964,Q2168945,Cuneiform Tablet BM 096388,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.
