audit_status,cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,expected_period_qid,expected_period_label,live_period_property,live_period_qid,live_period_label,live_cdli_id
no_expected_no_live,541309,Q2047112,,Cuneiform Artifact CDLI Seals 020367 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P541309",,,,,,P541309
no_expected_no_live,541325,Q2165091,,Cuneiform Artifact CDLI Seals 020385 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P541325",,,,,,P541325
no_expected_no_live,541372,Q2162496,,Cuneiform Artifact CDLI Seals 020514 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P541372",,,,,,P541372
no_expected_no_live,541466,Q2167331,,Cuneiform Artifact CDLI Seals 020628 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541466",,,,,,P541466
no_expected_no_live,541470,Q2168371,,Cuneiform Artifact CDLI Seals 020632 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541470",,,,,,P541470
no_expected_no_live,541489,Q2152524,,Cuneiform Artifact CDLI Seals 020651 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541489",,,,,,P541489
no_expected_no_live,541519,Q2163532,,Cuneiform Artifact CDLI Seals 020681 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541519",,,,,,P541519
no_expected_no_live,541523,Q2149298,,Cuneiform Artifact CDLI Seals 020685 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541523",,,,,,P541523
no_expected_no_live,541535,Q2168158,,Cuneiform Artifact CDLI Seals 020697 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541535",,,,,,P541535
no_expected_no_live,541562,Q2165284,,Cuneiform Artifact CDLI Seals 020724 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541562",,,,,,P541562
no_expected_no_live,541574,Q2170501,,Cuneiform Artifact CDLI Seals 020736 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541574",,,,,,P541574
no_expected_no_live,541630,Q2164214,,Cuneiform Artifact CDLI Seals 020792 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541630",,,,,,P541630
no_expected_no_live,541667,Q2162119,,Cuneiform Artifact CDLI Seals 020829 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541667",,,,,,P541667
no_expected_no_live,541688,Q2162578,,Cuneiform Artifact CDLI Seals 020850 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541688,,,,,,P541688
no_expected_no_live,541722,Q2162335,,Cuneiform Artifact CDLI Seals 020884 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. Diqdiqqah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541722",,,,,,P541722
no_expected_no_live,541759,Q2021393,,Cuneiform Artifact CDLI Seals 020921 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. Diqdiqqah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541759",,,,,,P541759
no_expected_no_live,541775,Q2165221,,Cuneiform Artifact CDLI Seals 020937 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541775,,,,,,P541775
no_expected_no_live,541827,Q2170090,,Cuneiform Artifact CDLI Seals 020989 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541827,,,,,,P541827
no_expected_no_live,541831,Q2165770,,Cuneiform Artifact CDLI Seals 020993 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541831,,,,,,P541831
no_expected_no_live,541866,Q2167695,,Cuneiform Artifact CDLI Seals 021028 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541866,,,,,,P541866
no_expected_no_live,541870,Q2157913,,Cuneiform Artifact CDLI Seals 021032 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541870,,,,,,P541870
no_expected_no_live,541889,Q2016294,,Cuneiform Artifact CDLI Seals 021051 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541889,,,,,,P541889
no_expected_no_live,541923,Q2168531,,Cuneiform Artifact CDLI Seals 021085 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541923",,,,,,P541923
no_expected_no_live,541935,Q2164907,,Cuneiform Artifact CDLI Seals 021097 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P541935",,,,,,P541935
no_expected_no_live,541974,Q2166099,,Cuneiform Artifact CDLI Seals 021136 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P541974,,,,,,P541974
no_expected_no_live,542026,Q2169815,,Cuneiform Artifact CDLI Seals 021188 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. Diqdiqqah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542026",,,,,,P542026
no_expected_no_live,542030,Q2063557,,Cuneiform Artifact CDLI Seals 021192 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542030",,,,,,P542030
no_expected_no_live,542067,Q2167515,,Cuneiform Artifact CDLI Seals 021229 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. Diqdiqqah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542067",,,,,,P542067
no_expected_no_live,542088,Q2166484,,Cuneiform Artifact CDLI Seals 021250 (physical),"CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542088",,,,,,P542088
no_expected_no_live,542122,Q2166723,,Cuneiform Artifact CDLI Seals 021284 (physical),CDLI artifact: Cylinder seal; from Ur (mod. Tell Muqayyar); CDLI P542122,,,,,,P542122
no_expected_no_live,542159,Q2164920,,Cuneiform Artifact CDLI Seals 021318 (composite),CDLI artifact: seal (not impression); from Larsa (mod. Tell as-Senkereh); CDLI P542159,,,,,,P542159
no_expected_no_live,542572,Q2166609,,Cuneiform Artifact CDLI Seals 021718 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. Tell Agrab); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542572",,,,,,P542572
no_expected_no_live,542876,Q2023267,,Cuneiform Artifact CDLI Seals 022022 (physical),"CDLI artifact: Cylinder seal; from Ešnunna (mod. Tell Asmar); held by National Museum of Iraq, Baghdad, Iraq; CDLI P542876",,,,,,P542876
no_expected_no_live,542899,Q2144778,,Cuneiform Artifact CDLI Seals 022045 (physical),"CDLI artifact: Cylinder seal; from Ešnunna (mod. Tell Asmar); held by Institute for the Study of Ancient Cultures West Asia & North Africa Museum, Chicago, Illinois, USA; CDLI P542899",,,,,,P542899
no_expected_no_live,542933,Q2144147,,Cuneiform Artifact CDLI Seals 022079 (physical),CDLI artifact: Cylinder seal; from Ešnunna (mod. Tell Asmar); CDLI P542933,,,,,,P542933
no_expected_no_live,544127,Q2165014,,Cuneiform Tablet LB 2674 (unpublished),"CDLI artifact: tablet; held by de Liagre Böhl Collection, Netherlands Institute for the Near East, Leiden, The Netherlands; CDLI P544127",,,,,,P544127
no_expected_no_live,544408,Q2169601,,Cuneiform Tablet TA 1934 T0013,"CDLI artifact: tablet; from Ešnunna (mod. Tell Asmar); held by Institute for the Study of Ancient Cultures West Asia & North Africa Museum, Chicago, Illinois, USA; CDLI P544408",,,,,,P544408
no_expected_no_live,544664,Q2165180,,Cuneiform Artifact CDLI Seals 022315 (physical),"CDLI artifact: Cylinder seal; from Nagar (mod. Tell Brak); held by British Museum, London, UK; CDLI P544664",,,,,,P544664
no_expected_no_live,544672,Q2168516,,Cuneiform Artifact CDLI Seals 022323 (physical),"CDLI artifact: Cylinder seal; from Nagar (mod. Tell Brak); held by British Museum, London, UK; CDLI P544672",,,,,,P544672
no_expected_no_live,544721,Q2149596,,Cuneiform Artifact CDLI Seals 022372 (physical),"CDLI artifact: Cylinder seal; from Nagar (mod. Tell Brak); held by National Museum of Syria, Aleppo, Syria; CDLI P544721",,,,,,P544721
no_expected_no_live,544760,Q2165426,,Cuneiform Artifact CDLI Seals 022411 (physical),"CDLI artifact: Cylinder seal; from Nagar (mod. Tell Brak); held by National Museum of Syria, Der-ez-Zor, Syria; CDLI P544760",,,,,,P544760
no_expected_no_live,545034,Q2165947,,Cuneiform Artifact CDLI Seals 022682 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P545034",,,,,,P545034
no_expected_no_live,545126,Q2167842,,Cuneiform Artifact CDLI Seals 022774 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P545126",,,,,,P545126
no_expected_no_live,545130,Q2155018,,Cuneiform Artifact CDLI Seals 022778 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P545130",,,,,,P545130
no_expected_no_live,545171,Q2165730,,Cuneiform Artifact CDLI Seals 022819 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P545171",,,,,,P545171
no_expected_no_live,545258,Q2167560,,Cuneiform Artifact CDLI Seals 022906 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Agnes Baldwin Brett, unlocated; CDLI P545258",,,,,,P545258
no_expected_no_live,545521,Q2165862,,Cuneiform Artifact CDLI Seals 023150 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545521",,,,,,P545521
no_expected_no_live,545537,Q2169964,,Cuneiform Artifact CDLI Seals 023166 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545537",,,,,,P545537
no_expected_no_live,545560,Q2158941,,Cuneiform Artifact CDLI Seals 023189 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545560",,,,,,P545560
no_expected_no_live,545576,Q2167667,,Cuneiform Artifact CDLI Seals 023205 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545576",,,,,,P545576
no_expected_no_live,545599,Q1367254,,Cuneiform Artifact CDLI Seals 023228 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545599",,,,,,P545599
no_expected_no_live,545608,Q2167408,,Cuneiform Artifact CDLI Seals 023237 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545608",,,,,,P545608
no_expected_no_live,545649,Q2169782,,Cuneiform Artifact CDLI Seals 023278 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545649",,,,,,P545649
no_expected_no_live,545673,Q2164476,,Cuneiform Artifact CDLI Seals 023302 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545673",,,,,,P545673
no_expected_no_live,545736,Q2164692,,Cuneiform Artifact CDLI Seals 023365 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545736",,,,,,P545736
no_expected_no_live,545809,Q2163588,,Cuneiform Artifact CDLI Seals 023480 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545809",,,,,,P545809
no_expected_no_live,545825,Q2168127,,Cuneiform Artifact CDLI Seals 023496 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545825",,,,,,P545825
no_expected_no_live,545833,Q2150260,,Cuneiform Artifact CDLI Seals 023504 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545833",,,,,,P545833
no_expected_no_live,545864,Q2170386,,Cuneiform Artifact CDLI Seals 023535 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545864",,,,,,P545864
no_expected_no_live,545872,Q2165389,,Cuneiform Artifact CDLI Seals 023543 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545872",,,,,,P545872
no_expected_no_live,545999,Q2152088,,Cuneiform Artifact CDLI Seals 023670 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P545999",,,,,,P545999
no_expected_no_live,546008,Q2162219,,Cuneiform Artifact CDLI Seals 023679 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P546008",,,,,,P546008
no_expected_no_live,546065,Q2169479,,Cuneiform Artifact CDLI Seals 023736 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P546065",,,,,,P546065
no_expected_no_live,546073,Q2144575,,Cuneiform Artifact CDLI Seals 023744 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Nies Babylonian Collection, Yale Babylonian Collection, New Haven, Connecticut, USA; CDLI P546073",,,,,,P546073
no_expected_no_live,546376,Q2163717,,Cuneiform Artifact CDLI Seals 024014 (physical),"CDLI artifact: Cylinder seal; from Alalakh (mod. Tell Açana/Atshana); held by Archeological Museum, Antakya, Hatay, Turkey; CDLI P546376",,,,,,P546376
no_expected_no_live,546399,Q2163322,,Cuneiform Artifact CDLI Seals 024037 (physical),"CDLI artifact: Cylinder seal; from Qattara (mod. Tell al Rimah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P546399",,,,,,P546399
no_expected_no_live,546423,Q2142660,,Cuneiform Artifact CDLI Seals 024062 (physical),"CDLI artifact: Cylinder seal; from Qattara (mod. Tell al Rimah); held by National Museum of Iraq, Baghdad, Iraq; CDLI P546423",,,,,,P546423
no_expected_no_live,546618,Q2166236,,Cuneiform Artifact CDLI Seals 024095 (physical),"CDLI artifact: Cylinder seal; from Kish (mod. Tell Ingharra); held by National Museum of Iraq, Baghdad, Iraq; CDLI P546618",,,,,,P546618
no_expected_no_live,546927,Q2167421,,Cuneiform Artifact CDLI Seals 024364 (physical),"CDLI artifact: Cylinder seal; from Thêbai (mod. Thebes Beoticia Greece); held by Archaeological Museum of Thebes, Boeotia, Greece; CDLI P546927",,,,,,P546927
no_expected_no_live,546989,Q2168997,,Cuneiform Artifact CDLI Seals 024417 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P546989",,,,,,P546989
no_expected_no_live,547009,Q2165930,,Cuneiform Artifact CDLI Seals 024437 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547009",,,,,,P547009
no_expected_no_live,547048,Q2159833,,Cuneiform Artifact CDLI Seals 024476 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547048",,,,,,P547048
no_expected_no_live,547072,Q2162936,,Cuneiform Artifact CDLI Seals 024500 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547072",,,,,,P547072
no_expected_no_live,547137,Q2163878,,Cuneiform Artifact CDLI Seals 024565 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547137",,,,,,P547137
no_expected_no_live,547224,Q2169902,,Cuneiform Artifact CDLI Seals 024652 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547224",,,,,,P547224
no_expected_no_live,547232,Q2048000,,Cuneiform Artifact CDLI Seals 024660 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by J. Pierpont Morgan Library Collection, New York, New York, USA; CDLI P547232",,,,,,P547232
no_expected_no_live,547265,Q2167567,,Cuneiform Artifact CDLI Seals 024693 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Louvre Museum, Paris, France; CDLI P547265",,,,,,P547265
no_expected_no_live,547320,Q2166640,,Cuneiform Artifact CDLI Seals 024748 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547320",,,,,,P547320
no_expected_no_live,547361,Q2168962,,Cuneiform Artifact CDLI Seals 024789 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547361",,,,,,P547361
no_expected_no_live,547377,Q2047513,,Cuneiform Artifact CDLI Seals 024805 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547377",,,,,,P547377
no_expected_no_live,547398,Q2063920,,Cuneiform Artifact CDLI Seals 024826 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547398",,,,,,P547398
no_expected_no_live,547418,Q2162905,,Cuneiform Artifact CDLI Seals 024846 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547418",,,,,,P547418
no_expected_no_live,547422,Q2163061,,Cuneiform Artifact CDLI Seals 024850 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547422",,,,,,P547422
no_expected_no_live,547459,Q2166060,,Cuneiform Artifact CDLI Seals 024887 (physical),"CDLI artifact: Cylinder seal; from Susa (mod. Shush); held by Louvre Museum, Paris, France; CDLI P547459",,,,,,P547459
no_expected_no_live,547674,Q2169768,,Cuneiform Artifact CDLI Seals 025099 (physical),"CDLI artifact: Cylinder seal; from Kish (mod. Tell Ingharra); held by Field Museum of Natural History, Chicago, Illinois, USA; CDLI P547674",,,,,,P547674
no_expected_no_live,547971,Q2163204,,Cuneiform Artifact CDLI Seals 025367 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Spurlock Museum, University of Illinois, Urbana-Champaign, Illinois, USA; CDLI P547971",,,,,,P547971
no_expected_no_live,548094,Q2168946,,Cuneiform Artifact CDLI Seals 025489 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by Walters Art Museum, Baltimore, Maryland, USA; CDLI P548094",,,,,,P548094
no_expected_no_live,548153,Q2162796,,Cuneiform Artifact CDLI Seals 025538 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P548153",,,,,,P548153
no_expected_no_live,548190,Q2167598,,Cuneiform Artifact CDLI Seals 025575 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P548190",,,,,,P548190
no_expected_no_live,548201,Q2168557,,Cuneiform Artifact CDLI Seals 025586 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P548201",,,,,,P548201
no_expected_no_live,548217,Q2164138,,Cuneiform Artifact CDLI Seals 025602 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P548217",,,,,,P548217
no_expected_no_live,548256,Q2166148,,Cuneiform Artifact CDLI Seals 025641 (physical),"CDLI artifact: Cylinder seal; from uncertain (mod. uncertain); held by British Museum, London, UK; CDLI P548256",,,,,,P548256
no_expected_no_live,548313,Q2165793,,Cuneiform Artifact CDLI Seals 025698 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548313",,,,,,P548313
no_expected_no_live,548344,Q2167745,,Cuneiform Artifact CDLI Seals 025729 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548344",,,,,,P548344
no_expected_no_live,548352,Q2157428,,Cuneiform Artifact CDLI Seals 025737 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548352",,,,,,P548352
no_expected_no_live,548368,Q2163930,,Cuneiform Artifact CDLI Seals 025753 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548368",,,,,,P548368
no_expected_no_live,548387,Q2162960,,Cuneiform Artifact CDLI Seals 025772 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548387",,,,,,P548387
no_expected_no_live,548411,Q2164563,,Cuneiform Artifact CDLI Seals 025796 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by Louvre Museum, Paris, France; CDLI P548411",,,,,,P548411
no_expected_no_live,548503,Q2162663,,Cuneiform Artifact CDLI Seals 025888 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548503",,,,,,P548503
no_expected_no_live,548554,Q2164977,,Cuneiform Artifact CDLI Seals 025939 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548554",,,,,,P548554
no_expected_no_live,548578,Q2047340,,Cuneiform Artifact CDLI Seals 025963 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548578",,,,,,P548578
no_expected_no_live,548581,Q2169709,,Cuneiform Artifact CDLI Seals 025966 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548581",,,,,,P548581
no_expected_no_live,548597,Q2063753,,Cuneiform Artifact CDLI Seals 025982 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548597",,,,,,P548597
no_expected_no_live,548606,Q2166000,,Cuneiform Artifact CDLI Seals 025991 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548606",,,,,,P548606
no_expected_no_live,548647,Q2161236,,Cuneiform Artifact CDLI Seals 026032 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548647",,,,,,P548647
no_expected_no_live,548651,Q2011479,,Cuneiform Artifact CDLI Seals 026036 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548651",,,,,,P548651
no_expected_no_live,548692,Q2164045,,Cuneiform Artifact CDLI Seals 026077 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548692",,,,,,P548692
no_expected_no_live,548702,Q2153804,,Cuneiform Artifact CDLI Seals 026087 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548702",,,,,,P548702
no_expected_no_live,548714,Q2167905,,Cuneiform Artifact CDLI Seals 026099 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548714",,,,,,P548714
no_expected_no_live,548738,Q2163795,,Cuneiform Artifact CDLI Seals 026123 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548738",,,,,,P548738
no_expected_no_live,548743,Q2165666,,Cuneiform Artifact CDLI Seals 026128 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548743",,,,,,P548743
no_expected_no_live,548755,Q2170179,,Cuneiform Artifact CDLI Seals 026140 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Damascus, Syria; CDLI P548755",,,,,,P548755
no_expected_no_live,548807,Q2165128,,Cuneiform Artifact CDLI Seals 026192 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548807",,,,,,P548807
no_expected_no_live,548850,Q2162529,,Cuneiform Artifact CDLI Seals 026235 (physical),CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); CDLI P548850,,,,,,P548850
no_expected_no_live,548893,Q2167327,,Cuneiform Artifact CDLI Seals 026278 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548893",,,,,,P548893
no_expected_no_live,548915,Q2162326,,Cuneiform Artifact CDLI Seals 026300 (physical),CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); CDLI P548915,,,,,,P548915
no_expected_no_live,548978,Q2169391,,Cuneiform Artifact CDLI Seals 026336 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548978",,,,,,P548978
no_expected_no_live,548981,Q2029862,,Cuneiform Artifact CDLI Seals 026339 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548981",,,,,,P548981
no_expected_no_live,548997,Q2169203,,Cuneiform Artifact CDLI Seals 026355 (physical),"CDLI artifact: Cylinder seal; from Ugarit (mod. Ras Shamra); held by National Museum of Syria, Aleppo, Syria; CDLI P548997",,,,,,P548997
