repair_status,cdli_id,factgrid_qid,artifact_label,live_period_property,live_period_qid,live_period_label,correct_period_qid,expected_period_label,repair_note,removed_claim_ids,new_claim_id,write_status,write_error
ready,559129,Q2163866,Cuneiform Tablet BM 026697,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163866$1EFAE580-FEF9-4CB6-B589-B18BD7D498E1,Q2163866$2DE50CF3-DC55-4946-A4D6-1B05284FD120,written,
ready,559152,Q2165706,Cuneiform Tablet BM 026727,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165706$0C61B511-B610-4D69-8EAD-76D6B6B054A0,Q2165706$E038D643-584F-4FBF-B7C9-AF9C01A5376B,written,
ready,559200,Q2164628,Cuneiform Tablet BM 027857,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164628$6CE34F10-1025-4EAA-B36A-6E2166DB820E,Q2164628$E589CA93-1194-451D-BF45-15D6561EB47F,written,
ready,559294,Q2166595,Cuneiform Tablet BM 029034,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166595$0F29FF9A-352B-4F9B-916E-EECCCB2C3836,Q2166595$0B2877E8-8853-483A-9F60-EE540F788808,written,
ready,559312,Q2162722,Cuneiform Tablet BM 029069,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162722$49ABA5CF-D861-43A1-B7EF-3EE729DCC968,Q2162722$4F21B263-66A0-4D74-8976-9620F8900A14,written,
ready,559345,Q2164884,Cuneiform Tablet BM 029178,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164884$339FDE3E-FD46-48CE-BB2E-50E6283670B8,Q2164884$47E1ECF8-6961-4D73-BCEC-1192E9524C5C,written,
ready,559369,Q2047466,Cuneiform Tablet BM 029224,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047466$370A43CF-E42E-476B-BA95-8C09488AFEE5,Q2047466$25FEF0AB-49D1-4A3D-AB92-938510FB9FD6,written,
ready,559386,Q2063888,Cuneiform Tablet BM 029253,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2063888$79C40B5D-F2A6-426B-A53C-EAE27AFFA638,Q2063888$C69988A7-4FED-4029-ABE4-CFFB5A40A4C4,written,
ready,559390,Q2169668,Cuneiform Tablet BM 029263,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169668$C9664380-7CA7-4CB3-A557-3B96B756EC6F,Q2169668$67F415BC-8C4F-4222-855A-0EE0B1FE95DD,written,
ready,559406,Q2162400,Cuneiform Tablet BM 029308,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162400$7C043330-7B1F-4515-81D9-F0EF5E3C5F03,Q2162400$AFF98F84-C919-4FD3-8E1F-D3A5A3BF3A42,written,
ready,559410,Q1366173,Cuneiform Tablet BM 029312,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q1366173$E4884969-76B2-420E-8EB6-235C6E8D3D56,Q1366173$554A9EF3-2D4F-4E38-8BF9-A4014C6AC58E,written,
ready,559502,Q2165874,Cuneiform Tablet BM 029516,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165874$FC955DCA-BF1E-4F48-B94A-9DA7DAE05A4B,Q2165874$0AA86AE1-729D-4562-8C27-88ABFE3F07E8,written,
ready,559543,Q2158582,Cuneiform Tablet BM 029612,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2158582$8E7588C4-DEF8-4886-B696-773A38483F91,Q2158582$8EC321F3-901E-4729-AB5F-FC80931D5FDA,written,
ready,559579,Q2164018,Cuneiform Tablet BM 085618,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164018$C8E16B8E-8D93-45EF-97A6-BC12CEB690F2,Q2164018$FC145F82-7FFC-4120-851C-AB71AEFF0940,written,
ready,559596,Q2163037,Cuneiform Tablet BM 085696,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163037$0EB6D52E-12E5-47AA-855F-52B094E8463C,Q2163037$AC9FE2BA-A7DB-4D6E-A225-F6D152885899,written,
ready,559650,Q2164509,"Cuneiform Tablet AfO 38/39, 99 no. 12",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164509$DC136EFF-55ED-4B42-8B22-14953B9B8A73,Q2164509$4C1BDDC3-993F-4CDC-91A2-FA2CB2D06576,written,
ready,559693,Q2047415,Cuneiform Tablet BM 082697,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047415$853D4785-A3AE-4755-B1A5-7BB138B15DC8,Q2047415$3B7AEFDB-56CA-4E67-AC51-33267C6030CD,written,
ready,559739,Q2047818,Cuneiform Tablet BM 082774,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047818$75FB4510-FD29-404C-8331-F722CA82D60D,Q2047818$2507D429-B3D3-4ADE-B8A4-E5E3D990838B,written,
ready,559806,Q2168144,Cuneiform Tablet BM 026699,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168144$856695F9-E2E5-4934-B5DF-BC9C2A611067,Q2168144$3C0F3804-1A0E-4EB2-BDBD-5D6D288AD186,written,
ready,561639,Q2164961,Cuneiform Tablet BM 031512,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164961$369466B1-4E99-4220-B82C-BE8B6258CEDA,Q2164961$8E41DAA8-C8F5-4A6E-BAAC-9CCD2792D922,written,
ready,561707,Q2167498,Cuneiform Tablet BM 031656,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167498$997D6042-706D-41FA-8245-CECD53AAFCC3,Q2167498$505B93AF-670D-4ABB-84FA-299FD5B3F7D6,written,
ready,561906,Q2163664,Cuneiform Tablet BM 032065,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163664$9A1F24E0-4C9D-4950-8746-076DFE667647,Q2163664$8FBC9B70-616C-44AC-8D4D-7252FC897301,written,
ready,562255,Q2168217,Cuneiform Tablet BM 033364,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168217$5919F8F7-7D89-41A0-B8B2-B773F0A987A5,Q2168217$1070BAB1-B3D4-470A-937B-087AF8D40535,written,
ready,562296,Q2163395,Cuneiform Tablet BM 033421,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163395$940ADC8B-D675-42CE-AA7A-C61F18C62307,Q2163395$585ADC53-B01C-45B9-8384-5A773E3D3C43,written,
ready,563014,Q2167734,Cuneiform Tablet BM 036405,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167734$AE35A007-9162-48CC-9073-1630E2019A6F,Q2167734$2E1CB52E-0721-492B-8623-1910848E40C5,written,
ready,563452,Q2153937,Cuneiform Tablet BM 037745,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2153937$D2B2BA8C-2C5C-452A-BE2F-945B022813A4,Q2153937$6D7CE59A-3B98-45E7-BEE9-81A411BE0D1C,written,
ready,563628,Q2047332,Cuneiform Tablet BM 038140,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047332$620BD113-7816-482A-9643-DE3B4EB2EE30,Q2047332$A6A1ACE3-AE93-475C-BF02-E523B1D78763,written,
ready,563741,Q2164565,Cuneiform Tablet BM 038324,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164565$488515FB-55AE-4190-88E0-47CCD2123374,Q2164565$2C3D33A7-0BA4-45A8-A219-BC9DB92D9609,written,
ready,565197,Q2165475,"Cuneiform Tablet Strassmaier, 8th Orientalist Congress no. 14",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165475$6EEB8820-3E77-498C-B6FF-881A03F7D104,Q2165475$1CCA3CC3-BB56-413E-8D75-497B68003A7A,written,
ready,566492,Q2167339,Cuneiform Tablet BM 035527,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167339$52861652-624E-4B9B-BCD1-52E9B022371E,Q2167339$BEB245F0-4E5E-42AD-B5C2-009459AADE4F,written,
ready,566703,Q2012788,Cuneiform Tablet BM 040495,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2012788$62B10AE7-0510-4D7A-BEA1-E87274AB26C8,Q2012788$D22E7779-8EB9-43BD-AD58-72AB5D49E2B7,written,
ready,566754,Q2165888,Cuneiform Tablet BM 040575,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165888$A0434DFA-FDC7-4E6E-9F13-B1620F8592C1,Q2165888$E62C1233-9BF7-4334-84BD-C6831A1D1516,written,
ready,567283,Q2167049,Cuneiform Tablet BM 031896,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167049$7A18D6E5-0E22-43A7-914B-28B05C7E14F7,Q2167049$3F8BAF20-2378-4894-A454-DBF2577087C8,written,
ready,567329,Q2167299,"Cuneiform Tablet OLP 28, 85",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167299$E90C72DF-10A3-4927-9CE9-9E991400416F,Q2167299$A3310847-E69D-4BA7-A828-8F3D516D5783,written,
ready,567692,Q2169526,Cuneiform Tablet BM 040275,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169526$85C86251-6347-4719-A220-96441C267823,Q2169526$D2E5D7B0-F5ED-4D52-9068-7B16132F1863,written,
ready,568571,Q2144026,Cuneiform Tablet BM 049428,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2144026$FFF5ED32-52D4-47EC-ACE0-62688B1C5AC2,Q2144026$A8E9746A-97CB-4067-ADBC-8B215325C22B,written,
ready,570511,Q2063670,Cuneiform Tablet BM 046652,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2063670$0A9A3934-2B61-4D11-877B-DD47F2C91764,Q2063670$4B455AA2-941D-4BFD-86F2-9053AC55FAE5,written,
ready,570546,Q2167433,Cuneiform Tablet BM 046695,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167433$C4F88C61-5379-4B3F-9A6B-95B817788FFD,Q2167433$80142F8D-A5CF-46FC-BF4C-5B3A7E6D7D41,written,
ready,571029,Q2167992,Cuneiform Tablet BM 047485,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167992$4C53B90D-61EA-4EDA-AA98-2B7169D8A16F,Q2167992$AE17D2DE-8F97-4157-A9CD-2F4D354D17AA,written,
ready,571068,Q2170223,Cuneiform Tablet BM 047559,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2170223$B59109F8-97DB-4B0C-91E2-BAABEC4545EE,Q2170223$A29DCF36-47F6-4A33-A204-28F6745BD5B1,written,
ready,571245,Q2047147,Cuneiform Tablet BM 047969,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047147$4200F466-9389-42C9-B76E-1F34BAF87FFC,Q2047147$E8499C8C-2002-4F9E-B1B7-02836BAD44A5,written,
ready,571286,Q2164236,Cuneiform Tablet BM 048029,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164236$14AF3727-AEAE-4ACF-AF14-AD898E64E057,Q2164236$BCF144AF-FC09-45AD-815A-913A3A7E5C20,written,
ready,572486,Q2063630,Cuneiform Tablet BM 047398,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2063630$8CDC1C55-08F5-40C6-AADC-D187A434187C,Q2063630$ED327E67-0116-469C-9104-6BC54A41E32C,written,
ready,573055,Q2170238,Cuneiform Tablet BM 050107,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2170238$AB89FE1B-F6CC-49AD-983B-69FDCE86F146,Q2170238$0EC1D150-AE8F-4140-B6A0-50EDC85298DD,written,
ready,573147,Q2167775,Cuneiform Tablet BM 068456 (cast),P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167775$10457635-0BB2-4C02-9765-26CA2D3D93D6,Q2167775$A34D675E-C26F-4161-BD1C-86855002C76C,written,
ready,573151,Q2168351,Cuneiform Tablet BM 077426,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168351$7BD36594-D047-43E0-BF28-DD961DA04F2A,Q2168351$65648960-C7BE-4891-AFC4-03EF60C5F00E,written,
ready,573254,Q2165044,Cuneiform Tablet Graziani Bardiya no. 35,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165044$80CBFFAB-1CF6-459D-AD5B-6CB0190E559F,Q2165044$A8384DFE-99D5-414A-AAF3-F880C8C4CF2C,written,
ready,573346,Q2162249,Cuneiform Tablet NBDSPC no. 10,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162249$B5A84EF3-05CE-4D22-A7B6-20E3EC6AD2E0,Q2162249$33FAEED4-8EFA-465A-B21C-58C4952A8B7C,written,
ready,573385,Q2167023,Cuneiform Tablet NBDSPC no. 11,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167023$F3B4016F-41E9-4BD2-A9E2-848A0D73C09D,Q2167023$F35A938F-450D-436E-B580-E6F090C9B8B5,written,
ready,573405,Q2170403,Cuneiform Tablet NBDSPC no. 96,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2170403$D787F370-937A-4C25-855E-14AE88641DA7,Q2170403$1F6E7243-7DBC-457C-9389-18204880AD09,written,
ready,573444,Q2168115,Cuneiform Tablet NBDSPC no. 94,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168115$3813ECFF-AFD3-4809-BAA8-7667630AD64D,Q2168115$39DB014B-FF2E-4BF9-AF1F-C26C688D0ACC,written,
ready,573556,Q2166214,Cuneiform Tablet BM 061550,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166214$B311230C-B457-41EC-8E7C-52A65B7E5FF4,Q2166214$FB4DD902-A69A-4237-9331-7745E6711E13,written,
ready,573628,Q2023753,Cuneiform Tablet BM 075567,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2023753$C7568633-7A66-429F-88CA-A83975FD0C5D,Q2023753$9A525655-4390-4414-A0FE-713DD11A2AAC,written,
ready,573805,Q2166067,"Cuneiform Tablet OBO 260, no. 500",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166067$E37A201A-B4D0-49DA-B1E8-710E54A2DC64,Q2166067$94226A87-B3C2-421B-864F-6812CE90E659,written,
ready,573852,Q1365821,"Cuneiform Tablet OBO 260, no. 367",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q1365821$CE99BA7F-9211-48D8-A9C3-78B9EDA72390,Q1365821$E146BF83-0816-4AD2-ABF2-FB53A37FF5FF,written,
ready,573940,Q2165866,"Cuneiform Tablet OBO 260, no. 607",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165866$C9E5853A-D629-408D-9769-42B5EC9D6632,Q2165866$E59ADB16-F3F1-4146-A143-E79049632FC1,written,
ready,574179,Q2162261,"Cuneiform Tablet OBO 260, no. 404",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162261$0488734A-8363-4D5F-87BD-3CB48997C18C,Q2162261$AD8FCF32-D529-4DF5-8716-5005EE8A8EB3,written,
ready,578422,Q2168919,Cuneiform Tablet BM 053618,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168919$7CC84776-197B-4BCC-BB2A-DFC97601553D,Q2168919$2BC56118-FB48-4E15-A75B-65DA264FC3CF,written,
ready,579337,Q2167330,Cuneiform Tablet BM 055237,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167330$CA9AFE4D-1AD0-4BD1-98C0-4DC854DDB5D5,Q2167330$E321E182-7A30-4AD0-B20E-1859DB5FDFAF,written,
ready,580440,Q2163638,Cuneiform Tablet BM 059420,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163638$699C96AD-B94D-4D71-996A-BDE6666B500A,Q2163638$5680B73C-02D2-4048-910E-4D8FF0285F6E,written,
ready,580568,Q2170517,Cuneiform Tablet NABU 1997/011 BM 59568,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2170517$017E4AC3-1E5B-40E9-8F03-6D50D657E824,Q2170517$8738AD64-41A2-461D-BFDE-7106DF0CB3AA,written,
ready,580745,Q2146957,Cuneiform Tablet BM 059789,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2146957$8405C2CE-71FA-434B-BF31-3C9946137B48,Q2146957$A43F3937-E28F-4E6A-B584-4D70A0008399,written,
ready,580968,Q2165646,Cuneiform Tablet Camb. 408,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165646$EF782314-BCB0-44C1-AD50-FB2C32F43BE3,Q2165646$1397F4AC-3FCA-4BA2-B7F1-C405F62E2E98,written,
ready,581142,Q2169707,Cuneiform Tablet BM 060700,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169707$5037F1CD-342D-4AEA-BF3D-3EF30EC6419C,Q2169707$10A85647-53D0-42B1-BD48-D97D362D3DB1,written,
ready,581441,Q2047316,Cuneiform Tablet BM 061050,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047316$7C29E200-B226-4B5B-A32E-397B315EBC36,Q2047316$A7E88C78-2DA8-46BF-8455-74DCAC85CF36,written,
ready,581512,Q2169827,Cuneiform Tablet BM 061139,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169827$6F033AE2-B8D1-4087-AA7E-096738597A6D,Q2169827$C5857D42-39B7-4773-9CB4-73EFB0B2F933,written,
ready,581695,Q2166059,Cuneiform Tablet BM 061392,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166059$F9E3E5FE-360E-46F7-A17E-6B1652C1884C,Q2166059$6BDF5AF7-DC54-41F7-9475-A3DDF50A8AD0,written,
ready,581768,Q1938387,Cuneiform Tablet NABU 2006/001,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q1938387$4BB1E420-C4D6-4063-84F1-207170E2EBF8,Q1938387$0C1E9A9A-D7B7-4B0A-BFB8-A8CF6890EF41,written,
ready,581857,Q2147428,Cuneiform Tablet BM 061595,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2147428$E8ACA13F-C44C-48C9-900E-57BD8EC0EDE0,Q2147428$DF0BD3A4-8FB0-4A00-A9CA-66CFFA88C8F1,written,
ready,581912,Q2044641,Cuneiform Tablet BM 061666,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2044641$A29E6868-B976-4586-9EA7-B5BD45F1BBF0,Q2044641$B2FE86DD-465B-471A-8CE7-D88623EA4DBA,written,
ready,581945,Q2166864,Cuneiform Tablet BM 061706,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166864$C890EDAB-ED08-4CAA-9DD9-6F2552803F78,Q2166864$1E5B8E0E-BA20-42A0-B572-63C5DBEC023C,written,
ready,581986,Q2162069,Cuneiform Tablet BM 061769,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162069$37F83EA0-F77E-47F8-95A4-A6C6474FFAB9,Q2162069$BB72CF61-AD78-4ECB-B0A0-682775416885,written,
ready,582017,Q2148491,Cuneiform Tablet BM 061809,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2148491$45BA9816-9A16-4B25-B2CB-395643304B8B,Q2148491$6DD68835-65A7-4DE6-A091-C676F871BC7C,written,
ready,582514,Q2168271,Cuneiform Tablet BM 062372,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168271$8FB6F686-822B-4D5F-83D7-9009988929C1,Q2168271$074FA2AF-744A-4533-B80C-6BB97D049695,written,
ready,582538,Q2163421,Cuneiform Tablet BM 062401,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163421$EBF4FFD1-B0E3-4F0F-86D0-4A7362699876,Q2163421$8DB69102-1528-43F3-B8E6-089FE05C546A,written,
ready,582703,Q2162301,Cuneiform Tablet BM 062603,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162301$DAC5983A-BEF0-4987-B1BE-F3A661E7FAA4,Q2162301$52483CB0-EFCB-4B9E-A83D-FD87D77D7E4E,written,
ready,582797,Q2026115,Cuneiform Tablet BM 062710,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2026115$D9269C90-082C-471A-8CFC-0F2B4DFCC1E8,Q2026115$7C776C6D-58B5-4C84-8EC0-57ABCD70049F,written,
ready,583169,Q2063806,Cuneiform Tablet BM 063002,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2063806$65D1D4AC-FC37-4B51-8906-320933F557DC,Q2063806$90D8EC27-0846-46E8-9527-6A2236BD438D,written,
ready,583313,Q2164067,Cuneiform Tablet BM 063164,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164067$57B88A6E-6212-4483-9AA9-8915A23BAE7C,Q2164067$A5861C0B-4425-4618-B9F5-8133BFAF79C2,written,
ready,583329,Q2163134,Cuneiform Tablet BM 063182,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163134$6260C489-1655-41EC-B041-3A7D602FA3AA,Q2163134$3AA90D10-C601-4426-B724-3E34630F6E0F,written,
ready,583450,Q2164971,Cuneiform Tablet BM 063316,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164971$9CFAE93C-A2D6-4257-B1A4-DB1CEEE9B13A,Q2164971$97FCF427-27B9-4784-896C-5C190549A0FE,written,
ready,583485,Q2169711,Cuneiform Tablet BM 063355,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169711$737B555E-21BC-4D06-8EF4-7EA714BD21FF,Q2169711$7137C419-EF29-4AF6-B5BF-907584B35530,written,
ready,583515,Q2164568,Cuneiform Tablet BM 063388,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164568$142F0C9C-8DB7-49CF-8AE5-55DF08D08802,Q2164568$D278CA52-AD6A-4E18-BF4E-E13749038DAF,written,
ready,583647,Q2165669,Cuneiform Tablet BM 063529,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165669$214E8912-3C50-40FD-A920-19C3E6740BDA,Q2165669$3EDD38AB-637D-4F9F-BABD-867861359866,written,
ready,583779,Q2163012,Cuneiform Tablet BM 063682,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163012$F2D878F0-C511-4765-9361-49EBC4620568,Q2163012$45D3AB66-2182-4936-8C29-6976F5173B0F,written,
ready,584028,Q2165834,Cuneiform Tablet BM 063997,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165834$FA2CA0B6-88B8-4747-8925-40C159C2C034,Q2165834$6A7679F2-E430-4590-9DEB-9EA0474A2C12,written,
ready,584053,Q2164052,Cuneiform Tablet BM 064018,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164052$B5103E0B-DB14-407B-811B-7C1CE540C0E6,Q2164052$69E8248B-C074-40C0-9AF1-F843EBDF0FF9,written,
