repair_status,cdli_id,factgrid_qid,artifact_label,live_period_property,live_period_qid,live_period_label,correct_period_qid,expected_period_label,repair_note,removed_claim_ids,new_claim_id,write_status,write_error
ready,601000,Q2167092,Cuneiform Tablet BM 101036,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167092$405D4D6C-B556-425C-BF75-1A3D474464D6,Q2167092$E8A51FC2-01B3-47F5-8C85-AC1EF6BE7631,written,
ready,601186,Q2162089,Cuneiform Tablet BM 101246,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162089$FEA32FC1-9DE7-45DD-89D9-BF2D5C53FC6D,Q2162089$0143C730-9437-4CC9-B892-2F9AA8232EC0,written,
ready,601387,Q2165599,Cuneiform Tablet BM 101481,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165599$53C88079-9251-469D-A5B7-F49A5311576A,Q2165599$6D0E32A0-F241-4A7E-90EB-771F5BD800A8,written,
ready,601542,Q2023144,Cuneiform Tablet BM 101653,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2023144$31D4C700-5B9F-4311-8F81-3205299D61AD,Q2023144$3EA1770D-8C55-4222-813D-29ED23D06204,written,
ready,601811,Q2047760,"Cuneiform Tablet AfO 50, 241 no. 22",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2047760$DFA9602B-4324-43B8-A80A-919B087813B5,Q2047760$EDE7312F-52E2-4255-A238-D77AEF4D6F3E,written,
ready,601903,Q2167396,Cuneiform Tablet BM 108966,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167396$9CDFC525-3DC4-40AE-965E-C25174ABD602,Q2167396$5C0BB4D2-8130-41D4-B2CC-51CCDEC86D42,written,
ready,601942,Q2169643,Cuneiform Tablet BM 109889,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2169643$E3D19D4D-C093-4B8F-A234-5EEAAA785473,Q2169643$3F998D18-E8E7-4BFA-86E8-C977EEAF012B,written,
ready,601978,Q2164381,Cuneiform Tablet BM 113395,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164381$B664DC5B-57B4-4953-9475-C7D7AE822CD7,Q2164381$739E3B18-332D-4E7D-9096-99691BB68230,written,
ready,601997,Q2164910,Cuneiform Tablet BM 113485,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164910$C3ED6EE5-4648-4DB1-882F-20DD2C2BDDF3,Q2164910$DDEA7D3D-36A0-46D8-BB50-41202A96BB3E,written,
ready,602047,Q1931878,Cuneiform Tablet BM 114561,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q1931878$905F666A-C918-432F-B5D7-727C236CBE63,Q1931878$FD0456B8-7A2C-4364-B239-C1D07AA4CD91,written,
ready,602051,Q2162084,Cuneiform Tablet BM 114572,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162084$DCCF41E3-707B-40D2-ACF8-1DD2315CBD9A,Q2162084$453DAF47-0644-45C2-9792-0DE72AB8F6B6,written,
ready,602084,Q2163999,"Cuneiform Tablet JCS 72, 181 text 12",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163999$819EC6FD-89F5-47EC-9054-362F1D30B161,Q2163999$A69F9F73-26B8-4CE2-9EA2-B07399D4A028,written,
ready,602102,Q2167879,Cuneiform Tablet BM 114849,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167879$204274CE-2C6D-4638-86DE-7A51A8EE8F8C,Q2167879$F965413F-C5F9-4A2D-9929-2DACAB23B126,written,
ready,602712,Q2164736,"Cuneiform Tablet FuB 14, 17 no. 7",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164736$4C186680-11F6-4910-93DE-FE8831B2B21C,Q2164736$CEC82426-6636-4371-9588-CCF17E1B53F7,written,
ready,602728,Q2168874,Cuneiform Tablet Rm 0682,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168874$A353C294-55DB-499E-88A7-5F8595F7389F,Q2168874$49B96FD2-EB0E-407E-8B86-5224A8EAD22B,written,
ready,602745,Q2162756,Cuneiform Tablet BM 075955,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162756$1E19D0B4-470E-435C-94D5-9E4979F50C04,Q2162756$8237BED0-BEE6-4D09-8FDD-3FF49318BC86,written,
ready,602769,Q2166590,Cuneiform Tablet BM 017017,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166590$100A2604-8E65-481F-BBF4-EC885CFC4DAA,Q2166590$0ACE6606-67DE-4B21-9D68-A7091C6117A2,written,
ready,602786,Q2167551,"Cuneiform Tablet RA 90, 43 no. 2",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167551$723670D4-18CE-4D89-B8D5-D7AE766DF178,Q2167551$D5CDF96E-2253-4896-92CE-5F88C6FC5F50,written,
ready,602987,Q2163702,"Cuneiform Tablet Schaudig, Babil 5, no. 83 (N13: 235)",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163702$961BB49D-CA66-444F-AFAC-49C5DCBD2BEB,Q2163702$A5DF7B9F-3E40-4FB7-AE2D-289D73B461C4,written,
ready,603011,Q2162266,"Cuneiform Tablet Schaudig, Babil 5, no. 64 (N13: 7)",P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162266$432AD22D-9DD7-4659-928E-0627CC0370EA,Q2162266$147E941D-BF56-4EFD-AEB7-1A6AF8CD681E,written,
ready,603103,Q2165056,Cuneiform Tablet Dar. 297,P853,Q512164,Hellenistic Period,Q512163,Achaemenid Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165056$619C70DC-4D8D-4482-89E7-846293355894,Q2165056$ECF301C3-B85D-441A-AD3D-1FF493A21C83,written,
ready,218121,Q2165045,"Cuneiform Artifact RIME 4.01.04.05, ex. add50",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165045$4ADB41BE-9B7B-4B97-BC52-75C7E409AAFB,Q2165045$94D2EE8C-DD8F-453B-BF32-BCAC20907C9E,written,
ready,225433,Q2163770,"Cuneiform Artifact RIME 4.01.10.09, ex. 01",P853,Q512161,Neo-Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163770$6189844E-90C1-43B6-85FD-FACECE2A080B,Q2163770$AAD782BD-5CAA-4DB0-B52A-27D854589B8D,written,
ready,225599,Q2163509,"Cuneiform Artifact RIME 4.02.05.02, ex. 08",P853,Q512163,Achaemenid Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163509$9137A08F-C652-41E5-938B-A2F39E1FA31E,Q2163509$7775C787-A810-458E-A76E-AEB6BFBD8750,written,
ready,225608,Q2162554,"Cuneiform Artifact RIME 4.02.07.01, ex. 47",P853,Q512154,Middle Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162554$294A237A-5572-4B79-BEAE-E3E644ADD778,Q2162554$050140EB-F757-4942-ADFB-703870D4198B,written,
ready,225624,Q2166820,"Cuneiform Artifact RIME 4.02.13.26, ex. 03",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166820$B31CFCDC-25DB-4290-9179-1AAC90E7D130,Q2166820$43486C65-1D41-40FC-9ED7-FAB665321AE0,written,
ready,269873,Q2162180,"Cuneiform Artifact RIME 4.02.13.09, ex. 24",P853,Q512153,Middle Hittite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162180$06B569F8-1F4D-4DDF-8D2F-9E00206FD7AA,Q2162180$E92AE950-17FE-4916-A5F1-BDBFD6EC2BA4,written,
ready,269936,Q2162393,"Cuneiform Artifact RIME 4.02.12.01, ex. 12",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162393$ED178CD1-F5BD-4BF3-A3B3-4E7DC15A21E7,Q2162393$B7EB76D7-EDBE-4995-9040-E2EB95A551AA,written,
ready,274105,Q2168267,"Cuneiform Artifact RIME 4.04.01.03, ex. add359",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168267$4B316C4C-15AC-4D48-AFC1-35B3A420E303,Q2168267$7D651F32-09D5-4564-97D6-5359A31006EE,written,
ready,274607,Q2162400,"Cuneiform Artifact RIME 4.04.01.04, ex. 054",P853,Q512164,Hellenistic Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,,,error,RuntimeError: No matching P853 Q512164 claim found on Q2162400
ready,274914,Q2165805,"Cuneiform Artifact RIME 4.04.01.03, ex. add148",P853,Q512153,Middle Hittite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165805$1427908A-0F0B-4A40-A015-F8D2C50393F6,Q2165805$A38B228D-0C36-4386-A592-37ED2CDB0119,written,
ready,332997,Q2163713,"Cuneiform Artifact RIME 4.04.01.03, ex. add151",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163713$8C98B4AC-1EA1-4F16-A303-CD9D327C0AD3,Q2163713$8FE1E0C4-FB3D-44BD-95EE-626A367D4974,written,
ready,391773,Q2165336,"Cuneiform Artifact RIME 4.04.01.03, ex. add219",P853,Q512146,Lagash II Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165336$1D6A3660-F502-431D-8723-3EDFFED77AEC,Q2165336$0331B3BA-E4D0-43E0-A288-E84DCB0324F3,written,
ready,392108,Q2167914,"Cuneiform Artifact RIME 4.01.10.06, ex. 01-02",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167914$ECEB7E52-78D4-47F1-BD61-A27FA0247991,Q2167914$D0A0080C-13A1-4083-89DE-E5FDFE8E2769,written,
ready,405499,Q2162975,"Cuneiform Artifact RIME 4.04.01.04, ex. add149",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162975$9A9F7D18-4275-4464-A6E4-6C96034F1846,Q2162975$3464D48B-8A6C-4001-ADEB-58DA28EFAED4,written,
ready,416489,Q2164385,"Cuneiform Artifact RIME 4.01.05.04, ex. add129",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164385$268B05CD-3B90-4C59-AEFF-2A15E899A40B,Q2164385$CF2F4487-80B6-4743-9486-01C8644A14C1,written,
ready,423753,Q2166629,"Cuneiform Artifact RIME 4.04.01.04, ex. add079",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166629$C8B50FF4-2A1E-4C95-A765-DEA6B3A07E80,Q2166629$599B7863-4117-4462-8A6E-2B40CBC7270B,written,
ready,429132,Q2165695,"Cuneiform Artifact RIME 4.01.05.03, ex. 043",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165695$1A340FE9-84C6-4EB9-8F85-E81CB4FCAAE0,Q2165695$0496DA82-B83D-4010-86A4-E9B8362B12C8,written,
ready,429149,Q2163907,"Cuneiform Artifact RIME 4.01.05.03, ex. 012-013",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163907$B27AB6C9-18A1-495F-A611-43D278232A40,Q2163907$4EE53DAC-70DC-4139-B798-0A54EFB94DE6,written,
ready,431447,Q2166322,"Cuneiform Artifact RIME 4.01.04.07, ex. 11",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166322$08BBD066-CB19-4A1D-BCC4-9283C7A148CF,Q2166322$517F886E-C737-43F4-86F0-1F723DF1869B,written,
ready,431502,Q2165338,"Cuneiform Artifact RIME 4.01.05.06, ex. 09",P853,Q512135,Proto-Elamite Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165338$469C78DF-769E-4909-A4AC-FAE29EA6790A,Q2165338$1CA0A25E-92AA-4AE5-A6EE-C84684B5D34F,written,
ready,431555,Q2168216,"Cuneiform Artifact RIME 4.02.09.02, ex. 01",P853,Q512162,Persian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168216$74B58E29-5B3E-43D7-B53C-E5536173CD6E,Q2168216$CAC77514-F8D1-4DC7-B893-2DC0C8A4376C,written,
ready,431579,Q2163525,"Cuneiform Artifact RIME 4.01.15.02, ex. 03",P853,Q512142,Early Dynastic IIIb Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163525$F82750DE-94A4-45AE-B3C0-67D1AA344525,Q2163525$4F1DEFEA-A463-4723-B3E2-0060876B2D9A,written,
ready,431596,Q2163397,"Cuneiform Artifact RIME 4.02.05.03, ex. 03",P853,Q512134,Uruk III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163397$E20C5A17-9245-4B03-9152-3B6EF6EC642F,Q2163397$E10641B9-2244-4A51-828E-FA4F62A62393,written,
ready,431607,Q2162177,"Cuneiform Artifact RIME 4.02.07.01, ex. 02",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162177$FDBCC4CD-92E0-47AE-8370-38B00459755A,Q2162177$0F50B98F-79BA-4999-A152-1D172284A1BF,written,
ready,431650,Q2164277,"Cuneiform Artifact RIME 4.02.09.06, ex. 08-09",P853,Q512158,Neo-Assyrian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164277$FB5791A6-ABEB-483F-9F0B-744C2C2B17C2,Q2164277$4787B245-0253-4190-9A4B-0B29D0300B47,written,
ready,431715,Q2165269,"Cuneiform Artifact RIME 4.02.13.16, ex. 19",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165269$941BEB7C-BFDD-4D57-BF86-F0E18A6B158E,Q2165269$E8432DB8-AF23-430D-A189-8B064F55B81D,written,
ready,431742,Q2162395,"Cuneiform Artifact RIME 4.02.13.16, ex. 78",P853,Q512146,Lagash II Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162395$DF77C6E0-D852-4FBC-99C8-FD6520DE9A20,Q2162395$6B068E8F-9B9E-4F38-AFEB-FEBFCA9C1F1F,written,
ready,432705,Q2163933,"Cuneiform Artifact RIME 4.02.14.17, ex. add13",P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163933$DDFE957A-CF33-41E5-B756-A909FA2C8F95,Q2163933$F4F52B77-DE62-43EE-B259-D4CDE7D04E1B,written,
ready,448026,Q2167663,"Cuneiform Artifact RIME 4.04.01.01, ex. 09",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167663$36860088-3DF1-4321-BE3A-853F60185156,Q2167663$8CD446ED-F892-428D-9410-47E69FD3EDE5,written,
ready,448134,Q2166039,"Cuneiform Artifact RIME 4.04.01.14, ex. 31-32",P853,Q512132,Uruk IV Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166039$4DD5EC94-BC19-4758-900D-0F93FC77716D,Q2166039$A3AB47FF-89D5-4925-8087-C8528F25FEEE,written,
ready,469956,Q2167263,"Cuneiform Artifact RIME 4.04.01.02, ex. add166",P853,Q512152,Old Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167263$37B16630-FDF2-4777-88E1-4B066EA9BE52,Q2167263$438FE434-A53F-44EE-AC61-A6EA053E22FC,written,
ready,514410,Q2163027,Cuneiform Artifact CDLI Seals 013829 (composite),P853,Q512148,Ur III Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163027$16FCBD48-8D1A-4516-ABAD-CAE88033343B,Q2163027$4123E819-34BF-452D-80F8-003195ED92CD,written,
ready,519520,Q2166532,"Cuneiform Artifact RIME 4.01.10.01, ex. add11",P853,Q512161,Neo-Babylonian Period,Q512150,Early Old Babylonian Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166532$747FDD2E-590C-4E37-A057-E56D9599DA7D,Q2166532$91A5DC57-4E24-4D50-BAA9-99EF9157F46F,written,
ready,231866,Q2163055,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 049",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163055$884536F5-F339-4CE2-A3BE-A8839F449801,Q2163055$1A6F84D7-4E7C-4A01-BC10-E155D8F6FA98,written,
ready,231889,Q2163831,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 072",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163831$A4FDD753-A06F-4432-8BF8-3BDCFA9D632C,Q2163831$BB483085-0C87-4FDA-AA51-97EF12EC0B9F,written,
ready,231923,Q2163996,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 106",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163996$AF569DEA-A7AC-481E-BCB9-2CCE3DDA1A0E,Q2163996$54BE5122-E31F-4FFB-ABB1-994451EEBC59,written,
ready,231958,Q2165852,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 141",P853,Q512161,Neo-Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165852$DE2D0103-A0BB-4CB0-9427-A52A60BBEFF3,Q2165852$762AB16F-A48F-4FC3-BF0B-8B7A647B714C,written,
ready,232067,Q2162726,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 250",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162726$9C2A736D-DDDA-4648-9FA5-FA8F2C9B559B,Q2162726$AFE18BF6-858A-4D30-8E48-718B5DBC44D8,written,
ready,232175,Q2164625,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 358",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164625$3D8D94FE-416D-4D2B-8BE9-AB7964E4000B,Q2164625$3E4590B1-87BA-4CD5-A476-A7E492C5B26E,written,
ready,232227,Q2165714,"Cuneiform Artifact RIME 3/1.01.06.04, ex. 410",P853,Q512134,Uruk III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165714$496F42DB-AB05-4504-884F-DA2BC9E14AF4,Q2165714$A038F45E-0AF9-4B74-8AD5-7EB1009975CD,written,
ready,232319,Q2162912,"Cuneiform Artifact RIME 3/1.01.07.003, ex. 06",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162912$9DF5CDBA-74E9-4476-B4F5-48E622011AAC,Q2162912$8511285C-2DEA-4C7F-A380-018668B9787C,written,
ready,232460,Q2164701,"Cuneiform Artifact RIME 3/1.01.07.016, ex. 35",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164701$BE57756F-9F63-46C7-98E0-17255E5D86CF,Q2164701$03A7D96B-A4B4-4078-AEC4-8DFFE8201BC0,written,
ready,232525,Q2164503,"Cuneiform Artifact RIME 3/1.01.07.024, ex. 31",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2164503$D62006B2-A288-4671-96D9-B0313A1F571D,Q2164503$2AD0B01F-88EC-4E1A-A554-E4B55C92D22D,written,
ready,232620,Q2167686,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 036",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2167686$0971EF2C-686C-41FD-ACCA-005FD9709300,Q2167686$829F6936-D3C4-4F6E-A171-130FE989CF26,written,
ready,232677,Q2165872,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 093",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165872$310B2E22-3B93-4A03-9DEF-E1CD1C9CF9C0,Q2165872$919C105A-CF77-4017-BF4B-70CE2F68CE6F,written,
ready,232698,Q2165971,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 114",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165971$83506883-CCD9-4BD2-ABCD-746E7C42C405,Q2165971$EE73E672-8918-4FC9-8E0A-7521ACE7E783,written,
ready,232732,Q2166093,"Cuneiform Artifact RIME 3/1.01.07.031, ex. 148",P853,Q512164,Hellenistic Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166093$321E33A3-A422-43CB-859E-9E1AC22064C4,Q2166093$4E5E48F9-C8A6-4F9A-9B30-4BB7CD3E4EF9,written,
ready,232749,Q2163075,"Cuneiform Artifact RIME 3/1.01.07.035, ex. 04",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163075$2550424D-38A1-4202-A6D8-1053911DA282,Q2163075$18D84BD9-8D89-4E3E-985C-661143410D76,written,
ready,232821,Q2162099,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0070",P853,Q512155,Middle Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162099$BEE07DD5-C6B6-40FC-9E77-2B20D926A0ED,Q2162099$D468EB7E-B3A8-4164-AD43-2642F3B4E866,written,
ready,232964,Q2162466,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0213",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162466$E4693AB1-522E-4642-AB51-9E92174BAAFB,Q2162466$57F58AB5-6790-49FB-AAD2-BB8631777192,written,
ready,233066,Q2165599,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0315",P853,Q512164,Hellenistic Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,,,error,RuntimeError: No matching P853 Q512164 claim found on Q2165599
ready,233089,Q2166263,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0338",P853,Q512150,Early Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166263$F0A99FB2-7BEC-440E-909A-C4771B156F34,Q2166263$7A87196D-5835-4ABC-B074-5FB9B79D423A,written,
ready,233123,Q2166392,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0372",P853,Q512158,Neo-Assyrian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2166392$CE2D1811-7E30-4CB1-8F7F-B670433B364C,Q2166392$34FFBBE9-9F08-432B-BEA3-FDAFB1788316,written,
ready,233158,Q2163379,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0407",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163379$25EE485F-02AC-4ED6-83B6-BA7FF1FC16C1,Q2163379$F6ECC50C-072D-474D-B832-208ED7A2482C,written,
ready,233174,Q2168357,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0423",P853,Q512153,Middle Hittite Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168357$BFF7464E-02C3-4B43-B9A8-7A9D1F215362,Q2168357$83A21F06-79B1-4D70-8CB9-1551F27F8035,written,
ready,233226,Q2162585,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0475",P853,Q512161,Neo-Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162585$F9928C74-170C-4FBE-846F-DB4D2206D1D5,Q2162585$B6BB14B9-13C2-40F3-A484-453A1E99515F,written,
ready,233271,Q2165048,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0520",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2165048$84A80179-F9A4-4B1F-B3FC-3F1AE5A94961,Q2165048$4DBE0A25-B749-41B2-A136-EC6030AAF701,written,
ready,233363,Q2162252,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0612",P853,Q512154,Middle Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2162252$001656A7-A285-474E-95F5-55413100CC87,Q2162252$8C800B76-E01E-450C-941E-C4A8F8E796E9,written,
ready,233461,Q2168119,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0710",P853,Q512152,Old Babylonian Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168119$719E7F7A-BBA8-48C1-86D3-86BF870A892A,Q2168119$F5CE7F99-A815-4784-81E9-4614D3B191EE,written,
ready,233508,Q2163220,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0757",P853,Q512148,Ur III Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2163220$C0E80C91-F554-4683-B494-EC5AFBE235C4,Q2163220$BC596C65-DBDC-4CBD-99B1-BF60FD6B96F3,written,
ready,233524,Q2168493,"Cuneiform Artifact RIME 3/1.01.07.037, ex. 0773",P853,Q512143,Ebla Period,Q512146,Lagash II Period,Replace live period claim with verified FactGrid QID for expected CDLI period label.,Q2168493$DFD998FA-3F67-4C28-9D34-B798DC7E3F53,Q2168493$3A069297-2A66-4981-A360-5A10BD054418,written,
